Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.999999999994215
Sequence55.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999998844
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.9384928431292959
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.9999999998255846
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9399756110241515
Sequence553.csv_1: True Class: A, Predicted: B, Probability: 0.9999540426372714
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.9613752758293372
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.999999997008139
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.9998460791840414
Sequence557.csv_1: True Class: B, Predicted: A, Probability: 0.9999393431231738
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.9311451780859356
Sequence559.csv_1: True Class: B, Predicted: A, Probability: 0.7202526260861538
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.999999630857335
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9992408387354564
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.9999999987212834
Sequence562.csv_1: True Class: A, Predicted: B, Probability: 0.9983326737828533
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.9999999959838844
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.9999999991492601
Sequence565.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999965568
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.9999969570032019
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.9776822851306959
Sequence568.csv_1: True Class: B, Predicted: B, Probability: 0.9999358286029446
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999988218
Sequence57.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999901872
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9999999998191822
Sequence571.csv_1: True Class: B, Predicted: B, Probability: 0.9999655221853964
Sequence572.csv_1: True Class: B, Predicted: B, Probability: 0.9999999972841468
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.9999999797574375
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9999844652861484
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9618243334845945
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999984
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.999970289018048
Sequence578.csv_1: True Class: B, Predicted: B, Probability: 0.9942645909347152
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9330136838035629
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999994281
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999687
Sequence581.csv_1: True Class: B, Predicted: B, Probability: 0.9999926891711478
Sequence582.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999769501
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9904092497986735
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999922385
Sequence585.csv_1: True Class: A, Predicted: B, Probability: 0.9999999741868525
Sequence586.csv_1: True Class: B, Predicted: A, Probability: 0.9999999989016811
Sequence587.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999998
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 0.976674573285061
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.9999915556512696
Sequence59.csv_1: True Class: A, Predicted: B, Probability: 0.9999999347192468
Sequence590.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence591.csv_1: True Class: B, Predicted: A, Probability: 0.9999999818891249
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999998246
Sequence593.csv_1: True Class: A, Predicted: B, Probability: 0.9999997825552651
Sequence594.csv_1: True Class: B, Predicted: B, Probability: 0.9999999605663737
Sequence595.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999997231
Sequence596.csv_1: True Class: B, Predicted: B, Probability: 0.997208851838981
Sequence597.csv_1: True Class: A, Predicted: B, Probability: 0.9999999998811658
Sequence598.csv_1: True Class: B, Predicted: A, Probability: 0.9999999366451731
Sequence599.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.8716413317420509
Sequence60.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999765
Sequence600.csv_1: True Class: B, Predicted: B, Probability: 0.9999987269330611
