Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9475178520800387
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9674308641338426
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.9907088740146458
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.9989487700256763
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9996831910424023
Sequence553.csv_1: True Class: B, Predicted: A, Probability: 0.9971290271714001
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.999594500898398
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.8615849905465494
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.8684600770124972
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.9989326596725276
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.9907204520549756
Sequence559.csv_1: True Class: B, Predicted: A, Probability: 0.9072760840375695
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9952814190911438
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.8412560695104995
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.8700858202614787
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.8011847485130058
Sequence563.csv_1: True Class: B, Predicted: A, Probability: 0.9021825278234353
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.5349700736755479
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9998638594714869
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9365317765233927
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9999999998593858
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.621621240505817
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9094760208898033
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9963537594021107
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9995817496046612
Sequence571.csv_1: True Class: B, Predicted: A, Probability: 0.9993797030226618
Sequence572.csv_1: True Class: B, Predicted: B, Probability: 0.8455810324006967
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.8748332092703714
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.6005106599628028
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 0.9961446954456799
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.999975285854648
Sequence577.csv_1: True Class: B, Predicted: A, Probability: 0.9539097325159985
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.6613575696354312
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.999893454469176
Sequence58.csv_1: True Class: A, Predicted: B, Probability: 0.8999046482705012
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.9510157002426812
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.9997241733457702
Sequence582.csv_1: True Class: B, Predicted: B, Probability: 0.8576544934366503
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.9945271350615887
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9961820294619689
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.9999940166051253
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.9746226718870246
Sequence587.csv_1: True Class: A, Predicted: B, Probability: 0.8538710950821774
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 0.5949821725282107
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.8196661556592948
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9914937589939068
Sequence590.csv_1: True Class: B, Predicted: B, Probability: 0.9556615023173121
Sequence591.csv_1: True Class: B, Predicted: A, Probability: 0.8507700516514187
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.7303317150289832
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9574199959351681
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9995979326891381
Sequence595.csv_1: True Class: B, Predicted: A, Probability: 0.9663855734203082
Sequence596.csv_1: True Class: A, Predicted: B, Probability: 0.7319621447043111
Sequence597.csv_1: True Class: A, Predicted: B, Probability: 0.9852846530524431
Sequence598.csv_1: True Class: B, Predicted: B, Probability: 0.9571190761737116
Sequence599.csv_1: True Class: B, Predicted: B, Probability: 0.5602356316863419
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.9911824234067315
Sequence60.csv_1: True Class: A, Predicted: B, Probability: 0.9308864408197239
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.9799512137555977
Sequence601.csv_1: True Class: A, Predicted: B, Probability: 0.8299538955634513
Sequence602.csv_1: True Class: B, Predicted: B, Probability: 0.9817140850625806
Sequence603.csv_1: True Class: A, Predicted: B, Probability: 0.5269356850131865
Sequence604.csv_1: True Class: A, Predicted: B, Probability: 0.9901869635616155
Sequence605.csv_1: True Class: A, Predicted: B, Probability: 0.9978120170309237
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.9999983351903856
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 0.9987188162536154
Sequence608.csv_1: True Class: B, Predicted: B, Probability: 0.8860001227762968
Sequence609.csv_1: True Class: B, Predicted: B, Probability: 0.9781710373917291
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.99999537106395
Sequence610.csv_1: True Class: A, Predicted: B, Probability: 0.9999677784076588
Sequence611.csv_1: True Class: A, Predicted: B, Probability: 0.9518322563635198
Sequence612.csv_1: True Class: A, Predicted: A, Probability: 0.9988918221977211
Sequence613.csv_1: True Class: B, Predicted: A, Probability: 0.8197907237189868
Sequence614.csv_1: True Class: A, Predicted: A, Probability: 0.8420703307177714
Sequence615.csv_1: True Class: B, Predicted: A, Probability: 0.5907194324464665
Sequence616.csv_1: True Class: A, Predicted: B, Probability: 0.9999993030550056
Sequence617.csv_1: True Class: B, Predicted: A, Probability: 0.8008414458365942
Sequence618.csv_1: True Class: A, Predicted: B, Probability: 0.999942251689234
Sequence619.csv_1: True Class: A, Predicted: A, Probability: 0.8405811383310576
Sequence62.csv_1: True Class: A, Predicted: B, Probability: 0.9447628527052887
Sequence620.csv_1: True Class: A, Predicted: B, Probability: 0.678057143208864
Sequence621.csv_1: True Class: A, Predicted: B, Probability: 0.9999998231153611
