Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9857926032906339
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.992310806748161
Sequence550.csv_1: True Class: B, Predicted: A, Probability: 0.9999785149338252
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.9695725363270218
Sequence552.csv_1: True Class: B, Predicted: A, Probability: 0.5637275584202803
Sequence553.csv_1: True Class: A, Predicted: B, Probability: 0.9999842681134538
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.6891158011521346
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.9218659708647019
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.9995438605019962
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9106877443299216
Sequence558.csv_1: True Class: A, Predicted: B, Probability: 0.8484170278718784
Sequence559.csv_1: True Class: A, Predicted: B, Probability: 0.7920992244598527
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9975620614309667
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.9998627056566576
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.9997407472017695
Sequence562.csv_1: True Class: B, Predicted: A, Probability: 0.7492881022162977
Sequence563.csv_1: True Class: B, Predicted: A, Probability: 0.9999988374658465
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.8685783888668857
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.8298850435136649
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.981398045700255
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.9405615245309895
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9912196944207972
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 0.9999669336043471
Sequence57.csv_1: True Class: A, Predicted: B, Probability: 0.9996333567382133
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.7742927820099679
Sequence571.csv_1: True Class: B, Predicted: B, Probability: 0.9999980786993865
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9998406451117994
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9948042207679131
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.9135151048848354
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9860500855595922
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.976419433977694
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9864095380079807
Sequence578.csv_1: True Class: B, Predicted: A, Probability: 0.9998596881086584
Sequence579.csv_1: True Class: B, Predicted: A, Probability: 0.9654954231073544
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.9976769919334413
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.9870322676769172
Sequence581.csv_1: True Class: A, Predicted: B, Probability: 0.9999622059870602
Sequence582.csv_1: True Class: B, Predicted: A, Probability: 0.9998279105901429
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.9999995303044693
Sequence584.csv_1: True Class: B, Predicted: B, Probability: 0.6691181495716725
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.9742092317675066
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.9094904430257886
Sequence587.csv_1: True Class: B, Predicted: B, Probability: 0.9999970952762162
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.8082942878583782
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.995316864845545
Sequence59.csv_1: True Class: B, Predicted: B, Probability: 0.6951938716814678
Sequence590.csv_1: True Class: A, Predicted: B, Probability: 0.796355111045262
Sequence591.csv_1: True Class: B, Predicted: A, Probability: 0.9999648866067629
Sequence592.csv_1: True Class: A, Predicted: B, Probability: 0.9971910229193047
Sequence593.csv_1: True Class: B, Predicted: A, Probability: 0.9960701155254917
