Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9985867005052271
Sequence55.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999456693
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.9999970805861647
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.9973064424116802
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9999999473780847
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999140134
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999177688
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.999999973838166
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.9999999957813124
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 0.9999991191739623
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.9999999463278176
Sequence560.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence562.csv_1: True Class: B, Predicted: A, Probability: 0.639104235990937
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.9999999974587405
Sequence564.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999988595
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999004032
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9999999982167659
Sequence568.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999994644
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence572.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.999999999998265
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 0.9999999469889163
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 0.9999999991969429
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 0.9999971114894622
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9941957786866582
Sequence578.csv_1: True Class: B, Predicted: B, Probability: 0.9999991052251161
Sequence579.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999706
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.9999881490425178
Sequence581.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence582.csv_1: True Class: B, Predicted: B, Probability: 0.9999977309753336
Sequence583.csv_1: True Class: B, Predicted: A, Probability: 0.9966353396583959
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.9999999870103081
Sequence585.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999479106
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence587.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999268381
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.9713837226863771
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence59.csv_1: True Class: A, Predicted: B, Probability: 0.9998372008341608
Sequence590.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.999999999999995
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.9998042492207114
Sequence593.csv_1: True Class: A, Predicted: B, Probability: 0.9999998263276877
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999996804
Sequence595.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence596.csv_1: True Class: B, Predicted: B, Probability: 0.9983770218454214
Sequence597.csv_1: True Class: B, Predicted: B, Probability: 0.9999999854982533
Sequence598.csv_1: True Class: B, Predicted: B, Probability: 0.7101969700235703
Sequence599.csv_1: True Class: B, Predicted: B, Probability: 0.9998468049976863
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999991425
Sequence60.csv_1: True Class: B, Predicted: B, Probability: 0.9999918270345238
Sequence600.csv_1: True Class: B, Predicted: B, Probability: 0.9999960332165067
Sequence601.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999998109
Sequence602.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence603.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence604.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.999700979487743
