Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9999997757946995
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9992102977770737
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9999999885474288
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999702442945966
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9999886134848531
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9988597153796477
Sequence554.csv_1: True Class: A, Predicted: A, Probability: 0.999999999766317
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.9834703689228641
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.9983548850467171
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999995905
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9999416757539962
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9999625312575898
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9970730803872122
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.8751023575325908
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.7843040457560831
Sequence562.csv_1: True Class: A, Predicted: B, Probability: 0.8305003406807981
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999955127703382
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999996729878146
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999279409
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.5066554815966966
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.9990145851418698
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9607234821923158
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999572601
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9999999992227163
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9999482044273091
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.8724882056446177
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.9708811397573253
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9996616492976068
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9999998992953553
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.9737702688094612
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9999999719600777
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.9999999592387304
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998723982
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9998601836335135
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9994257055013764
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9999217404146498
Sequence582.csv_1: True Class: B, Predicted: A, Probability: 0.9999999072315513
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9999967648945591
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.9999879899669547
Sequence585.csv_1: True Class: A, Predicted: B, Probability: 0.9140799541828428
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.9998190590798556
Sequence587.csv_1: True Class: B, Predicted: A, Probability: 0.9988849234512028
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.9999567320988857
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.999996834839814
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.999039299832324
Sequence591.csv_1: True Class: A, Predicted: A, Probability: 0.8659087706562241
Sequence592.csv_1: True Class: A, Predicted: B, Probability: 0.8445579462729639
