Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9178423993205035
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9999167685106379
Sequence550.csv_1: True Class: B, Predicted: A, Probability: 0.7941558058265751
Sequence551.csv_1: True Class: A, Predicted: B, Probability: 0.9996021435444484
Sequence552.csv_1: True Class: B, Predicted: A, Probability: 0.9829448367498212
Sequence553.csv_1: True Class: B, Predicted: A, Probability: 0.5074292269438897
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9855377901141036
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.8421842541746148
Sequence556.csv_1: True Class: B, Predicted: A, Probability: 0.9975891957750008
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9995846797122383
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.9776802855155502
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9998541078711838
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.7926269268271383
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.7062853930121118
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.6200371074506013
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9984609393295829
Sequence563.csv_1: True Class: B, Predicted: A, Probability: 0.9789255971472987
Sequence564.csv_1: True Class: B, Predicted: A, Probability: 0.9840413377934865
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.8240024059875066
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.7412977679701496
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.9910342623310648
Sequence568.csv_1: True Class: B, Predicted: B, Probability: 0.8675407776633826
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.533701556470573
Sequence57.csv_1: True Class: B, Predicted: A, Probability: 0.9789646860416698
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.8947869292887259
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9996571776075778
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.9882514407284745
Sequence573.csv_1: True Class: A, Predicted: B, Probability: 0.989128915657906
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9247279882399134
Sequence575.csv_1: True Class: B, Predicted: A, Probability: 0.5138188752880446
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.8269751432326046
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9510906650961127
Sequence578.csv_1: True Class: B, Predicted: A, Probability: 0.757377840141908
Sequence579.csv_1: True Class: B, Predicted: A, Probability: 0.9268596804945313
Sequence58.csv_1: True Class: B, Predicted: A, Probability: 0.7666253729304876
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.9999756933812863
Sequence581.csv_1: True Class: A, Predicted: B, Probability: 0.5621450716266866
Sequence582.csv_1: True Class: B, Predicted: A, Probability: 0.927679644224694
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9664972678679326
Sequence584.csv_1: True Class: B, Predicted: A, Probability: 0.9047250200127455
Sequence585.csv_1: True Class: A, Predicted: B, Probability: 0.9991313336731728
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.999999202431602
Sequence587.csv_1: True Class: B, Predicted: A, Probability: 0.9964847485596648
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.9999956832306557
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.999985099770225
Sequence59.csv_1: True Class: B, Predicted: A, Probability: 0.9761528822408008
Sequence590.csv_1: True Class: B, Predicted: A, Probability: 0.668646024427186
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.9999996030154221
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.9918460541000117
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9952026720681246
Sequence594.csv_1: True Class: B, Predicted: A, Probability: 0.9506423083043908
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.8878434170503268
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.9732652776342227
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9243401925793521
Sequence598.csv_1: True Class: A, Predicted: B, Probability: 0.9872010364496357
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.5953140278051241
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.9999852644919142
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.6525347853634519
Sequence600.csv_1: True Class: B, Predicted: B, Probability: 0.8225127262944443
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.9535646532842724
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9975353155080735
Sequence603.csv_1: True Class: B, Predicted: A, Probability: 0.9987428753035912
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.9989073538343366
Sequence605.csv_1: True Class: B, Predicted: B, Probability: 0.99999228950789
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.9999997986237321
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 0.9897131750802816
Sequence608.csv_1: True Class: B, Predicted: A, Probability: 0.9998580507558265
Sequence609.csv_1: True Class: A, Predicted: A, Probability: 0.9069644506310643
Sequence61.csv_1: True Class: B, Predicted: B, Probability: 0.8504211698022967
Sequence610.csv_1: True Class: A, Predicted: B, Probability: 0.7265911820478999
Sequence611.csv_1: True Class: B, Predicted: A, Probability: 0.5749579629241521
Sequence612.csv_1: True Class: B, Predicted: A, Probability: 0.9983312453823058
Sequence613.csv_1: True Class: A, Predicted: A, Probability: 0.9948962751453294
Sequence614.csv_1: True Class: B, Predicted: A, Probability: 0.9988976137839214
Sequence615.csv_1: True Class: A, Predicted: B, Probability: 0.9177038994568747
Sequence616.csv_1: True Class: B, Predicted: A, Probability: 0.5627781390941801
Sequence617.csv_1: True Class: A, Predicted: A, Probability: 0.9941023621291011
Sequence618.csv_1: True Class: B, Predicted: B, Probability: 0.6376554815534765
Sequence619.csv_1: True Class: B, Predicted: B, Probability: 0.9251434937846634
Sequence62.csv_1: True Class: B, Predicted: A, Probability: 0.6130723356784583
Sequence620.csv_1: True Class: A, Predicted: A, Probability: 0.9331028181810649
Sequence621.csv_1: True Class: A, Predicted: A, Probability: 0.9999904032040643
Sequence622.csv_1: True Class: B, Predicted: A, Probability: 0.9094002283591638
Sequence623.csv_1: True Class: B, Predicted: A, Probability: 0.9999321152206421
Sequence624.csv_1: True Class: B, Predicted: A, Probability: 0.9990425519564368
Sequence625.csv_1: True Class: B, Predicted: A, Probability: 0.9987297711885318
Sequence626.csv_1: True Class: A, Predicted: B, Probability: 0.9997116988572393
Sequence627.csv_1: True Class: A, Predicted: B, Probability: 0.6766998054677437
