Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.5757212352526563
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9943968087299964
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.9046953955157533
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999997659732732
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9999976838606033
Sequence553.csv_1: True Class: B, Predicted: A, Probability: 0.8221282170934309
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.5974408116999707
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.8253240175971409
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.5702295115666416
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9999038997868781
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9765996141526437
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.7914726811247477
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9170635761551791
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.9994072740161152
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9999988951916778
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.8597817628654516
Sequence563.csv_1: True Class: A, Predicted: B, Probability: 0.7998608459889001
Sequence564.csv_1: True Class: A, Predicted: B, Probability: 0.9528044866574508
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.6902055979446975
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.879601833851848
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9999696151753306
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.5888657524651288
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.9730371782552999
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9999976658971592
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9818632929923786
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9007840642383012
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.9999193167674602
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9999999973558384
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9999997792319042
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999995931243825
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9995557033712346
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9994300488422269
Sequence578.csv_1: True Class: B, Predicted: A, Probability: 0.9153152078218696
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9999999049310064
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9686370909237149
Sequence580.csv_1: True Class: A, Predicted: B, Probability: 0.9998687053972724
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9999999875984464
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.81704439545057
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.5341952011444131
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9999139202143312
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999677822
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.6745144612798023
Sequence587.csv_1: True Class: A, Predicted: B, Probability: 0.998715691818864
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999997328
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.9949712080307445
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9999972054008932
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9945258049764045
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.9999976186396704
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9996340028034636
