Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9477110442430949
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9999617153430308
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.8653252689578855
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.9995214347830984
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9987007970367796
Sequence553.csv_1: True Class: A, Predicted: B, Probability: 0.9853755409190522
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9999959524181834
Sequence555.csv_1: True Class: B, Predicted: A, Probability: 0.9999923167329425
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9999897476601348
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.8421495330823104
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.8931976326226561
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 0.7635322569997766
Sequence56.csv_1: True Class: A, Predicted: B, Probability: 0.9999469526468135
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.9999868534467323
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.8158248687929487
Sequence562.csv_1: True Class: A, Predicted: B, Probability: 0.9999976082884349
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999478415645974
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9985550519752371
Sequence565.csv_1: True Class: B, Predicted: A, Probability: 0.9998612482841168
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.5846990892312875
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9999585963997457
Sequence568.csv_1: True Class: B, Predicted: A, Probability: 0.5447903318053472
Sequence569.csv_1: True Class: B, Predicted: A, Probability: 0.9670498526380383
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9987912309072785
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9920866214132501
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9998677636130654
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999629908587133
Sequence573.csv_1: True Class: B, Predicted: A, Probability: 0.9752719682598393
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.8947519738276734
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 0.9995663805985631
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9999990726734005
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.7389467921033995
Sequence578.csv_1: True Class: B, Predicted: A, Probability: 0.986314850584394
Sequence579.csv_1: True Class: B, Predicted: A, Probability: 0.997187335571549
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9995507914929369
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9637233793351211
Sequence581.csv_1: True Class: A, Predicted: B, Probability: 0.876020721378383
Sequence582.csv_1: True Class: B, Predicted: A, Probability: 0.9973690336829376
Sequence583.csv_1: True Class: B, Predicted: B, Probability: 0.997067879547772
Sequence584.csv_1: True Class: B, Predicted: A, Probability: 0.9997701034608838
Sequence585.csv_1: True Class: B, Predicted: B, Probability: 0.9998325016683858
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.9996303063040802
Sequence587.csv_1: True Class: B, Predicted: A, Probability: 0.999999877161983
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.9739680280608294
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9802197927990852
Sequence59.csv_1: True Class: B, Predicted: A, Probability: 0.965886071165729
Sequence590.csv_1: True Class: B, Predicted: A, Probability: 0.6041850592867948
Sequence591.csv_1: True Class: B, Predicted: A, Probability: 0.63673218957824
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9999720513830364
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.7419699007048947
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999996899576868
Sequence595.csv_1: True Class: B, Predicted: A, Probability: 0.9670164617585337
Sequence596.csv_1: True Class: A, Predicted: B, Probability: 0.9999989510654217
Sequence597.csv_1: True Class: B, Predicted: A, Probability: 0.9997310857739119
Sequence598.csv_1: True Class: A, Predicted: B, Probability: 0.9999999089112712
Sequence599.csv_1: True Class: B, Predicted: A, Probability: 0.9999587330957195
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.8677558449079226
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.9900708466471104
Sequence600.csv_1: True Class: A, Predicted: B, Probability: 0.9999846426192391
Sequence601.csv_1: True Class: A, Predicted: B, Probability: 0.9915812182957965
Sequence602.csv_1: True Class: A, Predicted: B, Probability: 0.9814020276636051
Sequence603.csv_1: True Class: A, Predicted: B, Probability: 0.9929717628665408
Sequence604.csv_1: True Class: A, Predicted: B, Probability: 0.8259776223532918
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.9957062812424051
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.9892235243856511
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 0.9991010428095463
Sequence608.csv_1: True Class: B, Predicted: B, Probability: 0.8941160324718049
Sequence609.csv_1: True Class: A, Predicted: B, Probability: 0.9976602657238215
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.8146828554921188
Sequence610.csv_1: True Class: B, Predicted: B, Probability: 0.999949771520065
Sequence611.csv_1: True Class: B, Predicted: B, Probability: 0.9985970303036305
Sequence612.csv_1: True Class: A, Predicted: B, Probability: 0.9997553705247796
Sequence613.csv_1: True Class: B, Predicted: A, Probability: 0.9963762842154847
Sequence614.csv_1: True Class: A, Predicted: B, Probability: 0.9991876519290283
Sequence615.csv_1: True Class: B, Predicted: B, Probability: 0.9982275075206817
Sequence616.csv_1: True Class: B, Predicted: B, Probability: 0.9992603433562751
Sequence617.csv_1: True Class: B, Predicted: B, Probability: 0.999999998537283
Sequence618.csv_1: True Class: A, Predicted: B, Probability: 0.9670556259756792
Sequence619.csv_1: True Class: B, Predicted: B, Probability: 0.7128488445248792
Sequence62.csv_1: True Class: A, Predicted: A, Probability: 0.9962612727040724
Sequence620.csv_1: True Class: B, Predicted: A, Probability: 0.9903624932220135
Sequence621.csv_1: True Class: B, Predicted: B, Probability: 0.9982088447093947
Sequence622.csv_1: True Class: A, Predicted: A, Probability: 0.9998408257789448
Sequence623.csv_1: True Class: A, Predicted: A, Probability: 0.6262576856468279
Sequence624.csv_1: True Class: A, Predicted: B, Probability: 0.9322088845754053
Sequence625.csv_1: True Class: B, Predicted: B, Probability: 0.8475591334085804
Sequence626.csv_1: True Class: B, Predicted: A, Probability: 0.8384714681940385
Sequence627.csv_1: True Class: B, Predicted: B, Probability: 0.865517114698752
Sequence628.csv_1: True Class: A, Predicted: A, Probability: 0.9508908795001345
Sequence629.csv_1: True Class: B, Predicted: B, Probability: 0.6032536533451335
Sequence63.csv_1: True Class: B, Predicted: A, Probability: 0.9668282608534754
Sequence630.csv_1: True Class: B, Predicted: B, Probability: 0.529188222934096
Sequence631.csv_1: True Class: B, Predicted: B, Probability: 0.9838021422357036
Sequence632.csv_1: True Class: A, Predicted: B, Probability: 0.9361128381358184
Sequence633.csv_1: True Class: A, Predicted: A, Probability: 0.9757913823367824
Sequence634.csv_1: True Class: B, Predicted: A, Probability: 0.9949406731364054
Sequence635.csv_1: True Class: B, Predicted: B, Probability: 0.9998272317890526
Sequence636.csv_1: True Class: B, Predicted: B, Probability: 0.8399483124878565
Sequence637.csv_1: True Class: B, Predicted: B, Probability: 0.9980527537052755
Sequence638.csv_1: True Class: A, Predicted: A, Probability: 0.6538052536728614
Sequence639.csv_1: True Class: B, Predicted: A, Probability: 0.9997355982256344
Sequence64.csv_1: True Class: B, Predicted: A, Probability: 0.905155827210168
Sequence640.csv_1: True Class: B, Predicted: A, Probability: 0.9976548314934409
Sequence641.csv_1: True Class: B, Predicted: B, Probability: 0.9966735040783125
Sequence642.csv_1: True Class: A, Predicted: A, Probability: 0.9988148655133416
Sequence643.csv_1: True Class: A, Predicted: B, Probability: 0.7485700957386646
Sequence644.csv_1: True Class: B, Predicted: B, Probability: 0.736843711600674
Sequence645.csv_1: True Class: A, Predicted: A, Probability: 0.9999988769387597
Sequence646.csv_1: True Class: A, Predicted: A, Probability: 0.8800161092520317
Sequence647.csv_1: True Class: A, Predicted: A, Probability: 0.9999999544148443
Sequence648.csv_1: True Class: A, Predicted: B, Probability: 0.998989808300281
Sequence649.csv_1: True Class: B, Predicted: B, Probability: 0.992499508186838
Sequence65.csv_1: True Class: A, Predicted: A, Probability: 0.9503354781536365
Sequence650.csv_1: True Class: B, Predicted: B, Probability: 0.9999806781249708
Sequence651.csv_1: True Class: B, Predicted: A, Probability: 0.6228222918184638
Sequence652.csv_1: True Class: B, Predicted: A, Probability: 0.9999844643256732
