Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9986147800091046
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.6472128881613384
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.9840116172227897
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.8391323476023086
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.9999968275107968
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999998882138131
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9984871750153744
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9998227732577539
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.920694055183101
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.8929662568831701
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.9999162098888232
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9630623302794904
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.716584557324945
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9997560745253918
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.9999182968826272
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.6172699746182198
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9980729444789007
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9983970747197772
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9999969502007964
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9991370838571152
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.6845956503710602
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9994080341226311
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.505369062343685
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9998700340370446
Sequence570.csv_1: True Class: A, Predicted: B, Probability: 0.8221966887364806
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.6372214222507466
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.8385133101825909
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9937725360143367
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.9993719293110171
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999959292946561
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997870321
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9999999508444841
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.8213738585518873
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.9987704712082438
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.9975242450590914
Sequence580.csv_1: True Class: A, Predicted: B, Probability: 0.9987108840656588
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9999894553053732
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.7901407007574484
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.9844359274625765
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.9964170911328757
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.8163014912045748
Sequence586.csv_1: True Class: A, Predicted: B, Probability: 0.9938509924731326
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9092039668589076
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.6816572596453306
Sequence589.csv_1: True Class: A, Predicted: B, Probability: 0.5969315299247565
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9978807411577193
Sequence590.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999816885
Sequence591.csv_1: True Class: A, Predicted: B, Probability: 0.999461512748984
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9999993769471199
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.999922449794714
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.72438180413834
Sequence595.csv_1: True Class: B, Predicted: B, Probability: 0.5039356176971813
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.9997217472714117
Sequence597.csv_1: True Class: A, Predicted: B, Probability: 0.9675727193279198
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9999946015499747
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.9537715715833128
Sequence6.csv_1: True Class: A, Predicted: B, Probability: 0.8426654590931226
Sequence60.csv_1: True Class: A, Predicted: B, Probability: 0.5905997913628882
Sequence600.csv_1: True Class: B, Predicted: A, Probability: 0.998119535046754
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.736701864710004
Sequence602.csv_1: True Class: A, Predicted: B, Probability: 0.9060261640321583
Sequence603.csv_1: True Class: A, Predicted: B, Probability: 0.9999812671042002
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.9547285916958563
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.9999996066178473
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.9413047509975887
Sequence607.csv_1: True Class: A, Predicted: B, Probability: 0.999961940442247
Sequence608.csv_1: True Class: B, Predicted: A, Probability: 0.7753086826475215
Sequence609.csv_1: True Class: A, Predicted: A, Probability: 0.8878219535115726
Sequence61.csv_1: True Class: A, Predicted: B, Probability: 0.9995073947296294
Sequence610.csv_1: True Class: A, Predicted: A, Probability: 0.9995299417200353
Sequence611.csv_1: True Class: A, Predicted: B, Probability: 0.9683523065967135
Sequence612.csv_1: True Class: A, Predicted: B, Probability: 0.9993958674455801
Sequence613.csv_1: True Class: A, Predicted: B, Probability: 0.6822720400465159
Sequence614.csv_1: True Class: A, Predicted: B, Probability: 0.999999753883418
Sequence615.csv_1: True Class: A, Predicted: A, Probability: 0.7328834400789289
Sequence616.csv_1: True Class: A, Predicted: A, Probability: 0.9999988586481162
Sequence617.csv_1: True Class: A, Predicted: A, Probability: 0.6006187514811558
Sequence618.csv_1: True Class: A, Predicted: B, Probability: 0.9999999688872355
Sequence619.csv_1: True Class: A, Predicted: A, Probability: 0.9999999683972789
Sequence62.csv_1: True Class: A, Predicted: B, Probability: 0.9228634219111977
Sequence620.csv_1: True Class: A, Predicted: B, Probability: 0.8813834451734259
Sequence621.csv_1: True Class: A, Predicted: A, Probability: 0.9999999234499125
Sequence622.csv_1: True Class: A, Predicted: A, Probability: 0.9733111853093331
Sequence623.csv_1: True Class: A, Predicted: A, Probability: 0.9876473560436366
Sequence624.csv_1: True Class: A, Predicted: A, Probability: 0.9821722806857228
Sequence625.csv_1: True Class: A, Predicted: A, Probability: 0.9458453149042926
Sequence626.csv_1: True Class: B, Predicted: A, Probability: 0.9823774536047714
Sequence627.csv_1: True Class: A, Predicted: B, Probability: 0.7074244012704468
