Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9988063651123967
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.940783555089235
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.9983201337746045
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.835504941941024
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.99938711640074
Sequence553.csv_1: True Class: B, Predicted: A, Probability: 0.9854598344639468
Sequence554.csv_1: True Class: A, Predicted: B, Probability: 0.985926771020727
Sequence555.csv_1: True Class: B, Predicted: A, Probability: 0.9999998670115002
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.9790190407992128
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.7542389291169588
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.8997280655241878
Sequence559.csv_1: True Class: B, Predicted: A, Probability: 0.9999647269898427
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9955472502166898
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.9709516887252096
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.8988649487879118
Sequence562.csv_1: True Class: B, Predicted: A, Probability: 0.9784430547313634
Sequence563.csv_1: True Class: B, Predicted: A, Probability: 0.8530318824585768
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999634253681622
Sequence565.csv_1: True Class: A, Predicted: B, Probability: 0.999999679483267
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.999998543539443
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.9519999184772845
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9997044356869056
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9999857453670898
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.7687520514096045
Sequence570.csv_1: True Class: B, Predicted: A, Probability: 0.9997312292036828
Sequence571.csv_1: True Class: B, Predicted: A, Probability: 0.5645682038279509
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9591300033023803
Sequence573.csv_1: True Class: B, Predicted: A, Probability: 0.9999540544759977
Sequence574.csv_1: True Class: B, Predicted: A, Probability: 0.9998560538615956
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999947265092073
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.7425059305338397
Sequence577.csv_1: True Class: B, Predicted: A, Probability: 0.7316336135578969
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.9999941215171955
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.7188309282303802
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.899801930820271
Sequence580.csv_1: True Class: B, Predicted: A, Probability: 0.9988772362316295
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9998334594202832
Sequence582.csv_1: True Class: B, Predicted: B, Probability: 0.9998948853844013
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.9999747143071159
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9999885003494962
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.8768860259159466
