Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9999999772943279
Sequence55.csv_1: True Class: B, Predicted: A, Probability: 0.9902505354340947
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.9999965423877303
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.9999999996484485
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.9999999984802725
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999923431
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.965520277280156
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.9999991921415168
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.9999999971722727
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9999999987017215
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.9999999995079
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9999998702431714
Sequence56.csv_1: True Class: B, Predicted: A, Probability: 0.9998256282108784
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.999984472166536
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9999988056890863
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9980315816202847
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.9999999995796052
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9991650025995855
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9876219430758829
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.9936984926653191
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9990524711312124
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9974631461523744
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 0.9991258389275035
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 0.9999999914759229
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.999954548019394
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999858254776125
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999999925559852
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.9999998901558106
Sequence574.csv_1: True Class: B, Predicted: A, Probability: 0.9999999992322075
Sequence575.csv_1: True Class: B, Predicted: A, Probability: 0.6563809885923015
Sequence576.csv_1: True Class: B, Predicted: A, Probability: 0.9020748034275214
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9999848626275656
