Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9386662696110565
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999971
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.98835310181985
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999999975150231
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999473204
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9567454389015029
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9769313887390506
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999499
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9999999405715032
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9999999969166716
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9489118583886215
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.9995235241042641
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9996869982302234
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9999999867518196
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999683572093468
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9963812379263987
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9999993878927387
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.6993095852985524
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.9999890874329183
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9999551181284511
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999996405
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence570.csv_1: True Class: A, Predicted: B, Probability: 0.9606624698284582
Sequence571.csv_1: True Class: A, Predicted: B, Probability: 0.9967347683570839
Sequence572.csv_1: True Class: B, Predicted: B, Probability: 0.9999999729762657
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9999970275870373
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999999747203019
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.6880729397235391
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999918
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9999999642142273
