Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9848371395176383
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.6386254590398254
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9958727371437426
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999636533688979
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9980115478378863
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.9999009907587163
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.6593116138248029
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.9778878543464931
Sequence556.csv_1: True Class: B, Predicted: A, Probability: 0.6426576512591722
Sequence557.csv_1: True Class: B, Predicted: A, Probability: 0.9930549180446239
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9874500538513515
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.512498094179531
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9990109332060776
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.6723746637493351
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.986719850427592
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.5360483537766199
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.99114368777739
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9099700489310135
Sequence565.csv_1: True Class: A, Predicted: B, Probability: 0.9225785047291872
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.9654608488333252
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.7576760172312678
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9998622568876703
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9305437669236969
Sequence57.csv_1: True Class: A, Predicted: B, Probability: 0.9869753632847084
Sequence570.csv_1: True Class: A, Predicted: B, Probability: 0.6453970359025412
Sequence571.csv_1: True Class: A, Predicted: B, Probability: 0.9339203338855361
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9995227374677227
Sequence573.csv_1: True Class: A, Predicted: B, Probability: 0.9809970234332889
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.9157005895529043
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.902550600744396
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9999998274002907
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9999702853566134
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9754282799734061
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.7621563085432405
Sequence58.csv_1: True Class: B, Predicted: A, Probability: 0.7697251638134415
Sequence580.csv_1: True Class: A, Predicted: B, Probability: 0.9990605658080434
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9999741674824313
Sequence582.csv_1: True Class: A, Predicted: B, Probability: 0.9999447481641199
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9984263257888791
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9654678453176472
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.811227939926696
Sequence586.csv_1: True Class: A, Predicted: B, Probability: 0.9280403069898896
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.989104316260398
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.9792348658217129
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.995191549551062
Sequence59.csv_1: True Class: B, Predicted: A, Probability: 0.9316087329268673
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9998912322520012
Sequence591.csv_1: True Class: A, Predicted: A, Probability: 0.9980428527694154
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9765741049195958
Sequence593.csv_1: True Class: A, Predicted: B, Probability: 0.9998828412152454
Sequence594.csv_1: True Class: B, Predicted: B, Probability: 0.9998548102061444
Sequence595.csv_1: True Class: A, Predicted: B, Probability: 0.9513246667289049
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.9981696698280574
Sequence597.csv_1: True Class: B, Predicted: A, Probability: 0.9995069418730107
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9999303642922676
Sequence599.csv_1: True Class: A, Predicted: B, Probability: 0.5117421725813638
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.994884420992833
Sequence60.csv_1: True Class: B, Predicted: B, Probability: 0.7483097174179572
Sequence600.csv_1: True Class: B, Predicted: A, Probability: 0.8583924760682492
Sequence601.csv_1: True Class: B, Predicted: A, Probability: 0.5129775153896031
Sequence602.csv_1: True Class: B, Predicted: A, Probability: 0.7076747650181857
Sequence603.csv_1: True Class: A, Predicted: B, Probability: 0.7919719617331908
Sequence604.csv_1: True Class: B, Predicted: B, Probability: 0.7183873018191883
Sequence605.csv_1: True Class: B, Predicted: A, Probability: 0.8017669691188367
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.5153916869718266
Sequence607.csv_1: True Class: A, Predicted: B, Probability: 0.99915200079812
Sequence608.csv_1: True Class: A, Predicted: B, Probability: 0.6230290156236319
