Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9852530917970442
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.702773044373168
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.9798495114416192
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.986427142065658
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9354270178084132
Sequence553.csv_1: True Class: B, Predicted: A, Probability: 0.9977541407985651
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.985617530137757
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.7623041260106482
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.9271449642766898
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.9441637257003576
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.9692830071111558
Sequence559.csv_1: True Class: B, Predicted: A, Probability: 0.8650994583625414
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.8534218801514237
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9924536225429663
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.6481029369008731
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.931020803366372
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.7944209099431279
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.8119811414073196
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9995864561895261
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.5988887859622792
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9999178054975739
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.5246399399018197
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.7913350441880838
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.5342682876259585
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9526523682057213
Sequence571.csv_1: True Class: B, Predicted: A, Probability: 0.9988572098674044
Sequence572.csv_1: True Class: B, Predicted: B, Probability: 0.9914642343348591
Sequence573.csv_1: True Class: B, Predicted: A, Probability: 0.9582522252723259
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9378570015601472
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 0.5353817856421812
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.9939399088153782
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.6764633343391458
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.8656560025686061
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9990000237312792
Sequence58.csv_1: True Class: A, Predicted: B, Probability: 0.9063676307200232
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.9105484048054276
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.9966950638427362
Sequence582.csv_1: True Class: B, Predicted: B, Probability: 0.8518843834848178
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.6978137096670158
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.995774407143039
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.9999957969043304
