Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9991916195253687
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.5959831879155539
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.9717690604790811
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9125287005677086
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.9999950403990681
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999999208091079
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9968726689079658
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9998696368625396
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.8865291942042826
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.8343419556621222
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.999933705459449
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9782786957097056
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.7380571370179514
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9998895449200205
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.9999552163225846
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.6917331504225072
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9988702762392653
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9981321139035115
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9999957208482261
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9958324649661582
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.6423295249349835
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9990958446696404
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.6636022369925499
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9999366884350349
Sequence570.csv_1: True Class: A, Predicted: B, Probability: 0.7121488977320595
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.7504365053853854
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.5082084774519492
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9971857499104924
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.9992266242244636
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999595474943453
