Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.999999169970942
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9999964508946768
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9996580397669292
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999675
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9999999928609201
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.999999922362384
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9999798562324146
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.9999999940076922
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9998606034554806
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999998034
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9631268003422426
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9999999976177376
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9987902279998632
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.9999999988225388
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9999976152704998
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.999999990845599
Sequence564.csv_1: True Class: A, Predicted: B, Probability: 0.8894478677892147
Sequence565.csv_1: True Class: A, Predicted: B, Probability: 0.9962425871116659
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.9999699695677914
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.9999998997071603
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.8656185326819215
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999268
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9991068081743913
Sequence571.csv_1: True Class: A, Predicted: B, Probability: 0.9146278599677051
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 1.0
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999900161
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999561
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.8944861797753334
Sequence578.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999996
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9999813896303522
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9999999248859427
Sequence580.csv_1: True Class: A, Predicted: B, Probability: 0.9899487579778069
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence582.csv_1: True Class: A, Predicted: B, Probability: 0.9984924509585471
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999939985
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999855
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999994
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999998581
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9999996633227365
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.9999847075056597
Sequence592.csv_1: True Class: A, Predicted: B, Probability: 0.9995565391812753
Sequence593.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999999403704851
Sequence595.csv_1: True Class: B, Predicted: B, Probability: 0.8152864274344402
Sequence596.csv_1: True Class: A, Predicted: B, Probability: 0.9883199676161956
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9999999968877764
Sequence598.csv_1: True Class: A, Predicted: B, Probability: 0.9490033728656482
Sequence599.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999995657
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.9990757206987031
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.9993527790250243
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.9983426936236863
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.998142453426765
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999996171
Sequence603.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997343667
Sequence604.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence605.csv_1: True Class: B, Predicted: A, Probability: 0.9999432607915755
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence607.csv_1: True Class: B, Predicted: B, Probability: 0.999999951362806
Sequence608.csv_1: True Class: A, Predicted: A, Probability: 0.9999990552943325
