Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9987741508098024
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.9999909090110439
Sequence550.csv_1: True Class: B, Predicted: A, Probability: 0.997110827485932
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.9999999890303218
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.8654144436709341
Sequence553.csv_1: True Class: A, Predicted: B, Probability: 0.7142731521756371
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.9783276894701697
Sequence555.csv_1: True Class: B, Predicted: A, Probability: 0.5343511805769149
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.999812777960668
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9999834994803797
Sequence558.csv_1: True Class: A, Predicted: B, Probability: 0.874540771669219
Sequence559.csv_1: True Class: B, Predicted: A, Probability: 0.9850171629950382
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9829527720164523
Sequence560.csv_1: True Class: B, Predicted: B, Probability: 0.9949294581230455
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.9392603221249655
Sequence562.csv_1: True Class: B, Predicted: A, Probability: 0.9696568205406519
Sequence563.csv_1: True Class: B, Predicted: A, Probability: 0.9988673822723098
Sequence564.csv_1: True Class: A, Predicted: B, Probability: 0.9683698157374759
Sequence565.csv_1: True Class: A, Predicted: B, Probability: 0.9890304749826677
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.9995657040904522
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.5672611821637127
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9998607696651656
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.8472944445247997
Sequence57.csv_1: True Class: A, Predicted: B, Probability: 0.9977979253089524
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.8219343740034125
Sequence571.csv_1: True Class: B, Predicted: B, Probability: 0.9975457646323014
Sequence572.csv_1: True Class: B, Predicted: A, Probability: 0.9986100302176749
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9999999285333376
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 0.9996655452544853
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9668140680435664
Sequence576.csv_1: True Class: B, Predicted: A, Probability: 0.7465495670062692
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.9999999388541451
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.5278785204903308
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.8651229480384156
Sequence58.csv_1: True Class: A, Predicted: B, Probability: 0.9995705015235193
Sequence580.csv_1: True Class: A, Predicted: B, Probability: 0.9999717524634031
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.9787156942832346
Sequence582.csv_1: True Class: B, Predicted: A, Probability: 0.999986052106448
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.9980595878200151
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9321587691337411
Sequence585.csv_1: True Class: A, Predicted: B, Probability: 0.9822942118686327
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.9940408741195366
Sequence587.csv_1: True Class: A, Predicted: B, Probability: 0.9999335097476846
