Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.6083635261583362
Sequence55.csv_1: True Class: B, Predicted: B, Probability: 0.999997473220357
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.9999821746727039
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.9999497846114154
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.999407760219468
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.9999978027839419
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9992305234124864
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.9999998429458185
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence557.csv_1: True Class: B, Predicted: A, Probability: 0.9999912123480134
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.9999642226630963
Sequence559.csv_1: True Class: B, Predicted: A, Probability: 0.8581676057162118
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.9993660030516456
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.9449223426585862
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.9999999953531655
Sequence562.csv_1: True Class: B, Predicted: A, Probability: 0.9788411458108449
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.9999287383086921
Sequence564.csv_1: True Class: A, Predicted: B, Probability: 0.999999994489185
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9999996891012819
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999953
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9910670518821681
Sequence568.csv_1: True Class: B, Predicted: B, Probability: 0.999690436249345
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 0.9999958521609844
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 0.9999952516407612
Sequence570.csv_1: True Class: B, Predicted: A, Probability: 0.8045144315685508
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999598
Sequence572.csv_1: True Class: B, Predicted: B, Probability: 0.9999092266321843
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.9999994700668254
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 0.9999999969029267
Sequence575.csv_1: True Class: B, Predicted: A, Probability: 0.9997067449810054
Sequence576.csv_1: True Class: B, Predicted: A, Probability: 0.9999458100131786
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9999999863580079
Sequence578.csv_1: True Class: B, Predicted: B, Probability: 0.9999907430376661
Sequence579.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999963679
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.9999999998615311
Sequence580.csv_1: True Class: B, Predicted: A, Probability: 0.5630446475009491
Sequence581.csv_1: True Class: B, Predicted: B, Probability: 0.9999999156289551
Sequence582.csv_1: True Class: B, Predicted: B, Probability: 0.9991316664693728
Sequence583.csv_1: True Class: B, Predicted: B, Probability: 0.7734889986533494
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.5153449984210284
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.9762149890606403
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.9998739935957754
Sequence587.csv_1: True Class: B, Predicted: B, Probability: 0.9999999917691595
Sequence588.csv_1: True Class: B, Predicted: B, Probability: 0.9736906101466141
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.9999999994599038
Sequence59.csv_1: True Class: A, Predicted: B, Probability: 0.9811077845569426
Sequence590.csv_1: True Class: B, Predicted: B, Probability: 0.8296892703584745
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.9944947987717669
