Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9999988378660127
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.8639933982254671
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.8657579530262901
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.9999638394903954
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.928603108563774
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999706385451838
Sequence554.csv_1: True Class: A, Predicted: B, Probability: 0.9999999997944932
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9995664119021955
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.9200883283430931
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.9991347977673365
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.9846304880714704
Sequence559.csv_1: True Class: A, Predicted: B, Probability: 0.999950540205589
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.7371825649454581
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9999999972785303
Sequence561.csv_1: True Class: A, Predicted: B, Probability: 0.9906249842573573
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.6816886235312611
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999971148236383
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9717126595386046
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9715778679896553
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.999454325993372
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.9999996054731293
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9985351568684453
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.9999162992298551
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.7265401596147636
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9999532729702075
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999908808277067
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.9993908690085194
Sequence573.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999945172
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.9887002436630944
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999566522673135
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.9594687968508145
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.6789162076201163
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.983935730430972
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.9981522075446102
Sequence58.csv_1: True Class: A, Predicted: B, Probability: 0.828459925850532
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9999978686060416
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997869123
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.999997713831835
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9984067866554819
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9681911909195662
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.998589554924043
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.9999976094401531
Sequence587.csv_1: True Class: A, Predicted: B, Probability: 0.9987814612692805
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 0.9732810288516511
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.7807524082528001
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.7452040082001764
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9331361413602737
Sequence591.csv_1: True Class: A, Predicted: A, Probability: 0.9935167982293909
Sequence592.csv_1: True Class: B, Predicted: A, Probability: 0.9999994552098582
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9999999986119699
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999212160922153
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.983001331596629
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.9979015729333833
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9999999930967517
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9999706892477372
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.9592352932293923
Sequence6.csv_1: True Class: A, Predicted: B, Probability: 0.9999999619044909
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.9928726946073774
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.9647900104622309
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.5853048527759946
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9907621482481087
Sequence603.csv_1: True Class: A, Predicted: A, Probability: 0.9999989634962356
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.9999969513524363
Sequence605.csv_1: True Class: B, Predicted: A, Probability: 0.9999978753030719
Sequence606.csv_1: True Class: A, Predicted: B, Probability: 0.7786382998034517
Sequence607.csv_1: True Class: A, Predicted: B, Probability: 0.9999999927800579
Sequence608.csv_1: True Class: B, Predicted: A, Probability: 0.9999999797491145
Sequence609.csv_1: True Class: A, Predicted: B, Probability: 0.996688179094598
Sequence61.csv_1: True Class: A, Predicted: B, Probability: 0.6582260923524406
Sequence610.csv_1: True Class: A, Predicted: A, Probability: 0.9975957686406853
Sequence611.csv_1: True Class: A, Predicted: B, Probability: 0.9999999994777433
Sequence612.csv_1: True Class: A, Predicted: B, Probability: 0.9970329523640078
Sequence613.csv_1: True Class: A, Predicted: A, Probability: 0.9999855856649899
Sequence614.csv_1: True Class: A, Predicted: B, Probability: 0.9999999088356931
Sequence615.csv_1: True Class: A, Predicted: A, Probability: 0.9998770054128907
Sequence616.csv_1: True Class: A, Predicted: A, Probability: 0.514905055545841
Sequence617.csv_1: True Class: B, Predicted: A, Probability: 0.9999998731152526
Sequence618.csv_1: True Class: A, Predicted: A, Probability: 0.9996763500006781
Sequence619.csv_1: True Class: A, Predicted: B, Probability: 0.9993517552505653
Sequence62.csv_1: True Class: A, Predicted: A, Probability: 0.9222464902821617
Sequence620.csv_1: True Class: A, Predicted: A, Probability: 0.9970857761606389
Sequence621.csv_1: True Class: B, Predicted: A, Probability: 0.9999923821461862
Sequence622.csv_1: True Class: B, Predicted: A, Probability: 0.9999999696422968
Sequence623.csv_1: True Class: A, Predicted: B, Probability: 0.9997812892253871
Sequence624.csv_1: True Class: A, Predicted: A, Probability: 0.9610008524779091
Sequence625.csv_1: True Class: A, Predicted: A, Probability: 0.996232055082508
Sequence626.csv_1: True Class: A, Predicted: A, Probability: 0.9506920154849132
Sequence627.csv_1: True Class: B, Predicted: A, Probability: 0.817849683137253
Sequence628.csv_1: True Class: A, Predicted: A, Probability: 0.9999687674961995
Sequence629.csv_1: True Class: A, Predicted: A, Probability: 0.9946754370287066
Sequence63.csv_1: True Class: A, Predicted: B, Probability: 0.8819955743761049
Sequence630.csv_1: True Class: A, Predicted: A, Probability: 0.9999900302374995
Sequence631.csv_1: True Class: A, Predicted: B, Probability: 0.9999534415937059
Sequence632.csv_1: True Class: A, Predicted: A, Probability: 0.9418373199706106
Sequence633.csv_1: True Class: A, Predicted: A, Probability: 0.9999710500584961
