Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9999988608352826
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.8637448791705676
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.8636020501239983
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.9999639867306868
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.92980696956252
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999706269171919
Sequence554.csv_1: True Class: A, Predicted: B, Probability: 0.9999999997945178
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9995633826577934
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.9208822169386731
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.9991409187914769
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.9843680477640719
Sequence559.csv_1: True Class: A, Predicted: B, Probability: 0.9999507945217952
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.7369682842534976
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9999999972807767
Sequence561.csv_1: True Class: A, Predicted: B, Probability: 0.9907641376884728
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.6819279333440276
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.999997129938362
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.971580920938325
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9717733517379449
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9994537257344566
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.9999996073552295
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9985569860096889
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.9999156841506697
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.7303356617165918
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9999542125017311
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999908819191199
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.9993798938110031
Sequence573.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999944842
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.9884761705679554
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999567838227945
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.9594413307556555
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.6803791120776516
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.9842984502745828
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.9981387400676992
Sequence58.csv_1: True Class: A, Predicted: B, Probability: 0.8294778637168653
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9999979236487164
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997855742
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9999977442116027
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9984079086306165
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9685930898720032
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9985868329908361
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.9999976521388638
Sequence587.csv_1: True Class: A, Predicted: B, Probability: 0.9987592637185257
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 0.9737872093868574
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.7805630219636964
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.7436435816346615
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9335207403844321
Sequence591.csv_1: True Class: A, Predicted: A, Probability: 0.9936194684559521
Sequence592.csv_1: True Class: B, Predicted: A, Probability: 0.9999994621179156
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9999999986288368
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999221031304245
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.983100877981336
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.997918232671531
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9999999932062945
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.999970515416557
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.9593104410153958
Sequence6.csv_1: True Class: A, Predicted: B, Probability: 0.9999999619044909
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.9928726946073774
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.9641702843856885
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.5879507359029909
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9907638718012695
Sequence603.csv_1: True Class: A, Predicted: A, Probability: 0.9999989831239033
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.9999969692788885
Sequence605.csv_1: True Class: B, Predicted: A, Probability: 0.9999978601561411
Sequence606.csv_1: True Class: A, Predicted: B, Probability: 0.7793403429264811
Sequence607.csv_1: True Class: A, Predicted: B, Probability: 0.9999999926407619
Sequence608.csv_1: True Class: B, Predicted: A, Probability: 0.9999999797452985
Sequence609.csv_1: True Class: A, Predicted: B, Probability: 0.9966911985201454
Sequence61.csv_1: True Class: A, Predicted: B, Probability: 0.6537444755109071
Sequence610.csv_1: True Class: A, Predicted: A, Probability: 0.9975931273483899
Sequence611.csv_1: True Class: A, Predicted: B, Probability: 0.9999999994746669
Sequence612.csv_1: True Class: A, Predicted: B, Probability: 0.9970182232300584
Sequence613.csv_1: True Class: A, Predicted: A, Probability: 0.9999858009346073
Sequence614.csv_1: True Class: A, Predicted: B, Probability: 0.9999999072896085
Sequence615.csv_1: True Class: A, Predicted: A, Probability: 0.9998783598391886
Sequence616.csv_1: True Class: A, Predicted: A, Probability: 0.5131238705807442
Sequence617.csv_1: True Class: B, Predicted: A, Probability: 0.9999998736978905
Sequence618.csv_1: True Class: A, Predicted: A, Probability: 0.9996759885228423
Sequence619.csv_1: True Class: A, Predicted: B, Probability: 0.9993478703727994
Sequence62.csv_1: True Class: A, Predicted: A, Probability: 0.9227488326668164
Sequence620.csv_1: True Class: A, Predicted: A, Probability: 0.9971205891454529
Sequence621.csv_1: True Class: B, Predicted: A, Probability: 0.9999924579260671
Sequence622.csv_1: True Class: B, Predicted: A, Probability: 0.9999999696636988
Sequence623.csv_1: True Class: A, Predicted: B, Probability: 0.9997812892253871
Sequence624.csv_1: True Class: A, Predicted: A, Probability: 0.9614160367654953
Sequence625.csv_1: True Class: A, Predicted: A, Probability: 0.9962325069250887
Sequence626.csv_1: True Class: A, Predicted: A, Probability: 0.94959312132656
Sequence627.csv_1: True Class: B, Predicted: A, Probability: 0.817423963466447
Sequence628.csv_1: True Class: A, Predicted: A, Probability: 0.9999681910413661
Sequence629.csv_1: True Class: A, Predicted: A, Probability: 0.9946443502274815
Sequence63.csv_1: True Class: A, Predicted: B, Probability: 0.8812506146712877
Sequence630.csv_1: True Class: A, Predicted: A, Probability: 0.9999902669842263
Sequence631.csv_1: True Class: A, Predicted: B, Probability: 0.9999528710664067
Sequence632.csv_1: True Class: A, Predicted: A, Probability: 0.9418759514218462
Sequence633.csv_1: True Class: A, Predicted: A, Probability: 0.999970727740967
Sequence634.csv_1: True Class: A, Predicted: B, Probability: 0.9996663659105406
Sequence635.csv_1: True Class: A, Predicted: B, Probability: 0.6739806312799375
Sequence636.csv_1: True Class: A, Predicted: A, Probability: 0.9999191723094606
Sequence637.csv_1: True Class: A, Predicted: A, Probability: 0.9924598563274922
Sequence638.csv_1: True Class: B, Predicted: A, Probability: 0.999996693608199
Sequence639.csv_1: True Class: A, Predicted: B, Probability: 0.9981376934777282
Sequence64.csv_1: True Class: A, Predicted: B, Probability: 0.9968098129133319
Sequence640.csv_1: True Class: A, Predicted: A, Probability: 0.7954422487521523
Sequence641.csv_1: True Class: A, Predicted: A, Probability: 0.9999999150552389
Sequence642.csv_1: True Class: A, Predicted: A, Probability: 0.9709933523091777
Sequence643.csv_1: True Class: A, Predicted: B, Probability: 0.9925672506117941
Sequence644.csv_1: True Class: A, Predicted: A, Probability: 0.9999999968654638
Sequence645.csv_1: True Class: A, Predicted: B, Probability: 0.9389268740382332
Sequence646.csv_1: True Class: A, Predicted: B, Probability: 0.9984282020746854
Sequence647.csv_1: True Class: A, Predicted: A, Probability: 0.9999866917310319
Sequence648.csv_1: True Class: A, Predicted: A, Probability: 0.9999935219204551
Sequence649.csv_1: True Class: A, Predicted: B, Probability: 0.9999648740338103
Sequence65.csv_1: True Class: B, Predicted: B, Probability: 0.9059588580303657
Sequence650.csv_1: True Class: A, Predicted: A, Probability: 0.9999995958692101
Sequence651.csv_1: True Class: A, Predicted: A, Probability: 0.9999999866883803
Sequence652.csv_1: True Class: A, Predicted: B, Probability: 0.5136252600572748
Sequence653.csv_1: True Class: A, Predicted: A, Probability: 0.9568015474856204
Sequence654.csv_1: True Class: A, Predicted: A, Probability: 0.9997147376714833
Sequence655.csv_1: True Class: A, Predicted: A, Probability: 0.9998609849618003
Sequence656.csv_1: True Class: A, Predicted: A, Probability: 0.9999998636242083
Sequence657.csv_1: True Class: A, Predicted: B, Probability: 0.6017819068206471
Sequence658.csv_1: True Class: A, Predicted: A, Probability: 0.8388352992345912
Sequence659.csv_1: True Class: A, Predicted: B, Probability: 0.7024743817826556
Sequence66.csv_1: True Class: A, Predicted: A, Probability: 0.9999999176336983
Sequence660.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999938975
Sequence661.csv_1: True Class: A, Predicted: A, Probability: 0.9999075666048969
Sequence662.csv_1: True Class: A, Predicted: B, Probability: 0.9613874693087541
Sequence663.csv_1: True Class: A, Predicted: B, Probability: 0.9981255355446164
Sequence664.csv_1: True Class: A, Predicted: B, Probability: 0.9189280999005133
Sequence665.csv_1: True Class: A, Predicted: A, Probability: 0.9999986383725789
Sequence666.csv_1: True Class: A, Predicted: B, Probability: 0.6131499237283531
Sequence667.csv_1: True Class: A, Predicted: B, Probability: 0.8498613232822285
Sequence668.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999959486
Sequence669.csv_1: True Class: A, Predicted: A, Probability: 0.999999807114547
Sequence67.csv_1: True Class: A, Predicted: B, Probability: 0.9997659705737643
Sequence670.csv_1: True Class: A, Predicted: A, Probability: 0.999999993855835
Sequence671.csv_1: True Class: A, Predicted: A, Probability: 0.9999999418294978
Sequence672.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence673.csv_1: True Class: A, Predicted: B, Probability: 0.9999987331697584
Sequence674.csv_1: True Class: B, Predicted: A, Probability: 0.9999606636752404
Sequence675.csv_1: True Class: A, Predicted: A, Probability: 0.810518697221182
Sequence676.csv_1: True Class: A, Predicted: A, Probability: 0.9997937508855624
Sequence677.csv_1: True Class: A, Predicted: B, Probability: 0.9930958236335294
Sequence678.csv_1: True Class: A, Predicted: A, Probability: 0.9999999995695423
Sequence679.csv_1: True Class: A, Predicted: A, Probability: 0.9999556429062143
Sequence68.csv_1: True Class: A, Predicted: A, Probability: 0.9960744293467229
Sequence680.csv_1: True Class: A, Predicted: B, Probability: 0.8497113554538027
Sequence681.csv_1: True Class: A, Predicted: A, Probability: 0.9999999367921568
Sequence682.csv_1: True Class: A, Predicted: A, Probability: 0.9993516483386167
Sequence683.csv_1: True Class: A, Predicted: B, Probability: 0.9996604317884912
Sequence684.csv_1: True Class: B, Predicted: A, Probability: 0.9992005489067532
Sequence685.csv_1: True Class: A, Predicted: B, Probability: 0.9996420794975724
Sequence686.csv_1: True Class: A, Predicted: A, Probability: 0.6455316393096362
Sequence687.csv_1: True Class: A, Predicted: B, Probability: 0.8799832059193387
Sequence688.csv_1: True Class: A, Predicted: B, Probability: 0.9999953581514381
Sequence689.csv_1: True Class: B, Predicted: A, Probability: 0.9999999709295868
Sequence69.csv_1: True Class: A, Predicted: B, Probability: 0.9961647889627334
Sequence690.csv_1: True Class: A, Predicted: A, Probability: 0.999999996796401
Sequence691.csv_1: True Class: A, Predicted: A, Probability: 0.997963676977563
Sequence692.csv_1: True Class: A, Predicted: A, Probability: 0.8463065312141081
Sequence693.csv_1: True Class: A, Predicted: A, Probability: 0.9999946798042437
Sequence694.csv_1: True Class: A, Predicted: A, Probability: 0.9996655846013621
Sequence695.csv_1: True Class: A, Predicted: B, Probability: 0.9685319751957967
Sequence696.csv_1: True Class: A, Predicted: A, Probability: 0.9375576306360046
Sequence697.csv_1: True Class: A, Predicted: A, Probability: 0.9917033537571902
Sequence698.csv_1: True Class: A, Predicted: A, Probability: 0.7916600746230261
Sequence699.csv_1: True Class: A, Predicted: A, Probability: 0.9932003708793095
Sequence7.csv_1: True Class: A, Predicted: B, Probability: 0.7219684839290628
Sequence70.csv_1: True Class: A, Predicted: B, Probability: 0.6613779310642296
Sequence700.csv_1: True Class: A, Predicted: A, Probability: 0.9999999995973293
Sequence701.csv_1: True Class: A, Predicted: A, Probability: 0.9333392801095138
Sequence702.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997973295
Sequence703.csv_1: True Class: A, Predicted: B, Probability: 0.9882080552934716
Sequence704.csv_1: True Class: A, Predicted: B, Probability: 0.9946459657023216
Sequence705.csv_1: True Class: A, Predicted: A, Probability: 0.9999999988274058
Sequence706.csv_1: True Class: A, Predicted: A, Probability: 0.9994068400145101
Sequence707.csv_1: True Class: A, Predicted: A, Probability: 0.999763037465559
Sequence708.csv_1: True Class: A, Predicted: A, Probability: 0.999999334360581
Sequence709.csv_1: True Class: A, Predicted: B, Probability: 0.9999780727448865
Sequence71.csv_1: True Class: A, Predicted: A, Probability: 0.998665318276115
Sequence710.csv_1: True Class: A, Predicted: A, Probability: 0.9841264157243018
Sequence711.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999970351
Sequence712.csv_1: True Class: A, Predicted: A, Probability: 0.998115154243962
Sequence713.csv_1: True Class: A, Predicted: A, Probability: 0.9999838991097942
Sequence714.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999997857
Sequence715.csv_1: True Class: A, Predicted: A, Probability: 0.9999999940391134
Sequence716.csv_1: True Class: A, Predicted: A, Probability: 0.9999586878172294
Sequence717.csv_1: True Class: A, Predicted: A, Probability: 0.9996082384817102
Sequence718.csv_1: True Class: A, Predicted: A, Probability: 0.9999999957429384
Sequence719.csv_1: True Class: B, Predicted: A, Probability: 0.9999999947555511
Sequence72.csv_1: True Class: A, Predicted: B, Probability: 0.9176829501733161
Sequence720.csv_1: True Class: A, Predicted: B, Probability: 0.9839154628872716
Sequence721.csv_1: True Class: A, Predicted: A, Probability: 0.8102360976527726
Sequence722.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999885766
Sequence723.csv_1: True Class: A, Predicted: A, Probability: 0.9188035968856626
Sequence724.csv_1: True Class: A, Predicted: A, Probability: 0.9840409038533442
Sequence725.csv_1: True Class: A, Predicted: A, Probability: 0.9997751100173285
Sequence726.csv_1: True Class: A, Predicted: A, Probability: 0.9657773258096026
Sequence727.csv_1: True Class: A, Predicted: B, Probability: 0.9904329096159714
Sequence728.csv_1: True Class: A, Predicted: A, Probability: 0.9999965653365643
Sequence729.csv_1: True Class: A, Predicted: A, Probability: 0.8823726325035895
Sequence73.csv_1: True Class: B, Predicted: A, Probability: 0.9997218155123668
Sequence730.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999996815
