Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.9999999970156969
Sequence55.csv_1: True Class: B, Predicted: B, Probability: 0.999999958134521
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999745809
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9999999996975194
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.9999999978313575
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9982635831445524
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.9702395646068365
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.9999999940952288
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9999999885994174
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.999999998870917
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 0.9857447012358554
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.999999999999787
Sequence560.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999992484
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.9999985760756078
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.999999999999998
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.9978637991897591
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.6137550407599011
Sequence565.csv_1: True Class: B, Predicted: A, Probability: 0.9903217800571489
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999692192
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.9957754602925497
Sequence568.csv_1: True Class: B, Predicted: B, Probability: 0.9879222749108624
Sequence569.csv_1: True Class: B, Predicted: A, Probability: 0.9351531207503606
Sequence57.csv_1: True Class: B, Predicted: A, Probability: 0.9999999998878365
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9999999990357681
Sequence571.csv_1: True Class: B, Predicted: B, Probability: 0.999999999819057
Sequence572.csv_1: True Class: B, Predicted: A, Probability: 0.9962225330139493
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.999940233564787
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 0.9492843045129478
