Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9987874920157892
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.999856222889251
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9793720347823773
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999899784078237
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.995465652938491
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999992483
Sequence554.csv_1: True Class: A, Predicted: B, Probability: 0.9999956865790106
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9971029024922837
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9997140461800178
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.9745383662152681
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.999999999951167
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9999975997856043
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999993
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.999999999994
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998937256
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999347
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999999993497114
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999999670203796
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9999993977247991
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.6422653586051889
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999442184
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9996866272672162
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999911
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.99999999438965
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.999560002367926
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9311185488751949
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9999977108593588
Sequence574.csv_1: True Class: B, Predicted: A, Probability: 0.9999974220906376
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9421584548880498
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.9945400437117624
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9999999847303344
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.999899804207966
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.9999313864334778
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9997205546561969
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9999999906985795
Sequence581.csv_1: True Class: A, Predicted: B, Probability: 0.9999997408197503
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9999995546128224
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9999999994489056
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9847577973423122
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999994
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.999999911862729
Sequence587.csv_1: True Class: A, Predicted: B, Probability: 0.9999999526868072
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.9841075659608172
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999942493
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9999999934343883
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998999
Sequence591.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997020387
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9959896455704177
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.999999994976308
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.999999965850684
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.9999998381287935
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.999999999965358
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999994948
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9999999165079797
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.9999997127647023
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.876842153196242
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.6908628516257471
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.9999999720991832
Sequence601.csv_1: True Class: A, Predicted: B, Probability: 0.9935546711112165
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9999942589578225
Sequence603.csv_1: True Class: A, Predicted: A, Probability: 0.999961239509342
