Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9849752843796481
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.6403220649687861
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9958889488671888
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.999964068454327
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9980032431606332
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.9999003730370568
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.6625783623786026
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.9776552634118868
Sequence556.csv_1: True Class: B, Predicted: A, Probability: 0.6439374938692021
Sequence557.csv_1: True Class: B, Predicted: A, Probability: 0.9931338824872941
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9876656472103587
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.5144394375620666
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9990154685629207
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.6710577476641046
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.9869140645884966
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.5346010325537239
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9911823384651658
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9104197184487349
Sequence565.csv_1: True Class: A, Predicted: B, Probability: 0.9215049194366896
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.9651110046230075
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.7563618326730304
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9998612406339749
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9310215093112688
Sequence57.csv_1: True Class: A, Predicted: B, Probability: 0.9869160964619469
Sequence570.csv_1: True Class: A, Predicted: B, Probability: 0.644494466920263
Sequence571.csv_1: True Class: A, Predicted: B, Probability: 0.9334548425480944
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.999524915516319
Sequence573.csv_1: True Class: A, Predicted: B, Probability: 0.9809157101025975
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.9152377662069239
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9020587232726401
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.999999828471074
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9999701066472998
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9753180266192287
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.7634440476181062
Sequence58.csv_1: True Class: B, Predicted: A, Probability: 0.7713933380561402
Sequence580.csv_1: True Class: A, Predicted: B, Probability: 0.9990550793814938
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9999743675679368
Sequence582.csv_1: True Class: A, Predicted: B, Probability: 0.9999443534328243
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9984360670787993
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9656609706129757
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.8125772672790516
Sequence586.csv_1: True Class: A, Predicted: B, Probability: 0.9276405193333354
