Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9848125135248815
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.6389083672900758
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9958642594000627
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999636084752287
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9980156050811767
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.9999007880208629
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.6592196210791038
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.977879001282619
Sequence556.csv_1: True Class: B, Predicted: A, Probability: 0.6426576512591715
Sequence557.csv_1: True Class: B, Predicted: A, Probability: 0.9930549180446239
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9874703236533682
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.5129067540624208
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.999011339064969
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.671923656803703
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.9867037277463091
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.5361502851622965
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9911290473239818
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9099363662144262
Sequence565.csv_1: True Class: A, Predicted: B, Probability: 0.9225785047291872
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.9654472167883088
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.7577514838564697
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.999862088090633
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9305171254936913
Sequence57.csv_1: True Class: A, Predicted: B, Probability: 0.9869753632847084
Sequence570.csv_1: True Class: A, Predicted: B, Probability: 0.6454911358174633
Sequence571.csv_1: True Class: A, Predicted: B, Probability: 0.9338950863339792
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9995227374677227
Sequence573.csv_1: True Class: A, Predicted: B, Probability: 0.9809893564432267
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.9155739438948318
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9024422366511571
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9999998276826397
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9999702242330232
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9754577133070909
