Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.5720884969310315
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9943071188528011
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.904866088713492
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999997608200865
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9999976711534116
Sequence553.csv_1: True Class: B, Predicted: A, Probability: 0.8211481314852255
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.5979437372112504
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.8267526118244243
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.5679911098248734
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9999044678596705
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.976473197507815
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.7888993863475189
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9166330061985128
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.9994172204157995
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9999988877609359
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.8571459708757071
Sequence563.csv_1: True Class: A, Predicted: B, Probability: 0.8027744386776497
Sequence564.csv_1: True Class: A, Predicted: B, Probability: 0.9525493775176751
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.6906065562719226
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.8805331477729818
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9999690127369563
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.5883329756643726
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.9732118804267893
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9999976736476474
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.981473241044083
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.8988556114604054
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.9999192624618439
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9999999973256222
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9999997807313168
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999995843517432
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9995497086488146
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9994289840811221
Sequence578.csv_1: True Class: B, Predicted: A, Probability: 0.9147969925745156
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9999999046812525
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9685115083975451
Sequence580.csv_1: True Class: A, Predicted: B, Probability: 0.9998703312711644
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9999999875199469
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.8160303421948982
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.5366766541555257
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9999138352823715
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999669305
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.6747309638381548
Sequence587.csv_1: True Class: A, Predicted: B, Probability: 0.9987190421964035
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999997276
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.9950207879878741
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.999997192942196
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9944699418459432
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.9999975990081288
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9996319348439161
Sequence593.csv_1: True Class: B, Predicted: B, Probability: 0.9757709703971735
Sequence594.csv_1: True Class: A, Predicted: B, Probability: 0.9950367888649247
Sequence595.csv_1: True Class: B, Predicted: B, Probability: 0.9867451741198687
Sequence596.csv_1: True Class: A, Predicted: B, Probability: 0.8809404365517236
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9999194512992278
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.5331575184459257
Sequence599.csv_1: True Class: B, Predicted: B, Probability: 0.997412055218593
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.9957411153445539
Sequence60.csv_1: True Class: A, Predicted: B, Probability: 0.9987325900952136
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.8830202183654711
Sequence601.csv_1: True Class: A, Predicted: B, Probability: 0.9014401392050553
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9999993010790359
Sequence603.csv_1: True Class: A, Predicted: A, Probability: 0.9999932263811061
Sequence604.csv_1: True Class: B, Predicted: B, Probability: 0.9998798784205888
Sequence605.csv_1: True Class: B, Predicted: B, Probability: 0.9997415269369991
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.99999999980935
Sequence607.csv_1: True Class: B, Predicted: B, Probability: 0.9997645564008456
Sequence608.csv_1: True Class: A, Predicted: A, Probability: 0.9797004277150632
Sequence609.csv_1: True Class: B, Predicted: A, Probability: 0.9988197750454956
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.9542445635887099
Sequence610.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999994
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 0.9913432085729158
Sequence612.csv_1: True Class: B, Predicted: A, Probability: 0.9908871997344416
Sequence613.csv_1: True Class: A, Predicted: B, Probability: 0.9983552845443942
Sequence614.csv_1: True Class: A, Predicted: B, Probability: 0.9799698200048962
Sequence615.csv_1: True Class: A, Predicted: A, Probability: 0.9999933533062622
Sequence616.csv_1: True Class: A, Predicted: A, Probability: 0.9812257129062599
Sequence617.csv_1: True Class: A, Predicted: B, Probability: 0.9982508965659687
Sequence618.csv_1: True Class: A, Predicted: A, Probability: 0.99986978952542
Sequence619.csv_1: True Class: B, Predicted: B, Probability: 0.9998713506286149
Sequence62.csv_1: True Class: A, Predicted: A, Probability: 0.9388167725986976
Sequence620.csv_1: True Class: B, Predicted: B, Probability: 0.9689015612752948
Sequence621.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999666463
Sequence622.csv_1: True Class: A, Predicted: A, Probability: 0.9999887620180413
Sequence623.csv_1: True Class: A, Predicted: A, Probability: 0.982038352155383
Sequence624.csv_1: True Class: B, Predicted: B, Probability: 0.9995031224353229
Sequence625.csv_1: True Class: B, Predicted: B, Probability: 0.9992388402930056
Sequence626.csv_1: True Class: A, Predicted: A, Probability: 0.9999997716534071
Sequence627.csv_1: True Class: B, Predicted: A, Probability: 0.561210647921728
Sequence628.csv_1: True Class: A, Predicted: A, Probability: 0.9982451196419134
Sequence629.csv_1: True Class: A, Predicted: B, Probability: 0.7745503026966108
Sequence63.csv_1: True Class: A, Predicted: A, Probability: 0.9999978632503256
Sequence630.csv_1: True Class: A, Predicted: A, Probability: 0.9999307463533302
Sequence631.csv_1: True Class: A, Predicted: A, Probability: 0.9998489708021145
Sequence632.csv_1: True Class: A, Predicted: B, Probability: 0.9968144257844223
Sequence633.csv_1: True Class: B, Predicted: A, Probability: 0.9999829002344828
Sequence634.csv_1: True Class: A, Predicted: B, Probability: 0.995569659497337
Sequence635.csv_1: True Class: B, Predicted: B, Probability: 0.9982613222941781
