Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.99924186955406
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.8631807046172765
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.9990833296993455
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.7937073837467141
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.9993982394214219
Sequence553.csv_1: True Class: B, Predicted: A, Probability: 0.9869664081627179
Sequence554.csv_1: True Class: A, Predicted: B, Probability: 0.9850361974043316
Sequence555.csv_1: True Class: B, Predicted: A, Probability: 0.9999999259851934
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.9904483382807314
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.73016722067202
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.6519619359480439
Sequence559.csv_1: True Class: B, Predicted: A, Probability: 0.9999376822076778
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9998171014606774
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.9867449633933294
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.8122083621913694
Sequence562.csv_1: True Class: B, Predicted: A, Probability: 0.8857019967807239
Sequence563.csv_1: True Class: B, Predicted: A, Probability: 0.9199151699302388
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999321429166341
Sequence565.csv_1: True Class: A, Predicted: B, Probability: 0.999999787129897
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999974228596896
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9670371897069904
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9999021333626605
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9999759454836009
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.642836587000032
Sequence570.csv_1: True Class: B, Predicted: A, Probability: 0.9998138723767127
Sequence571.csv_1: True Class: B, Predicted: B, Probability: 0.687069855434523
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.8677571895635158
Sequence573.csv_1: True Class: B, Predicted: A, Probability: 0.9998749610508495
Sequence574.csv_1: True Class: B, Predicted: A, Probability: 0.9999642820425463
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999993499576597
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.6985637875974311
Sequence577.csv_1: True Class: B, Predicted: A, Probability: 0.9860350443460975
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.9999903081385764
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.5027805857617649
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.782880972063677
Sequence580.csv_1: True Class: B, Predicted: A, Probability: 0.9976692310845097
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9997174996408928
Sequence582.csv_1: True Class: B, Predicted: B, Probability: 0.9999302576686038
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.9998689244343655
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9999810730100963
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.7383601319046879
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.5843584478786794
Sequence587.csv_1: True Class: B, Predicted: B, Probability: 0.6435646148684545
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.6846504708105698
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.99999292953995
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.730108857226565
Sequence590.csv_1: True Class: B, Predicted: A, Probability: 0.9985990799487499
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.536325388246785
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.7145178250491566
Sequence593.csv_1: True Class: B, Predicted: B, Probability: 0.9858836272630358
Sequence594.csv_1: True Class: B, Predicted: A, Probability: 0.9977684826099762
Sequence595.csv_1: True Class: B, Predicted: B, Probability: 0.9926726698485046
Sequence596.csv_1: True Class: B, Predicted: B, Probability: 0.5344440904056522
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9081911714693605
Sequence598.csv_1: True Class: A, Predicted: B, Probability: 0.7560776314199792
Sequence599.csv_1: True Class: B, Predicted: A, Probability: 0.9581546014768457
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.6967350529151735
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.851637459581111
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.9997992005393811
Sequence601.csv_1: True Class: B, Predicted: A, Probability: 0.6170884555504493
Sequence602.csv_1: True Class: B, Predicted: B, Probability: 0.7709454945890558
Sequence603.csv_1: True Class: B, Predicted: A, Probability: 0.9520277689348857
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.7823136539051384
Sequence605.csv_1: True Class: A, Predicted: B, Probability: 0.9656406395975318
Sequence606.csv_1: True Class: B, Predicted: A, Probability: 0.9956934961489948
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 0.9990829902794144
Sequence608.csv_1: True Class: B, Predicted: B, Probability: 0.9910594168270616
Sequence609.csv_1: True Class: A, Predicted: B, Probability: 0.9999551540268012
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.9999334407043909
Sequence610.csv_1: True Class: B, Predicted: A, Probability: 0.8059660980921768
Sequence611.csv_1: True Class: B, Predicted: B, Probability: 0.9302841973091182
Sequence612.csv_1: True Class: A, Predicted: A, Probability: 0.9998686733375801
Sequence613.csv_1: True Class: A, Predicted: B, Probability: 0.9992379560753335
Sequence614.csv_1: True Class: B, Predicted: A, Probability: 0.992532483340856
Sequence615.csv_1: True Class: A, Predicted: A, Probability: 0.8972487498063286
Sequence616.csv_1: True Class: A, Predicted: B, Probability: 0.9967491445708777
Sequence617.csv_1: True Class: A, Predicted: A, Probability: 0.926554651344519
Sequence618.csv_1: True Class: A, Predicted: A, Probability: 0.9940079436272925
Sequence619.csv_1: True Class: A, Predicted: A, Probability: 0.9474003444890781
Sequence62.csv_1: True Class: A, Predicted: A, Probability: 0.8201362402923241
Sequence620.csv_1: True Class: A, Predicted: B, Probability: 0.9158356204855214
Sequence621.csv_1: True Class: A, Predicted: B, Probability: 0.9978044320722401
Sequence622.csv_1: True Class: B, Predicted: A, Probability: 0.9999999511220193
Sequence623.csv_1: True Class: B, Predicted: B, Probability: 0.9996748642062193
Sequence624.csv_1: True Class: A, Predicted: A, Probability: 0.5462546032413789
Sequence625.csv_1: True Class: B, Predicted: B, Probability: 0.821807311459503
Sequence626.csv_1: True Class: A, Predicted: B, Probability: 0.9994394893318337
Sequence627.csv_1: True Class: A, Predicted: B, Probability: 0.9902575342585821
Sequence628.csv_1: True Class: B, Predicted: B, Probability: 0.9304459063364158
Sequence629.csv_1: True Class: A, Predicted: A, Probability: 0.7233961742895542
Sequence63.csv_1: True Class: A, Predicted: B, Probability: 0.9786176784584707
Sequence630.csv_1: True Class: A, Predicted: B, Probability: 0.999852697697866
Sequence631.csv_1: True Class: A, Predicted: B, Probability: 0.9873977758007974
Sequence632.csv_1: True Class: A, Predicted: A, Probability: 0.9972552327007603
Sequence633.csv_1: True Class: B, Predicted: B, Probability: 0.8469132186232717
Sequence634.csv_1: True Class: A, Predicted: B, Probability: 0.9759560409726911
Sequence635.csv_1: True Class: A, Predicted: A, Probability: 0.9850743459316146
Sequence636.csv_1: True Class: A, Predicted: B, Probability: 0.8264189798659449
Sequence637.csv_1: True Class: A, Predicted: A, Probability: 0.9765133501804644
Sequence638.csv_1: True Class: B, Predicted: B, Probability: 0.9593269460478909
Sequence639.csv_1: True Class: A, Predicted: A, Probability: 0.5088484913311746
Sequence64.csv_1: True Class: B, Predicted: B, Probability: 0.9788506574150093
Sequence640.csv_1: True Class: B, Predicted: A, Probability: 0.9919601219522776
Sequence641.csv_1: True Class: A, Predicted: A, Probability: 0.9933369616856081
Sequence642.csv_1: True Class: A, Predicted: A, Probability: 0.9995791377758556
Sequence643.csv_1: True Class: A, Predicted: A, Probability: 0.9937155677134994
Sequence644.csv_1: True Class: B, Predicted: B, Probability: 0.9915943855349468
Sequence645.csv_1: True Class: A, Predicted: B, Probability: 0.9111953958141917
Sequence646.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999718466
Sequence647.csv_1: True Class: B, Predicted: B, Probability: 0.8302407994934361
Sequence648.csv_1: True Class: A, Predicted: B, Probability: 0.9997233781433851
Sequence649.csv_1: True Class: A, Predicted: B, Probability: 0.9991375611768601
Sequence65.csv_1: True Class: A, Predicted: B, Probability: 0.9999999991170122
Sequence650.csv_1: True Class: B, Predicted: B, Probability: 0.9974691720936494
Sequence651.csv_1: True Class: A, Predicted: B, Probability: 0.9999952565046124
Sequence652.csv_1: True Class: A, Predicted: B, Probability: 0.9416953629050812
Sequence653.csv_1: True Class: A, Predicted: B, Probability: 0.6761843145188184
Sequence654.csv_1: True Class: A, Predicted: B, Probability: 0.9521903114514538
Sequence655.csv_1: True Class: B, Predicted: A, Probability: 0.9961977976290574
Sequence656.csv_1: True Class: A, Predicted: B, Probability: 0.9647599774503324
Sequence657.csv_1: True Class: A, Predicted: B, Probability: 0.9761454604012039
Sequence658.csv_1: True Class: A, Predicted: A, Probability: 0.9363317140338727
Sequence659.csv_1: True Class: B, Predicted: A, Probability: 0.712474900215369
Sequence66.csv_1: True Class: B, Predicted: A, Probability: 0.9995201695146169
Sequence660.csv_1: True Class: A, Predicted: B, Probability: 0.9567795189589593
Sequence661.csv_1: True Class: A, Predicted: B, Probability: 0.9998859006719799
Sequence662.csv_1: True Class: B, Predicted: A, Probability: 0.9922953654555062
