Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.742822934967053
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9999999390910923
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.999975883337748
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.8536465396077793
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999386
Sequence554.csv_1: True Class: A, Predicted: A, Probability: 0.9999965445567837
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9999998021348291
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.999997321491752
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9999999981016209
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9999999748869219
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.999999999998091
Sequence56.csv_1: True Class: A, Predicted: B, Probability: 0.9999999872863333
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9994851451043465
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.999990455595857
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.995294988759633
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999990719788657
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999989408227465
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.875456458142239
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.9995170384410553
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.9999999939386589
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9999979291834769
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.9465836948645613
Sequence57.csv_1: True Class: B, Predicted: A, Probability: 0.9999984542159409
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999995969
Sequence571.csv_1: True Class: A, Predicted: B, Probability: 0.9968535527684875
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999985344
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9998841136446373
Sequence574.csv_1: True Class: B, Predicted: A, Probability: 0.9999999997508368
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9434168617571513
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9452391804914498
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.6015602125586788
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999996102
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9999783963042613
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9962379722178002
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9113191327416081
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9999565388605267
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.999792237992274
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9912159385634878
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.7871424938994467
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.9979310435966791
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999991329
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 0.9998830504481181
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999848043
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9999999163714457
Sequence590.csv_1: True Class: A, Predicted: B, Probability: 0.7193343600026726
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 1.0
