Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.9864308371681002
Sequence55.csv_1: True Class: B, Predicted: B, Probability: 0.999999999978994
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.99999976750097
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999999
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence553.csv_1: True Class: B, Predicted: A, Probability: 0.9999999987407288
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9996098111915628
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999907
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9999998281628899
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.9863167230158779
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999980103
Sequence560.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999986752
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999265784
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.7181809877943288
Sequence563.csv_1: True Class: B, Predicted: A, Probability: 0.999999369219639
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999899
Sequence565.csv_1: True Class: B, Predicted: A, Probability: 0.9847402495188797
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.9999524075470962
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.999999903006116
Sequence568.csv_1: True Class: B, Predicted: A, Probability: 0.9999999282750005
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9720987966394056
Sequence57.csv_1: True Class: B, Predicted: A, Probability: 0.8574496120608653
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999991599
Sequence571.csv_1: True Class: A, Predicted: B, Probability: 0.989684712370722
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999694401136346
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.7420813055912171
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.9999999916379978
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 0.7867564665047193
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.9999842315804315
Sequence579.csv_1: True Class: B, Predicted: A, Probability: 0.9301938136227988
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.9996004775164035
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.9993289716434414
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9999999995263309
Sequence582.csv_1: True Class: A, Predicted: B, Probability: 0.5093806291227776
Sequence583.csv_1: True Class: B, Predicted: B, Probability: 0.9987888102511735
Sequence584.csv_1: True Class: B, Predicted: A, Probability: 0.999998185920785
Sequence585.csv_1: True Class: B, Predicted: B, Probability: 0.9999999998621198
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.9997986733113885
Sequence587.csv_1: True Class: B, Predicted: B, Probability: 0.9999983820591435
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.99999999999982
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999997227
Sequence59.csv_1: True Class: B, Predicted: B, Probability: 0.8081826134906885
Sequence590.csv_1: True Class: B, Predicted: B, Probability: 0.998863644379089
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999998
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.9999998687520136
Sequence593.csv_1: True Class: B, Predicted: B, Probability: 0.999260396393683
Sequence594.csv_1: True Class: A, Predicted: B, Probability: 0.9999993884983576
Sequence595.csv_1: True Class: B, Predicted: B, Probability: 0.999102322315948
Sequence596.csv_1: True Class: B, Predicted: B, Probability: 0.9158857101610337
Sequence597.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999903901
Sequence598.csv_1: True Class: B, Predicted: B, Probability: 0.9999999661367925
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.6076698385292449
Sequence60.csv_1: True Class: B, Predicted: B, Probability: 0.9999999996324536
Sequence600.csv_1: True Class: B, Predicted: B, Probability: 0.8812158063065902
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999883
Sequence602.csv_1: True Class: B, Predicted: B, Probability: 0.9999998510882734
Sequence603.csv_1: True Class: B, Predicted: A, Probability: 0.9999955246437465
Sequence604.csv_1: True Class: A, Predicted: B, Probability: 0.952909119272361
Sequence605.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999999832
