Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9996567168643602
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.7642302916838073
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.8658378827402001
Sequence551.csv_1: True Class: A, Predicted: B, Probability: 0.999993796329145
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.982964401580074
Sequence553.csv_1: True Class: B, Predicted: A, Probability: 0.9956142444510497
Sequence554.csv_1: True Class: A, Predicted: B, Probability: 0.9998057557343965
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.9999991347435737
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.5805827459911821
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.9959842940478094
Sequence558.csv_1: True Class: A, Predicted: B, Probability: 0.9990959352245772
Sequence559.csv_1: True Class: A, Predicted: B, Probability: 0.9972694375503722
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9566622805931358
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.7501472355279751
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.9557824426232054
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9999999196913419
Sequence563.csv_1: True Class: A, Predicted: B, Probability: 0.8317609810582958
Sequence564.csv_1: True Class: B, Predicted: A, Probability: 0.9999954837194478
Sequence565.csv_1: True Class: B, Predicted: A, Probability: 0.5880097854337659
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.9997925443008409
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.9911557034794825
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9998682877633716
Sequence569.csv_1: True Class: B, Predicted: A, Probability: 0.9999380165478907
Sequence57.csv_1: True Class: A, Predicted: B, Probability: 0.999992291304301
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9997789720727855
Sequence571.csv_1: True Class: A, Predicted: B, Probability: 0.9805163345083546
Sequence572.csv_1: True Class: B, Predicted: B, Probability: 0.847204741502692
Sequence573.csv_1: True Class: A, Predicted: B, Probability: 0.9849430287695191
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.8157678420606863
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 0.9999884450197322
