Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9665362632122135
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9999999980487637
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9999985514765312
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999210815
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9999999996040368
Sequence553.csv_1: True Class: B, Predicted: A, Probability: 0.9999989005833687
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.5245117831426998
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.9999999804326658
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.9998784167421596
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999287
Sequence558.csv_1: True Class: A, Predicted: B, Probability: 0.9999541402622711
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.999999985288446
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9999999969341005
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999999954
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.998963146193178
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.999999998069774
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9866360874586225
Sequence565.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999996938
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.9999999979867014
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.9761350694158591
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9999999959251972
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9990621681014977
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999917571
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 1.0
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999909
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9941483022777002
Sequence578.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999821817
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999573
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.99999999999966
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9999963183106217
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence582.csv_1: True Class: A, Predicted: B, Probability: 0.9999999935106411
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.9999999984501086
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999884012
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.9999781036665442
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999883
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence592.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999797791
Sequence593.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence594.csv_1: True Class: A, Predicted: B, Probability: 0.6166095343467005
Sequence595.csv_1: True Class: B, Predicted: B, Probability: 0.999994597536498
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.9999998035129393
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9999406268993377
Sequence599.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999989494
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.9999955516528652
Sequence60.csv_1: True Class: A, Predicted: B, Probability: 0.9950836606216573
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.9998233701101247
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.9447174725792207
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999968
Sequence603.csv_1: True Class: A, Predicted: A, Probability: 0.9998768095673579
Sequence604.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence605.csv_1: True Class: B, Predicted: A, Probability: 0.9998956414691753
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence607.csv_1: True Class: B, Predicted: B, Probability: 0.9999981998162127
Sequence608.csv_1: True Class: A, Predicted: A, Probability: 0.999999999468382
Sequence609.csv_1: True Class: B, Predicted: A, Probability: 0.9999998772247335
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.9999932803561467
Sequence610.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence612.csv_1: True Class: B, Predicted: B, Probability: 0.999930596663081
Sequence613.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999997
Sequence614.csv_1: True Class: A, Predicted: A, Probability: 0.7197956540711107
Sequence615.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence616.csv_1: True Class: A, Predicted: A, Probability: 0.9995923302491257
Sequence617.csv_1: True Class: A, Predicted: B, Probability: 1.0
Sequence618.csv_1: True Class: A, Predicted: B, Probability: 0.9999999997284874
Sequence619.csv_1: True Class: B, Predicted: A, Probability: 0.9997476597071533
Sequence62.csv_1: True Class: A, Predicted: B, Probability: 0.8857027648041332
Sequence620.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999428
Sequence621.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence622.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence623.csv_1: True Class: A, Predicted: A, Probability: 0.9995698722898236
Sequence624.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence625.csv_1: True Class: B, Predicted: B, Probability: 0.9965764705467339
Sequence626.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999892
Sequence627.csv_1: True Class: B, Predicted: B, Probability: 0.9839457011839584
Sequence628.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999582505
Sequence629.csv_1: True Class: A, Predicted: A, Probability: 0.9999999980188953
Sequence63.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence630.csv_1: True Class: A, Predicted: A, Probability: 0.9999999791615828
Sequence631.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999964
