Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9969603900879992
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.9947422638769334
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.665089951065323
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9206318007166723
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.999997354203658
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9989541857312929
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9417779110503538
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9999786828827278
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9947040758994463
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9901088904404799
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.999954483770246
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9048879813530722
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.8951227889222925
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9988454036012407
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.999994170639614
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9365937322210882
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9167272120114929
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999879394729045
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9993049407044831
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9307638213939994
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.9581832314888947
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.96481885067153
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.853343368822441
Sequence57.csv_1: True Class: A, Predicted: B, Probability: 0.7204385843547724
Sequence570.csv_1: True Class: A, Predicted: B, Probability: 0.9455777351085339
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.5924232854645812
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.9897944274224266
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9998170086206949
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.9998814812771368
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999999467153586
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9999445515472916
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9677166031382682
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9685276408900153
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.6517062845148022
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.8940678922855861
Sequence580.csv_1: True Class: A, Predicted: B, Probability: 0.9916650732841739
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9997228444407003
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.8835366655853808
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.6559566731085168
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.6890342229266981
Sequence585.csv_1: True Class: B, Predicted: B, Probability: 0.5760850683545575
Sequence586.csv_1: True Class: A, Predicted: B, Probability: 0.9831062526268083
Sequence587.csv_1: True Class: A, Predicted: B, Probability: 0.923343868032156
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.5032019320514187
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9856903567885887
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9992980135689822
Sequence590.csv_1: True Class: A, Predicted: B, Probability: 0.9145696087349534
Sequence591.csv_1: True Class: A, Predicted: B, Probability: 0.9980670236234657
Sequence592.csv_1: True Class: A, Predicted: B, Probability: 0.744450129845157
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9862897742759997
Sequence594.csv_1: True Class: A, Predicted: B, Probability: 0.9978558505953835
Sequence595.csv_1: True Class: B, Predicted: B, Probability: 0.9996921508707047
Sequence596.csv_1: True Class: A, Predicted: B, Probability: 0.8467430923303635
Sequence597.csv_1: True Class: A, Predicted: B, Probability: 0.9472744034378552
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9989968047441257
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.945981912022039
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.9999899983581656
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.7123172307751819
Sequence600.csv_1: True Class: B, Predicted: B, Probability: 0.8811481754489742
Sequence601.csv_1: True Class: A, Predicted: B, Probability: 0.9597186318077522
Sequence602.csv_1: True Class: A, Predicted: B, Probability: 0.6700261479308582
Sequence603.csv_1: True Class: A, Predicted: B, Probability: 0.9999999968384624
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.9947007638382895
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.9944000287756832
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.9506589285597629
Sequence607.csv_1: True Class: A, Predicted: B, Probability: 0.9999213312373498
Sequence608.csv_1: True Class: B, Predicted: A, Probability: 0.9801767837127291
