Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.999997062513884
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.9984449987340563
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9999852629639081
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999931
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.8906237225071901
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.9960806761316355
Sequence554.csv_1: True Class: A, Predicted: A, Probability: 0.9999933880777634
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999997449
Sequence556.csv_1: True Class: B, Predicted: A, Probability: 0.9892072728800132
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9807560225194606
Sequence558.csv_1: True Class: A, Predicted: B, Probability: 0.898633357101431
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 0.9999998266882545
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.6286027603161746
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.9984986728824865
Sequence561.csv_1: True Class: A, Predicted: B, Probability: 0.9999992106106125
Sequence562.csv_1: True Class: B, Predicted: A, Probability: 0.9892899228261569
Sequence563.csv_1: True Class: B, Predicted: A, Probability: 0.9997167755711607
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.8369632739061753
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9945698865645153
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999968499584999
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.9670187999191875
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9985436294108608
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9923910490324589
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9991261279861665
Sequence570.csv_1: True Class: B, Predicted: A, Probability: 0.9998037780689865
Sequence571.csv_1: True Class: B, Predicted: A, Probability: 0.8544850023264132
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9588473876153903
