Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9999899437596448
Sequence55.csv_1: True Class: D, Predicted: C, Probability: 0.9121699317208714
Sequence550.csv_1: True Class: B, Predicted: C, Probability: 0.9989592092389191
Sequence551.csv_1: True Class: C, Predicted: A, Probability: 0.8995380988116434
Sequence552.csv_1: True Class: A, Predicted: C, Probability: 0.9999999981609435
Sequence553.csv_1: True Class: C, Predicted: C, Probability: 0.9999999975048189
Sequence554.csv_1: True Class: D, Predicted: C, Probability: 0.9497186170023074
Sequence555.csv_1: True Class: D, Predicted: D, Probability: 0.9999998634029739
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.9978326833988231
Sequence557.csv_1: True Class: D, Predicted: B, Probability: 0.5789214416553479
Sequence558.csv_1: True Class: D, Predicted: D, Probability: 0.9907720434455367
Sequence559.csv_1: True Class: A, Predicted: D, Probability: 0.8787295123383972
Sequence56.csv_1: True Class: A, Predicted: D, Probability: 0.9999992699651695
Sequence560.csv_1: True Class: C, Predicted: C, Probability: 0.9999808899859955
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.739312926298703
Sequence562.csv_1: True Class: C, Predicted: A, Probability: 0.9882444716155405
Sequence563.csv_1: True Class: A, Predicted: C, Probability: 0.9980053762217866
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999976
Sequence565.csv_1: True Class: C, Predicted: D, Probability: 0.9843052320692923
Sequence566.csv_1: True Class: B, Predicted: A, Probability: 0.9149350420771771
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence568.csv_1: True Class: D, Predicted: D, Probability: 0.5433925827129035
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9895989492884513
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 0.9999996152226189
Sequence570.csv_1: True Class: D, Predicted: C, Probability: 0.9949815912778498
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.999999988557225
Sequence572.csv_1: True Class: C, Predicted: C, Probability: 0.9998247876897596
Sequence573.csv_1: True Class: A, Predicted: D, Probability: 0.9806716841139536
Sequence574.csv_1: True Class: D, Predicted: D, Probability: 0.9974910060203979
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9680999685957427
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 0.999999999999999
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999795443
Sequence578.csv_1: True Class: D, Predicted: D, Probability: 0.9079385500302227
Sequence579.csv_1: True Class: D, Predicted: D, Probability: 0.9083225084120528
Sequence58.csv_1: True Class: D, Predicted: D, Probability: 0.940728913643308
Sequence580.csv_1: True Class: D, Predicted: C, Probability: 0.9993272841002251
Sequence581.csv_1: True Class: A, Predicted: D, Probability: 0.9999576884001921
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9999533328014961
Sequence583.csv_1: True Class: C, Predicted: C, Probability: 0.9570636588360373
Sequence584.csv_1: True Class: B, Predicted: B, Probability: 0.9999999998569619
Sequence585.csv_1: True Class: D, Predicted: C, Probability: 0.9791912523376207
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.9999984516350867
Sequence587.csv_1: True Class: C, Predicted: C, Probability: 0.9999999983519552
Sequence588.csv_1: True Class: C, Predicted: C, Probability: 0.9512793320703143
Sequence589.csv_1: True Class: A, Predicted: D, Probability: 0.9998985273197938
Sequence59.csv_1: True Class: A, Predicted: B, Probability: 0.9998804246090979
Sequence590.csv_1: True Class: B, Predicted: B, Probability: 0.9984306635851206
Sequence591.csv_1: True Class: D, Predicted: D, Probability: 0.9980336941952977
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999996
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.743987886390281
Sequence594.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999879557
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.9638768075163645
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.8242730224118111
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.8013125218126521
Sequence598.csv_1: True Class: A, Predicted: B, Probability: 0.9943463256586158
Sequence599.csv_1: True Class: C, Predicted: B, Probability: 0.7042344412988919
Sequence6.csv_1: True Class: A, Predicted: B, Probability: 1.0
Sequence60.csv_1: True Class: D, Predicted: D, Probability: 0.99999999993305
Sequence600.csv_1: True Class: B, Predicted: C, Probability: 0.9490271589627656
Sequence601.csv_1: True Class: C, Predicted: C, Probability: 0.9999999999992326
Sequence602.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999994573
Sequence603.csv_1: True Class: B, Predicted: B, Probability: 0.9999858282729868
Sequence604.csv_1: True Class: A, Predicted: D, Probability: 0.9999998190372443
Sequence605.csv_1: True Class: D, Predicted: D, Probability: 0.9999999980499121
Sequence606.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 0.9336216972384301
Sequence608.csv_1: True Class: A, Predicted: A, Probability: 0.999384959266455
Sequence609.csv_1: True Class: D, Predicted: A, Probability: 0.7887039711169102
Sequence61.csv_1: True Class: C, Predicted: C, Probability: 0.76965798681363
Sequence610.csv_1: True Class: C, Predicted: C, Probability: 0.8130608535961498
Sequence611.csv_1: True Class: D, Predicted: D, Probability: 0.999999996828693
Sequence612.csv_1: True Class: A, Predicted: B, Probability: 0.8513959907491511
Sequence613.csv_1: True Class: B, Predicted: C, Probability: 0.999999901292791
Sequence614.csv_1: True Class: C, Predicted: C, Probability: 0.9999999187882217
Sequence615.csv_1: True Class: C, Predicted: D, Probability: 0.9999889092725883
Sequence616.csv_1: True Class: A, Predicted: D, Probability: 0.9341555698027709
Sequence617.csv_1: True Class: A, Predicted: B, Probability: 0.9999999974706768
Sequence618.csv_1: True Class: A, Predicted: A, Probability: 0.9999999816201365
Sequence619.csv_1: True Class: B, Predicted: A, Probability: 0.9999988957405679
Sequence62.csv_1: True Class: A, Predicted: C, Probability: 0.998156458355674
Sequence620.csv_1: True Class: D, Predicted: D, Probability: 0.9999999999999943
Sequence621.csv_1: True Class: B, Predicted: C, Probability: 0.9998839165039424
Sequence622.csv_1: True Class: C, Predicted: C, Probability: 0.9997137739745373
Sequence623.csv_1: True Class: A, Predicted: A, Probability: 0.9961176596593924
Sequence624.csv_1: True Class: A, Predicted: C, Probability: 0.6703601196796848
Sequence625.csv_1: True Class: D, Predicted: D, Probability: 0.9999999917692819
Sequence626.csv_1: True Class: A, Predicted: B, Probability: 0.9688688285544778
Sequence627.csv_1: True Class: B, Predicted: B, Probability: 0.9646586710671334
Sequence628.csv_1: True Class: D, Predicted: B, Probability: 0.9357321225964954
Sequence629.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999996381
Sequence63.csv_1: True Class: D, Predicted: D, Probability: 0.6057225713938775
Sequence630.csv_1: True Class: A, Predicted: B, Probability: 0.9999999819452815
Sequence631.csv_1: True Class: C, Predicted: C, Probability: 0.9996935135998536
Sequence632.csv_1: True Class: A, Predicted: C, Probability: 0.6017953291488973
Sequence633.csv_1: True Class: D, Predicted: D, Probability: 0.9991485617501312
Sequence634.csv_1: True Class: A, Predicted: A, Probability: 0.9998896032227966
Sequence635.csv_1: True Class: C, Predicted: C, Probability: 0.9999990221528052
Sequence636.csv_1: True Class: D, Predicted: B, Probability: 0.5197295589510924
Sequence637.csv_1: True Class: D, Predicted: D, Probability: 0.9999999999400916
Sequence638.csv_1: True Class: A, Predicted: A, Probability: 0.9996248343812789
Sequence639.csv_1: True Class: D, Predicted: D, Probability: 0.9999998535630215
Sequence64.csv_1: True Class: D, Predicted: A, Probability: 0.9996323721766863
Sequence640.csv_1: True Class: D, Predicted: C, Probability: 0.9449496153649826
Sequence641.csv_1: True Class: A, Predicted: C, Probability: 0.9999547099463845
Sequence642.csv_1: True Class: D, Predicted: C, Probability: 0.5470941310078363
Sequence643.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999921
Sequence644.csv_1: True Class: A, Predicted: D, Probability: 0.9999210813503808
Sequence645.csv_1: True Class: A, Predicted: A, Probability: 0.9954461410134665
Sequence646.csv_1: True Class: A, Predicted: D, Probability: 0.9999483207307293
Sequence647.csv_1: True Class: B, Predicted: B, Probability: 0.6916890680374725
Sequence648.csv_1: True Class: B, Predicted: B, Probability: 0.9988727204643043
Sequence649.csv_1: True Class: D, Predicted: D, Probability: 0.9999355497693503
Sequence65.csv_1: True Class: D, Predicted: B, Probability: 0.9972576269195846
Sequence650.csv_1: True Class: A, Predicted: D, Probability: 0.9998971640218347
Sequence651.csv_1: True Class: C, Predicted: C, Probability: 0.9999877732888424
Sequence652.csv_1: True Class: D, Predicted: D, Probability: 0.999999873168836
Sequence653.csv_1: True Class: A, Predicted: A, Probability: 0.9999990201368314
Sequence654.csv_1: True Class: A, Predicted: A, Probability: 0.8281143842567578
Sequence655.csv_1: True Class: C, Predicted: C, Probability: 0.8815278595528162
Sequence656.csv_1: True Class: D, Predicted: D, Probability: 0.9999999999997612
Sequence657.csv_1: True Class: B, Predicted: D, Probability: 0.9999973982667524
Sequence658.csv_1: True Class: D, Predicted: D, Probability: 0.999362173866581
Sequence659.csv_1: True Class: A, Predicted: C, Probability: 0.9999993277481882
Sequence66.csv_1: True Class: B, Predicted: C, Probability: 0.8774479997886685
Sequence660.csv_1: True Class: A, Predicted: C, Probability: 0.6313512688681883
Sequence661.csv_1: True Class: D, Predicted: D, Probability: 0.9999999997132452
Sequence662.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999986
Sequence663.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence664.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence665.csv_1: True Class: D, Predicted: D, Probability: 0.9968026211672678
Sequence666.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence667.csv_1: True Class: A, Predicted: A, Probability: 0.9730356114334503
Sequence668.csv_1: True Class: A, Predicted: C, Probability: 0.9999999999999876
Sequence669.csv_1: True Class: A, Predicted: D, Probability: 0.999999999822355
Sequence67.csv_1: True Class: A, Predicted: A, Probability: 0.9926414982905389
Sequence670.csv_1: True Class: B, Predicted: D, Probability: 0.9999969994650973
Sequence671.csv_1: True Class: A, Predicted: A, Probability: 0.9999874740466317
Sequence672.csv_1: True Class: A, Predicted: A, Probability: 0.9999966942184902
Sequence673.csv_1: True Class: A, Predicted: A, Probability: 0.9999967980713913
Sequence674.csv_1: True Class: D, Predicted: D, Probability: 0.9999873823549236
Sequence675.csv_1: True Class: A, Predicted: B, Probability: 0.9999697577666932
Sequence676.csv_1: True Class: B, Predicted: B, Probability: 0.9991319630253823
Sequence677.csv_1: True Class: D, Predicted: D, Probability: 0.9999793773476483
Sequence678.csv_1: True Class: C, Predicted: C, Probability: 0.9943533217531725
Sequence679.csv_1: True Class: A, Predicted: A, Probability: 0.9937001782866747
Sequence68.csv_1: True Class: C, Predicted: C, Probability: 0.9999996356037373
Sequence680.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence681.csv_1: True Class: B, Predicted: B, Probability: 0.9999999998786487
Sequence682.csv_1: True Class: C, Predicted: D, Probability: 0.9998450775834712
Sequence683.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence684.csv_1: True Class: B, Predicted: C, Probability: 0.9999993692270779
Sequence685.csv_1: True Class: C, Predicted: C, Probability: 0.9981806223938958
Sequence686.csv_1: True Class: B, Predicted: B, Probability: 0.999996813540484
Sequence687.csv_1: True Class: C, Predicted: D, Probability: 0.9993972297933841
Sequence688.csv_1: True Class: A, Predicted: A, Probability: 0.9999942911716022
Sequence689.csv_1: True Class: C, Predicted: C, Probability: 0.9993968578812783
Sequence69.csv_1: True Class: D, Predicted: D, Probability: 0.9999997520347121
Sequence690.csv_1: True Class: A, Predicted: A, Probability: 0.9999984755431947
Sequence691.csv_1: True Class: A, Predicted: A, Probability: 0.999998864842284
Sequence692.csv_1: True Class: A, Predicted: C, Probability: 0.9998518193841842
Sequence693.csv_1: True Class: C, Predicted: A, Probability: 0.9986663110684123
Sequence694.csv_1: True Class: A, Predicted: D, Probability: 0.9999990703434392
Sequence695.csv_1: True Class: A, Predicted: A, Probability: 0.999946517408038
Sequence696.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997866197
Sequence697.csv_1: True Class: A, Predicted: A, Probability: 0.9907069641325716
Sequence698.csv_1: True Class: A, Predicted: A, Probability: 0.8948398462241784
Sequence699.csv_1: True Class: A, Predicted: D, Probability: 0.9981087042801635
Sequence7.csv_1: True Class: D, Predicted: C, Probability: 0.9999999334865675
Sequence70.csv_1: True Class: A, Predicted: C, Probability: 0.9041380108398397
Sequence700.csv_1: True Class: A, Predicted: D, Probability: 0.9999999858587003
Sequence701.csv_1: True Class: A, Predicted: A, Probability: 0.9998084829390869
Sequence702.csv_1: True Class: D, Predicted: A, Probability: 0.9998397937293976
Sequence703.csv_1: True Class: B, Predicted: B, Probability: 1.0
