Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9999644540208943
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9146896532383393
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.8279976979453736
Sequence551.csv_1: True Class: A, Predicted: B, Probability: 0.999991744718413
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.9995775122400882
Sequence553.csv_1: True Class: B, Predicted: A, Probability: 0.988860973686301
Sequence554.csv_1: True Class: A, Predicted: B, Probability: 0.9990832474688275
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.999996092995454
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.7609376628132006
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.9999486403635314
Sequence558.csv_1: True Class: A, Predicted: B, Probability: 0.997321908721508
Sequence559.csv_1: True Class: A, Predicted: B, Probability: 0.9854087771790051
Sequence56.csv_1: True Class: A, Predicted: B, Probability: 0.6106995509892323
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.9969545691691923
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.9725063059417304
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.999999933718026
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.8767533734446814
Sequence564.csv_1: True Class: B, Predicted: A, Probability: 0.9999961319570622
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9782491227406672
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.9998064523248144
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.9999320023970554
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9613352535543701
Sequence569.csv_1: True Class: B, Predicted: A, Probability: 0.9999977322414835
Sequence57.csv_1: True Class: A, Predicted: B, Probability: 0.8563287916433725
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.98353524694646
Sequence571.csv_1: True Class: A, Predicted: B, Probability: 0.9955666627506516
Sequence572.csv_1: True Class: B, Predicted: A, Probability: 0.9915948573482686
Sequence573.csv_1: True Class: A, Predicted: B, Probability: 0.7984892406895145
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.9929831089806093
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 0.9999990329278221
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9997105263611549
Sequence577.csv_1: True Class: B, Predicted: A, Probability: 0.9999996482421836
Sequence578.csv_1: True Class: B, Predicted: A, Probability: 0.9998125981875642
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.9939350197934961
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9999527008704915
Sequence580.csv_1: True Class: B, Predicted: A, Probability: 0.9998901350438983
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.999898346119502
Sequence582.csv_1: True Class: B, Predicted: B, Probability: 0.7141583813883191
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9783008064656561
Sequence584.csv_1: True Class: B, Predicted: B, Probability: 0.989123477309656
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.6409583596821409
