Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9999540723420459
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9573275023942883
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.8255122891494101
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.9999972667048416
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.8412895745158295
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9991000567627191
Sequence554.csv_1: True Class: A, Predicted: B, Probability: 0.9999998473305001
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9991511954954845
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.9998646418508355
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.9241143468047613
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.999699913706324
Sequence559.csv_1: True Class: A, Predicted: B, Probability: 0.9999365531136555
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9767993032921095
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9999999994596261
Sequence561.csv_1: True Class: A, Predicted: B, Probability: 0.9962616583899382
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9842622781612959
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999996381803532
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.8551104988971095
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9868702632133421
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999912561616026
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.9999999780808961
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9966843560366425
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.9996287628895171
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9996746191222651
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9999839791945118
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9998627539270302
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.5046401460462857
Sequence573.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999909409
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9774221571937671
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999838401
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.5625247140287962
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9995900452516474
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.9999999773003259
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9951400670098787
Sequence58.csv_1: True Class: A, Predicted: B, Probability: 0.8729971259080123
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9999998853881884
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999949404
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9999983031062427
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9571758644075414
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.998701865769283
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9994899646029696
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.9999999416370657
Sequence587.csv_1: True Class: A, Predicted: B, Probability: 0.9597112230976936
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 0.9999867727455111
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9997597663994832
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9999612909536176
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.7687921008494958
Sequence591.csv_1: True Class: A, Predicted: A, Probability: 0.9966766191173332
Sequence592.csv_1: True Class: B, Predicted: A, Probability: 0.999999991927634
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9999996295383331
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999192463426366
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.9629345414997692
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.9980392958349735
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9999998612753777
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.999999934569473
Sequence599.csv_1: True Class: A, Predicted: B, Probability: 0.9861045164073317
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.999998092309004
Sequence60.csv_1: True Class: A, Predicted: B, Probability: 0.6321442117370819
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.9978523429726469
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.9706712117189227
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9999973778452466
Sequence603.csv_1: True Class: A, Predicted: A, Probability: 0.9999999991427679
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.9999999988833049
Sequence605.csv_1: True Class: B, Predicted: A, Probability: 0.9999999584004795
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.947486997204598
Sequence607.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999990127
Sequence608.csv_1: True Class: B, Predicted: A, Probability: 0.9999999587515068
Sequence609.csv_1: True Class: A, Predicted: B, Probability: 0.9929853396297688
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.9976401207775252
Sequence610.csv_1: True Class: A, Predicted: A, Probability: 0.9990955751287892
Sequence611.csv_1: True Class: A, Predicted: B, Probability: 0.9999994473159014
Sequence612.csv_1: True Class: A, Predicted: B, Probability: 0.9899811596707075
Sequence613.csv_1: True Class: A, Predicted: A, Probability: 0.9995543265239921
Sequence614.csv_1: True Class: A, Predicted: B, Probability: 0.999999999571747
Sequence615.csv_1: True Class: A, Predicted: A, Probability: 0.9999722534029211
Sequence616.csv_1: True Class: A, Predicted: A, Probability: 0.953252081251499
Sequence617.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999998473
Sequence618.csv_1: True Class: A, Predicted: B, Probability: 0.9794597791861989
Sequence619.csv_1: True Class: A, Predicted: B, Probability: 0.9999999983514415
Sequence62.csv_1: True Class: A, Predicted: A, Probability: 0.9524430618426324
Sequence620.csv_1: True Class: A, Predicted: A, Probability: 0.9808841831669988
Sequence621.csv_1: True Class: B, Predicted: A, Probability: 0.9999981993717123
Sequence622.csv_1: True Class: B, Predicted: A, Probability: 0.999999999918923
Sequence623.csv_1: True Class: A, Predicted: B, Probability: 0.9999865772937616
Sequence624.csv_1: True Class: A, Predicted: B, Probability: 0.999999812847869
Sequence625.csv_1: True Class: A, Predicted: A, Probability: 0.9997355029036207
Sequence626.csv_1: True Class: A, Predicted: B, Probability: 0.6737370827290645
Sequence627.csv_1: True Class: B, Predicted: B, Probability: 0.6441462204926527
Sequence628.csv_1: True Class: A, Predicted: A, Probability: 0.9999999023127745
Sequence629.csv_1: True Class: A, Predicted: A, Probability: 0.9999775598043834
Sequence63.csv_1: True Class: A, Predicted: A, Probability: 0.9367133559975024
Sequence630.csv_1: True Class: A, Predicted: A, Probability: 0.9999999760601774
Sequence631.csv_1: True Class: A, Predicted: B, Probability: 0.9999895075625166
Sequence632.csv_1: True Class: A, Predicted: A, Probability: 0.8567427412396885
Sequence633.csv_1: True Class: A, Predicted: A, Probability: 0.9999999994799621
Sequence634.csv_1: True Class: A, Predicted: B, Probability: 0.9557133101898426
Sequence635.csv_1: True Class: A, Predicted: A, Probability: 0.8706163299324263
Sequence636.csv_1: True Class: A, Predicted: A, Probability: 0.9995628842645186
Sequence637.csv_1: True Class: A, Predicted: A, Probability: 0.9996492084121001
Sequence638.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999998838
Sequence639.csv_1: True Class: A, Predicted: B, Probability: 0.9915271742208298
Sequence64.csv_1: True Class: A, Predicted: A, Probability: 0.5912590950833774
Sequence640.csv_1: True Class: A, Predicted: A, Probability: 0.9591026574794249
Sequence641.csv_1: True Class: A, Predicted: A, Probability: 0.9999999584908622
Sequence642.csv_1: True Class: A, Predicted: A, Probability: 0.9859936588912779
Sequence643.csv_1: True Class: A, Predicted: B, Probability: 0.8287429826012037
Sequence644.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999963
Sequence645.csv_1: True Class: A, Predicted: A, Probability: 0.7133500095799892
Sequence646.csv_1: True Class: A, Predicted: B, Probability: 0.5928581518657969
Sequence647.csv_1: True Class: A, Predicted: A, Probability: 0.9997396457226143
Sequence648.csv_1: True Class: A, Predicted: A, Probability: 0.9999998269841792
Sequence649.csv_1: True Class: A, Predicted: B, Probability: 0.9999997220435671
Sequence65.csv_1: True Class: B, Predicted: B, Probability: 0.6565077750537421
Sequence650.csv_1: True Class: A, Predicted: A, Probability: 0.9999996747780129
Sequence651.csv_1: True Class: A, Predicted: A, Probability: 0.9999999989254017
Sequence652.csv_1: True Class: A, Predicted: A, Probability: 0.9925926942369947
Sequence653.csv_1: True Class: A, Predicted: A, Probability: 0.9718536294355702
Sequence654.csv_1: True Class: A, Predicted: A, Probability: 0.9997511606751905
Sequence655.csv_1: True Class: A, Predicted: A, Probability: 0.9999298610788928
Sequence656.csv_1: True Class: A, Predicted: B, Probability: 0.9999345780262816
Sequence657.csv_1: True Class: A, Predicted: A, Probability: 0.9994616379649132
Sequence658.csv_1: True Class: A, Predicted: B, Probability: 0.987428227332467
Sequence659.csv_1: True Class: A, Predicted: B, Probability: 0.973798479436193
Sequence66.csv_1: True Class: A, Predicted: A, Probability: 0.9999999862999279
Sequence660.csv_1: True Class: B, Predicted: A, Probability: 0.9999999950290686
Sequence661.csv_1: True Class: A, Predicted: A, Probability: 0.9999998955951745
Sequence662.csv_1: True Class: A, Predicted: A, Probability: 0.6679419594527732
Sequence663.csv_1: True Class: A, Predicted: B, Probability: 0.9497333328338946
Sequence664.csv_1: True Class: A, Predicted: B, Probability: 0.8836780951875075
Sequence665.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999954329
Sequence666.csv_1: True Class: A, Predicted: B, Probability: 0.9962652004680028
Sequence667.csv_1: True Class: A, Predicted: B, Probability: 0.9873050880832037
Sequence668.csv_1: True Class: A, Predicted: A, Probability: 0.9999999982349056
Sequence669.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999766
Sequence67.csv_1: True Class: A, Predicted: B, Probability: 0.999992880097485
Sequence670.csv_1: True Class: A, Predicted: A, Probability: 0.9999956122783621
Sequence671.csv_1: True Class: A, Predicted: A, Probability: 0.999999985140105
Sequence672.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence673.csv_1: True Class: A, Predicted: B, Probability: 0.9999987682976823
Sequence674.csv_1: True Class: B, Predicted: A, Probability: 0.9999997151281689
Sequence675.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997561345
Sequence676.csv_1: True Class: A, Predicted: A, Probability: 0.9999787026071589
Sequence677.csv_1: True Class: A, Predicted: B, Probability: 0.7853957079328248
Sequence678.csv_1: True Class: A, Predicted: A, Probability: 0.9999988788483805
Sequence679.csv_1: True Class: A, Predicted: A, Probability: 0.9943638762065381
Sequence68.csv_1: True Class: A, Predicted: A, Probability: 0.9987270253116141
Sequence680.csv_1: True Class: A, Predicted: A, Probability: 0.9927972671817191
Sequence681.csv_1: True Class: A, Predicted: A, Probability: 0.9999999989530838
Sequence682.csv_1: True Class: A, Predicted: A, Probability: 0.9996741595814277
Sequence683.csv_1: True Class: A, Predicted: B, Probability: 0.9999941072541636
Sequence684.csv_1: True Class: B, Predicted: A, Probability: 0.9679905104380672
Sequence685.csv_1: True Class: A, Predicted: B, Probability: 0.8461733247911276
Sequence686.csv_1: True Class: A, Predicted: A, Probability: 0.9998245177732376
Sequence687.csv_1: True Class: A, Predicted: B, Probability: 0.9198625771815906
Sequence688.csv_1: True Class: A, Predicted: B, Probability: 0.9993651037579425
Sequence689.csv_1: True Class: B, Predicted: A, Probability: 0.9999999782873701
Sequence69.csv_1: True Class: A, Predicted: B, Probability: 0.9981547339119211
Sequence690.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999994166
Sequence691.csv_1: True Class: A, Predicted: A, Probability: 0.9993489231880791
Sequence692.csv_1: True Class: A, Predicted: A, Probability: 0.8541374162918421
Sequence693.csv_1: True Class: A, Predicted: A, Probability: 0.9999930591186661
Sequence694.csv_1: True Class: A, Predicted: A, Probability: 0.9954242950175333
Sequence695.csv_1: True Class: A, Predicted: B, Probability: 0.6865859597736338
Sequence696.csv_1: True Class: A, Predicted: A, Probability: 0.9960744365595234
Sequence697.csv_1: True Class: A, Predicted: A, Probability: 0.9999753238993347
Sequence698.csv_1: True Class: A, Predicted: B, Probability: 0.9890501308328861
Sequence699.csv_1: True Class: A, Predicted: A, Probability: 0.9985457021510878
Sequence7.csv_1: True Class: A, Predicted: B, Probability: 0.999390878045259
Sequence70.csv_1: True Class: A, Predicted: A, Probability: 0.9982221784197188
Sequence700.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence701.csv_1: True Class: A, Predicted: A, Probability: 0.9990634867160978
Sequence702.csv_1: True Class: A, Predicted: A, Probability: 0.9999999996914828
Sequence703.csv_1: True Class: A, Predicted: B, Probability: 0.9974134642338716
Sequence704.csv_1: True Class: A, Predicted: B, Probability: 0.9954628346853625
Sequence705.csv_1: True Class: A, Predicted: A, Probability: 0.9999999851428926
Sequence706.csv_1: True Class: A, Predicted: A, Probability: 0.9999513097700716
Sequence707.csv_1: True Class: A, Predicted: A, Probability: 0.9999865110944028
Sequence708.csv_1: True Class: A, Predicted: A, Probability: 0.9999998201671085
Sequence709.csv_1: True Class: A, Predicted: B, Probability: 0.9999999964799899
Sequence71.csv_1: True Class: A, Predicted: A, Probability: 0.9991583816883154
Sequence710.csv_1: True Class: A, Predicted: A, Probability: 0.8785835923327096
Sequence711.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999486
Sequence712.csv_1: True Class: A, Predicted: A, Probability: 0.9981525050564979
Sequence713.csv_1: True Class: A, Predicted: A, Probability: 0.999999755880845
Sequence714.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999781
Sequence715.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998743104
Sequence716.csv_1: True Class: A, Predicted: A, Probability: 0.9999773573273807
Sequence717.csv_1: True Class: A, Predicted: A, Probability: 0.9989114641736524
Sequence718.csv_1: True Class: A, Predicted: A, Probability: 0.9999999980688982
Sequence719.csv_1: True Class: B, Predicted: A, Probability: 0.9999999975462923
Sequence72.csv_1: True Class: A, Predicted: B, Probability: 0.994632911429497
Sequence720.csv_1: True Class: A, Predicted: A, Probability: 0.6728815723534838
Sequence721.csv_1: True Class: A, Predicted: A, Probability: 0.9989711128152978
Sequence722.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999996
Sequence723.csv_1: True Class: A, Predicted: A, Probability: 0.9947939401516727
