Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9999999995339196
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9999997001204083
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9976468767480099
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999999504143687
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9997526807943445
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence554.csv_1: True Class: A, Predicted: B, Probability: 0.9999775298356791
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.9999993975632857
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.8940140695518208
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9988881072797073
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9999999962602355
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9999929935930227
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999996
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998010796
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999656907
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999999953182402
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997390798
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999811
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.999053023822227
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.9999917582732923
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9997784546594093
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence57.csv_1: True Class: A, Predicted: B, Probability: 0.5653023478837949
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.6620645649163649
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999888292
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.9979456165031066
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9999999953114999
Sequence574.csv_1: True Class: B, Predicted: A, Probability: 0.9999551338371582
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9961159682018517
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9866052287920276
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9998943847727998
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9999973079556278
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.9998284771527062
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9999999660456721
