Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.8065669858029266
Sequence55.csv_1: True Class: B, Predicted: A, Probability: 0.747529741020865
Sequence550.csv_1: True Class: B, Predicted: A, Probability: 0.8643338559177581
Sequence551.csv_1: True Class: A, Predicted: B, Probability: 0.9988495466959622
Sequence552.csv_1: True Class: B, Predicted: A, Probability: 0.9935040421382236
Sequence553.csv_1: True Class: A, Predicted: B, Probability: 0.6721200482722111
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.9900774058598353
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.989896040538647
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.6063815626331513
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9998819008252291
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9997170100005197
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 0.9754418695940447
Sequence56.csv_1: True Class: A, Predicted: B, Probability: 0.9466252532171023
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.9975009006709097
Sequence561.csv_1: True Class: A, Predicted: B, Probability: 0.9995661861449053
Sequence562.csv_1: True Class: B, Predicted: A, Probability: 0.8824359278615026
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.9927428564443794
Sequence564.csv_1: True Class: B, Predicted: A, Probability: 0.9518689337378043
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9925555845481776
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.9999628111543389
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9996336617889051
Sequence568.csv_1: True Class: B, Predicted: A, Probability: 0.9913371143706133
Sequence569.csv_1: True Class: B, Predicted: A, Probability: 0.9999719980672175
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 0.9730489441848401
Sequence570.csv_1: True Class: B, Predicted: A, Probability: 0.999382734785831
Sequence571.csv_1: True Class: A, Predicted: B, Probability: 0.6057680727487509
Sequence572.csv_1: True Class: B, Predicted: B, Probability: 0.9999208361488314
Sequence573.csv_1: True Class: A, Predicted: B, Probability: 0.9720850819775575
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 0.9861781985632049
Sequence575.csv_1: True Class: B, Predicted: A, Probability: 0.999904482669661
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 0.9990248957057177
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9948903459532471
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9881859134986686
Sequence579.csv_1: True Class: B, Predicted: A, Probability: 0.9999703668951667
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.9938130914775748
Sequence580.csv_1: True Class: B, Predicted: A, Probability: 0.9894422406632212
Sequence581.csv_1: True Class: A, Predicted: B, Probability: 0.9877990670645779
Sequence582.csv_1: True Class: B, Predicted: A, Probability: 0.9999739973082178
Sequence583.csv_1: True Class: B, Predicted: B, Probability: 0.9171319063340232
Sequence584.csv_1: True Class: B, Predicted: A, Probability: 0.5042983967804148
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9985683977651063
Sequence586.csv_1: True Class: A, Predicted: B, Probability: 0.9996576303687776
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.904818905114943
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.7679598396714702
Sequence589.csv_1: True Class: A, Predicted: B, Probability: 0.9856081281583552
Sequence59.csv_1: True Class: A, Predicted: B, Probability: 0.66373457110974
Sequence590.csv_1: True Class: B, Predicted: B, Probability: 0.8360834649879054
Sequence591.csv_1: True Class: A, Predicted: B, Probability: 0.9924698963285628
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.9999966835218418
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.99205455844636
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999091070288448
Sequence595.csv_1: True Class: A, Predicted: B, Probability: 0.9960587206072662
