Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.9999838084540343
Sequence55.csv_1: True Class: B, Predicted: A, Probability: 0.9598966151899584
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.9301492845722098
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.9999987650666003
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9999994031165625
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999584416890658
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999699
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9999984714992874
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.9999999980214049
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.9925733751640914
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9999999970190873
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.9999999984900777
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.8130073245223185
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9999957031330614
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999879
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9998513194843921
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9999998549682436
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.8212802864282095
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9999999950615274
Sequence569.csv_1: True Class: B, Predicted: A, Probability: 0.9865109914523496
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 0.9999841566520794
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999931808141371
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999999976208445
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999986
Sequence574.csv_1: True Class: B, Predicted: A, Probability: 0.999990560624641
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 0.9999958245621607
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9987369501484851
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9975001819886902
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997484288
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.9999999997799334
Sequence581.csv_1: True Class: B, Predicted: B, Probability: 0.9994278436708947
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9999999989900469
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9999999909650825
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999888356
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999744
Sequence586.csv_1: True Class: A, Predicted: B, Probability: 0.9811656526949752
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9954042646885968
Sequence588.csv_1: True Class: B, Predicted: B, Probability: 0.7633302691655744
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence59.csv_1: True Class: B, Predicted: B, Probability: 0.9273259570044884
Sequence590.csv_1: True Class: B, Predicted: B, Probability: 0.9972460207216366
Sequence591.csv_1: True Class: B, Predicted: A, Probability: 0.9999566016637942
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.8240267901531713
Sequence593.csv_1: True Class: B, Predicted: B, Probability: 0.999988960399137
Sequence594.csv_1: True Class: A, Predicted: B, Probability: 0.9996662232396835
Sequence595.csv_1: True Class: B, Predicted: B, Probability: 0.999999645205266
Sequence596.csv_1: True Class: A, Predicted: B, Probability: 0.8119998746774998
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9999998822983286
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.9990654657919258
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999926
Sequence60.csv_1: True Class: A, Predicted: B, Probability: 0.9409923044760284
Sequence600.csv_1: True Class: B, Predicted: A, Probability: 0.9999999418885422
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.999983288314961
Sequence602.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999998499
Sequence603.csv_1: True Class: A, Predicted: B, Probability: 0.6487043187657283
Sequence604.csv_1: True Class: B, Predicted: B, Probability: 0.9999498371003451
Sequence605.csv_1: True Class: B, Predicted: A, Probability: 0.9999988459117595
Sequence606.csv_1: True Class: B, Predicted: B, Probability: 0.9879472903205632
Sequence607.csv_1: True Class: B, Predicted: A, Probability: 0.9363020164892104
Sequence608.csv_1: True Class: B, Predicted: B, Probability: 0.9857689721760534
Sequence609.csv_1: True Class: A, Predicted: A, Probability: 0.993844750713361
Sequence61.csv_1: True Class: A, Predicted: B, Probability: 0.9751704560249483
