Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence55.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence553.csv_1: True Class: A, Predicted: B, Probability: 0.8115845539280959
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.8115845539280959
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.8115845539280959
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence562.csv_1: True Class: A, Predicted: B, Probability: 0.8115845539280959
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence565.csv_1: True Class: A, Predicted: B, Probability: 0.8115845539280959
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence568.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence57.csv_1: True Class: A, Predicted: B, Probability: 0.8115845539280959
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence571.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence572.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.8115845539280959
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.8115845539280959
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence578.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.8115845539280959
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence581.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence582.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.8115845539280959
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.8115845539280959
Sequence585.csv_1: True Class: A, Predicted: B, Probability: 0.8115845539280959
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence587.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.8115845539280959
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.8115845539280959
