Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9990996369602382
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999347733
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.939035818376757
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.9995931090878942
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.9978845829648655
Sequence553.csv_1: True Class: A, Predicted: B, Probability: 0.9733434056895252
Sequence554.csv_1: True Class: A, Predicted: A, Probability: 0.9999997276874493
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9999654433062011
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.999179746303608
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9821683922497859
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.6900185753457809
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.8669346701850666
Sequence560.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999978951
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.9966850965600941
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9560765732187825
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999939357192849
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.999999999989917
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9986371459616674
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.999146227685457
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9996174244774874
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9999455924664058
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999209427
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9998723923486075
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999054244
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.973825170138991
Sequence572.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.999999999990384
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 0.9999999950924643
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.999999968729347
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9832453421123221
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.94623814132951
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9999476818627206
Sequence579.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.999999994086151
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.9999464909385988
Sequence581.csv_1: True Class: B, Predicted: B, Probability: 0.9999996007904384
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9998991119767614
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9995408717699265
Sequence584.csv_1: True Class: B, Predicted: B, Probability: 0.5681689977018086
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.919789147114417
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9938009242661798
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 0.9999932815359619
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999827351
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.7709893417493896
Sequence590.csv_1: True Class: A, Predicted: B, Probability: 0.9999405949964881
