Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.8532043374688331
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.9498187164324134
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9317648052129983
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.9944817173230777
Sequence552.csv_1: True Class: B, Predicted: A, Probability: 0.6722899569645265
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.8894922120876075
Sequence554.csv_1: True Class: A, Predicted: A, Probability: 0.9838203280984067
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.9999998935036846
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.8537042895508836
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.9992869311451388
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9999556414849129
Sequence559.csv_1: True Class: B, Predicted: A, Probability: 0.9542356404400848
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9998423814897448
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.9997759181120206
Sequence561.csv_1: True Class: A, Predicted: B, Probability: 0.9900319417638381
Sequence562.csv_1: True Class: A, Predicted: B, Probability: 0.9999999975593175
Sequence563.csv_1: True Class: B, Predicted: A, Probability: 0.9988638959823449
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.9947138538767643
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.999871495522284
Sequence566.csv_1: True Class: B, Predicted: A, Probability: 0.9999992069649327
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.9646637962946262
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.5191558174695878
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.9998046754016151
Sequence57.csv_1: True Class: B, Predicted: A, Probability: 0.5572496508190237
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9400548515583786
Sequence571.csv_1: True Class: B, Predicted: A, Probability: 0.9999999799036747
Sequence572.csv_1: True Class: B, Predicted: A, Probability: 0.972654043132565
Sequence573.csv_1: True Class: B, Predicted: A, Probability: 0.9991632983606513
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.9988974953879263
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9983876342987925
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.9999198040837498
Sequence577.csv_1: True Class: B, Predicted: A, Probability: 0.8114975989259929
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.7798572655963172
Sequence579.csv_1: True Class: B, Predicted: B, Probability: 0.9325453561126633
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.8718486376042852
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9998856323819646
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.9999482831960428
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.97036674388692
Sequence583.csv_1: True Class: B, Predicted: B, Probability: 0.9979847793995676
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.8313262666188621
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.9999460791658815
Sequence586.csv_1: True Class: A, Predicted: B, Probability: 0.9999879198322624
Sequence587.csv_1: True Class: A, Predicted: B, Probability: 0.9718028210410853
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 0.9999982683474656
