Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9987122755156265
Sequence55.csv_1: True Class: C, Predicted: A, Probability: 0.9609978909089942
Sequence550.csv_1: True Class: B, Predicted: A, Probability: 0.8916802125425447
Sequence551.csv_1: True Class: A, Predicted: C, Probability: 0.9880837043905726
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9880996258846867
Sequence553.csv_1: True Class: C, Predicted: C, Probability: 0.9493341913959805
Sequence554.csv_1: True Class: C, Predicted: A, Probability: 0.9999929618897321
Sequence555.csv_1: True Class: B, Predicted: A, Probability: 0.99999960810827
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9929092003712447
Sequence557.csv_1: True Class: C, Predicted: C, Probability: 0.9999999235142325
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.9999576315463259
Sequence559.csv_1: True Class: A, Predicted: B, Probability: 0.9999999155224379
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.9999999205564257
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.9351701003782441
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.9948125799698065
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.9993539426882587
Sequence563.csv_1: True Class: C, Predicted: C, Probability: 0.6693355852612398
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.9999998611862911
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9984039161064031
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9956103000773728
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.8431870171271367
Sequence568.csv_1: True Class: B, Predicted: A, Probability: 0.9999809632485662
Sequence569.csv_1: True Class: C, Predicted: B, Probability: 0.6708024994077441
Sequence57.csv_1: True Class: C, Predicted: C, Probability: 0.9677454737112189
Sequence570.csv_1: True Class: B, Predicted: C, Probability: 0.9999727655822911
Sequence571.csv_1: True Class: B, Predicted: C, Probability: 0.9999892154667892
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.9987402300199938
Sequence573.csv_1: True Class: B, Predicted: C, Probability: 0.9067019851317055
Sequence574.csv_1: True Class: C, Predicted: C, Probability: 0.990489742710699
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.7696292848550864
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 0.9996875182711588
Sequence577.csv_1: True Class: B, Predicted: A, Probability: 0.8677620925191464
Sequence578.csv_1: True Class: B, Predicted: A, Probability: 0.9651769446269788
Sequence579.csv_1: True Class: B, Predicted: A, Probability: 0.9967817631972343
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9999999985012765
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9999999946453413
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.9506763501066929
Sequence582.csv_1: True Class: A, Predicted: B, Probability: 0.9999168724070228
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9999999916543035
Sequence584.csv_1: True Class: B, Predicted: A, Probability: 0.9999956372424983
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.9998578451731545
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.9419771975235638
Sequence587.csv_1: True Class: A, Predicted: C, Probability: 0.9993469415929449
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 0.998555158548526
Sequence589.csv_1: True Class: B, Predicted: A, Probability: 0.8323474122384324
Sequence59.csv_1: True Class: B, Predicted: B, Probability: 0.4974859821677354
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9999955725431381
Sequence591.csv_1: True Class: B, Predicted: A, Probability: 0.9918341310287778
Sequence592.csv_1: True Class: A, Predicted: C, Probability: 0.9725365115766103
Sequence593.csv_1: True Class: B, Predicted: C, Probability: 0.9876837629163704
Sequence594.csv_1: True Class: A, Predicted: B, Probability: 0.6679829317931194
Sequence595.csv_1: True Class: C, Predicted: C, Probability: 0.998144075448818
Sequence596.csv_1: True Class: B, Predicted: B, Probability: 0.9999730742129135
Sequence597.csv_1: True Class: C, Predicted: B, Probability: 0.8967806381983832
Sequence598.csv_1: True Class: C, Predicted: A, Probability: 0.9989702095902473
Sequence599.csv_1: True Class: A, Predicted: B, Probability: 0.9997592792948168
Sequence6.csv_1: True Class: C, Predicted: C, Probability: 0.9999985444626736
Sequence60.csv_1: True Class: B, Predicted: A, Probability: 0.9999999881694944
Sequence600.csv_1: True Class: C, Predicted: A, Probability: 0.9868812029561578
Sequence601.csv_1: True Class: B, Predicted: A, Probability: 0.9551198715917851
Sequence602.csv_1: True Class: C, Predicted: B, Probability: 0.9999999997440998
Sequence603.csv_1: True Class: B, Predicted: B, Probability: 0.9994861951978993
Sequence604.csv_1: True Class: B, Predicted: A, Probability: 0.9628528599901924
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.999999991644339
Sequence606.csv_1: True Class: A, Predicted: B, Probability: 0.9994537329922906
Sequence607.csv_1: True Class: B, Predicted: B, Probability: 0.9085922920229547
Sequence608.csv_1: True Class: A, Predicted: C, Probability: 0.8881206568199225
Sequence609.csv_1: True Class: C, Predicted: B, Probability: 0.9999558745818036
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.9986447233017649
Sequence610.csv_1: True Class: A, Predicted: C, Probability: 0.9458014000597293
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 0.9226479238259832
Sequence612.csv_1: True Class: C, Predicted: B, Probability: 0.9843700781650189
Sequence613.csv_1: True Class: B, Predicted: C, Probability: 0.9999438454412231
Sequence614.csv_1: True Class: C, Predicted: A, Probability: 0.6681824607296573
Sequence615.csv_1: True Class: B, Predicted: C, Probability: 0.5614595112711916
Sequence616.csv_1: True Class: C, Predicted: C, Probability: 0.7193631461963754
Sequence617.csv_1: True Class: B, Predicted: C, Probability: 0.9168553314364521
Sequence618.csv_1: True Class: B, Predicted: B, Probability: 0.9904558302674406
Sequence619.csv_1: True Class: B, Predicted: A, Probability: 0.9978700605416235
Sequence62.csv_1: True Class: C, Predicted: B, Probability: 0.695468888777344
Sequence620.csv_1: True Class: A, Predicted: A, Probability: 0.9975371113156936
Sequence621.csv_1: True Class: B, Predicted: C, Probability: 0.9999998244530075
Sequence622.csv_1: True Class: B, Predicted: C, Probability: 0.9738611732325205
Sequence623.csv_1: True Class: B, Predicted: A, Probability: 0.999978514843951
Sequence624.csv_1: True Class: A, Predicted: B, Probability: 0.9817097888079143
Sequence625.csv_1: True Class: C, Predicted: B, Probability: 0.8763088615398212
Sequence626.csv_1: True Class: B, Predicted: A, Probability: 0.8660092003927188
Sequence627.csv_1: True Class: B, Predicted: A, Probability: 0.9999619854719164
Sequence628.csv_1: True Class: B, Predicted: A, Probability: 0.963080353227641
Sequence629.csv_1: True Class: B, Predicted: C, Probability: 0.978838494174705
Sequence63.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999981769
Sequence630.csv_1: True Class: C, Predicted: A, Probability: 0.9990074006381908
Sequence631.csv_1: True Class: A, Predicted: C, Probability: 0.9948879099717878
Sequence632.csv_1: True Class: B, Predicted: A, Probability: 0.9988029044856701
Sequence633.csv_1: True Class: C, Predicted: C, Probability: 0.9526795762781357
Sequence634.csv_1: True Class: B, Predicted: B, Probability: 0.9999353898279377
Sequence635.csv_1: True Class: A, Predicted: B, Probability: 0.9998505895170494
Sequence636.csv_1: True Class: A, Predicted: C, Probability: 0.5536542628483586
Sequence637.csv_1: True Class: B, Predicted: A, Probability: 0.6711796092832327
Sequence638.csv_1: True Class: B, Predicted: C, Probability: 0.8655369899139959
Sequence639.csv_1: True Class: C, Predicted: A, Probability: 0.9991942638448659
Sequence64.csv_1: True Class: A, Predicted: C, Probability: 0.9997623196861775
Sequence640.csv_1: True Class: C, Predicted: C, Probability: 0.9999957940652019
Sequence641.csv_1: True Class: B, Predicted: B, Probability: 0.8707895590416325
Sequence642.csv_1: True Class: C, Predicted: C, Probability: 0.5066412015333782
Sequence643.csv_1: True Class: B, Predicted: C, Probability: 0.9760578978023947
Sequence644.csv_1: True Class: A, Predicted: C, Probability: 0.9004529171125897
Sequence645.csv_1: True Class: B, Predicted: B, Probability: 0.8688979485102858
Sequence646.csv_1: True Class: B, Predicted: A, Probability: 0.8367554227965234
Sequence647.csv_1: True Class: A, Predicted: A, Probability: 0.9999573577336438
Sequence648.csv_1: True Class: C, Predicted: C, Probability: 0.6366450739778906
Sequence649.csv_1: True Class: A, Predicted: A, Probability: 0.9985818616300288
Sequence65.csv_1: True Class: C, Predicted: A, Probability: 0.9700163068720966
Sequence650.csv_1: True Class: B, Predicted: A, Probability: 0.9309727810587441
Sequence651.csv_1: True Class: A, Predicted: B, Probability: 0.9956029147662657
Sequence652.csv_1: True Class: B, Predicted: C, Probability: 0.9452723021891544
Sequence653.csv_1: True Class: B, Predicted: B, Probability: 0.8197313576162406
Sequence654.csv_1: True Class: C, Predicted: C, Probability: 0.9943021403371628
Sequence655.csv_1: True Class: A, Predicted: A, Probability: 0.9999993021715616
Sequence656.csv_1: True Class: C, Predicted: C, Probability: 0.9999991800150592
Sequence657.csv_1: True Class: B, Predicted: B, Probability: 0.5094289904316098
Sequence658.csv_1: True Class: A, Predicted: C, Probability: 0.9886810675173148
Sequence659.csv_1: True Class: C, Predicted: C, Probability: 0.7266528974803134
Sequence66.csv_1: True Class: B, Predicted: C, Probability: 0.6207110204258868
Sequence660.csv_1: True Class: A, Predicted: A, Probability: 0.9996714415294468
Sequence661.csv_1: True Class: A, Predicted: C, Probability: 0.8938576124564618
Sequence662.csv_1: True Class: B, Predicted: C, Probability: 0.9996340562857647
Sequence663.csv_1: True Class: A, Predicted: B, Probability: 0.8202520479140282
Sequence664.csv_1: True Class: B, Predicted: C, Probability: 0.9997545062894733
Sequence665.csv_1: True Class: A, Predicted: C, Probability: 0.9697550174358907
Sequence666.csv_1: True Class: C, Predicted: B, Probability: 0.987797233527575
Sequence667.csv_1: True Class: B, Predicted: B, Probability: 0.619928688379631
Sequence668.csv_1: True Class: C, Predicted: C, Probability: 0.9940557410079454
Sequence669.csv_1: True Class: B, Predicted: C, Probability: 0.9142950800801221
Sequence67.csv_1: True Class: B, Predicted: B, Probability: 0.9969384442272301
Sequence670.csv_1: True Class: C, Predicted: B, Probability: 0.9488712565783476
Sequence671.csv_1: True Class: B, Predicted: C, Probability: 0.8869006604272333
Sequence672.csv_1: True Class: C, Predicted: B, Probability: 0.9071812722795357
Sequence673.csv_1: True Class: C, Predicted: A, Probability: 0.9995537823177308
Sequence674.csv_1: True Class: A, Predicted: B, Probability: 0.9300723329131554
Sequence675.csv_1: True Class: B, Predicted: C, Probability: 0.9762308134153415
Sequence676.csv_1: True Class: A, Predicted: B, Probability: 0.9999995601283778
