Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9880140623099135
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.999938246480734
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.5511397572878077
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.9997758791080478
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9993164469242554
Sequence553.csv_1: True Class: A, Predicted: B, Probability: 0.9838276766670924
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9999749994648603
Sequence555.csv_1: True Class: B, Predicted: A, Probability: 0.9999998744731435
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9999961417160026
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.9548980679222412
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.9767797194490077
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 0.9837334916575746
Sequence56.csv_1: True Class: A, Predicted: B, Probability: 0.9837455763014332
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.999981647881103
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.789967073704349
Sequence562.csv_1: True Class: A, Predicted: B, Probability: 0.9999449779778986
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9998806964691057
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9893923498025455
Sequence565.csv_1: True Class: B, Predicted: A, Probability: 0.9827911156635963
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.8566749077997495
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9999999277267666
Sequence568.csv_1: True Class: B, Predicted: A, Probability: 0.9997363261734823
Sequence569.csv_1: True Class: B, Predicted: A, Probability: 0.9924965194432261
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9997430667686213
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9934001180990413
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.999992520212841
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999564476304654
Sequence573.csv_1: True Class: B, Predicted: A, Probability: 0.9995089183609877
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.8733299587340635
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 0.9906284238998923
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9999999938742044
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.9979730071370722
Sequence578.csv_1: True Class: B, Predicted: A, Probability: 0.82730215712242
Sequence579.csv_1: True Class: B, Predicted: A, Probability: 0.9999190467356504
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9730102367459923
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.7275742059518922
Sequence581.csv_1: True Class: A, Predicted: B, Probability: 0.8977418809819828
Sequence582.csv_1: True Class: B, Predicted: B, Probability: 0.9251581307262173
Sequence583.csv_1: True Class: B, Predicted: B, Probability: 0.9506006498081886
Sequence584.csv_1: True Class: B, Predicted: A, Probability: 0.9999997925715782
Sequence585.csv_1: True Class: B, Predicted: B, Probability: 0.9946532738919984
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.9992702848276933
Sequence587.csv_1: True Class: B, Predicted: A, Probability: 0.9993546910185166
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.6152649212792752
Sequence589.csv_1: True Class: A, Predicted: B, Probability: 0.7823187511034215
Sequence59.csv_1: True Class: B, Predicted: A, Probability: 0.6645841859798928
Sequence590.csv_1: True Class: B, Predicted: B, Probability: 0.9560816833181205
Sequence591.csv_1: True Class: B, Predicted: A, Probability: 0.9913521978771209
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9994639447193462
Sequence593.csv_1: True Class: A, Predicted: B, Probability: 0.9856272737937779
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999993627287729
Sequence595.csv_1: True Class: B, Predicted: A, Probability: 0.8518756900938803
Sequence596.csv_1: True Class: A, Predicted: B, Probability: 0.9999999492930874
Sequence597.csv_1: True Class: B, Predicted: A, Probability: 0.9999941163451237
Sequence598.csv_1: True Class: A, Predicted: B, Probability: 0.9999720937641599
Sequence599.csv_1: True Class: B, Predicted: A, Probability: 0.9997454129166627
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.9629021382861199
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.6672503119853881
Sequence600.csv_1: True Class: A, Predicted: B, Probability: 0.9999848839805464
Sequence601.csv_1: True Class: A, Predicted: B, Probability: 0.9912521448854774
Sequence602.csv_1: True Class: A, Predicted: B, Probability: 0.9926682537061656
Sequence603.csv_1: True Class: A, Predicted: A, Probability: 0.7772500601748958
Sequence604.csv_1: True Class: A, Predicted: B, Probability: 0.9901863792439335
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.9926498660393073
Sequence606.csv_1: True Class: A, Predicted: B, Probability: 0.9772948483417716
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 0.9513382462797609
Sequence608.csv_1: True Class: B, Predicted: B, Probability: 0.769571163927748
Sequence609.csv_1: True Class: A, Predicted: B, Probability: 0.9999581726607052
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.9999894891948837
Sequence610.csv_1: True Class: B, Predicted: B, Probability: 0.9999986162417335
Sequence611.csv_1: True Class: B, Predicted: B, Probability: 0.9954470981983354
Sequence612.csv_1: True Class: A, Predicted: B, Probability: 0.9976849449185169
Sequence613.csv_1: True Class: B, Predicted: A, Probability: 0.9998498071618811
Sequence614.csv_1: True Class: A, Predicted: B, Probability: 0.9999637602719768
Sequence615.csv_1: True Class: B, Predicted: B, Probability: 0.9999992908406693
Sequence616.csv_1: True Class: B, Predicted: B, Probability: 0.9813028128869926
Sequence617.csv_1: True Class: B, Predicted: B, Probability: 0.9999998100545284
Sequence618.csv_1: True Class: A, Predicted: B, Probability: 0.8116198725339592
Sequence619.csv_1: True Class: B, Predicted: B, Probability: 0.8806476034970863
Sequence62.csv_1: True Class: A, Predicted: A, Probability: 0.9548335560196318
Sequence620.csv_1: True Class: B, Predicted: A, Probability: 0.9233809717511208
Sequence621.csv_1: True Class: B, Predicted: B, Probability: 0.99998957312083
Sequence622.csv_1: True Class: A, Predicted: A, Probability: 0.9999983810167394
Sequence623.csv_1: True Class: A, Predicted: B, Probability: 0.8462673175129403
Sequence624.csv_1: True Class: A, Predicted: B, Probability: 0.9630905298747914
Sequence625.csv_1: True Class: B, Predicted: B, Probability: 0.9134269754150776
Sequence626.csv_1: True Class: B, Predicted: B, Probability: 0.5047059198917424
Sequence627.csv_1: True Class: B, Predicted: B, Probability: 0.995812450293303
Sequence628.csv_1: True Class: A, Predicted: A, Probability: 0.5385659769328303
Sequence629.csv_1: True Class: B, Predicted: A, Probability: 0.9930779283353447
Sequence63.csv_1: True Class: B, Predicted: A, Probability: 0.9172562894443175
Sequence630.csv_1: True Class: B, Predicted: A, Probability: 0.8540450209454027
Sequence631.csv_1: True Class: B, Predicted: B, Probability: 0.983555556098124
Sequence632.csv_1: True Class: A, Predicted: B, Probability: 0.8366226585895382
Sequence633.csv_1: True Class: A, Predicted: A, Probability: 0.9942628625601598
Sequence634.csv_1: True Class: B, Predicted: A, Probability: 0.9986618178858445
Sequence635.csv_1: True Class: B, Predicted: B, Probability: 0.9559386854224512
Sequence636.csv_1: True Class: B, Predicted: B, Probability: 0.9545594926506233
Sequence637.csv_1: True Class: B, Predicted: B, Probability: 0.9940712597995834
Sequence638.csv_1: True Class: A, Predicted: A, Probability: 0.8233033753934327
Sequence639.csv_1: True Class: B, Predicted: A, Probability: 0.9998097846996918
