Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.7746011938245402
Sequence55.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999975644
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.9999095409022257
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence553.csv_1: True Class: B, Predicted: A, Probability: 0.9997116328388701
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9999999975593746
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999972
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9973203350795131
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.999999803824288
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence560.csv_1: True Class: B, Predicted: B, Probability: 0.9999999991154115
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.999999999999923
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.7568773935922221
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9999999998031468
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.9998293807430967
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.9999999266228818
Sequence568.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9998058045704638
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9999999868328067
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999994
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999991117
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.9999999790392488
