Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.8533287091188935
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.9497351589324738
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9321260163817154
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.9944137689816079
Sequence552.csv_1: True Class: B, Predicted: A, Probability: 0.6723438254346278
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.8895128088764818
Sequence554.csv_1: True Class: A, Predicted: A, Probability: 0.9838401183585067
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.9999998952316359
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.8536071710640577
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.9992847047995601
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9999549495890812
Sequence559.csv_1: True Class: B, Predicted: A, Probability: 0.9542294800551433
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9998422971393639
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.9997758508811374
Sequence561.csv_1: True Class: A, Predicted: B, Probability: 0.9900155295227442
Sequence562.csv_1: True Class: A, Predicted: B, Probability: 0.9999999975632319
Sequence563.csv_1: True Class: B, Predicted: A, Probability: 0.9988591974198415
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.9947213560594601
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9998698777051707
Sequence566.csv_1: True Class: B, Predicted: A, Probability: 0.9999992035418866
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.9645465816504454
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.5226035415549455
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.999804070849271
Sequence57.csv_1: True Class: B, Predicted: A, Probability: 0.556739188171104
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9402905699043008
Sequence571.csv_1: True Class: B, Predicted: A, Probability: 0.9999999798671961
Sequence572.csv_1: True Class: B, Predicted: A, Probability: 0.9723996028574048
Sequence573.csv_1: True Class: B, Predicted: A, Probability: 0.9991534814593984
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.9988983656098032
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9983916227959305
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.9999201727955092
Sequence577.csv_1: True Class: B, Predicted: A, Probability: 0.811871914376675
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.7788735469496579
Sequence579.csv_1: True Class: B, Predicted: B, Probability: 0.9329786939475002
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.8713621664881394
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9998847631566915
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.9999482246740824
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.969901193585635
Sequence583.csv_1: True Class: B, Predicted: B, Probability: 0.9979982075480365
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.8313817610329624
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.999945718914615
Sequence586.csv_1: True Class: A, Predicted: B, Probability: 0.9999880423101095
Sequence587.csv_1: True Class: A, Predicted: B, Probability: 0.9718387613165802
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 0.999998246955661
Sequence589.csv_1: True Class: A, Predicted: B, Probability: 0.99033072005685
Sequence59.csv_1: True Class: B, Predicted: B, Probability: 0.9999490232710286
Sequence590.csv_1: True Class: B, Predicted: A, Probability: 0.5577291302729702
Sequence591.csv_1: True Class: B, Predicted: A, Probability: 0.9999654208274533
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.9842965741438027
Sequence593.csv_1: True Class: A, Predicted: B, Probability: 0.5244481705238212
Sequence594.csv_1: True Class: A, Predicted: B, Probability: 0.975253460882177
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.7003687153921134
Sequence596.csv_1: True Class: B, Predicted: B, Probability: 0.9993296050916061
Sequence597.csv_1: True Class: A, Predicted: B, Probability: 0.9985460754703771
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9999919811446806
Sequence599.csv_1: True Class: A, Predicted: B, Probability: 0.9997585936174388
Sequence6.csv_1: True Class: A, Predicted: B, Probability: 0.9657244480279458
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.9999996438339314
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.678948460461957
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.9999848646540922
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9110506188313293
Sequence603.csv_1: True Class: B, Predicted: A, Probability: 0.8721784289462875
Sequence604.csv_1: True Class: A, Predicted: B, Probability: 0.6249273104891067
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.9823715517000328
Sequence606.csv_1: True Class: B, Predicted: B, Probability: 0.9999889214166263
Sequence607.csv_1: True Class: A, Predicted: B, Probability: 0.9999831880930719
Sequence608.csv_1: True Class: A, Predicted: A, Probability: 0.9609279004687596
Sequence609.csv_1: True Class: A, Predicted: B, Probability: 0.9968639095802814
Sequence61.csv_1: True Class: B, Predicted: B, Probability: 0.7661487147398173
Sequence610.csv_1: True Class: A, Predicted: B, Probability: 0.9907792924926125
Sequence611.csv_1: True Class: B, Predicted: B, Probability: 0.9965049863604197
Sequence612.csv_1: True Class: B, Predicted: B, Probability: 0.9994122136589184
Sequence613.csv_1: True Class: A, Predicted: A, Probability: 0.9997826636517061
Sequence614.csv_1: True Class: A, Predicted: A, Probability: 0.9803042565344656
Sequence615.csv_1: True Class: B, Predicted: A, Probability: 0.9895360070139735
