Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9903078071770964
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.9999948760592944
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.8929695175703123
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.9970272361452481
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.999999968591184
Sequence553.csv_1: True Class: B, Predicted: A, Probability: 0.6219081529132698
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.999999451473218
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.9999743032511539
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999695
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.990301173997064
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9113518648214382
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9762400951309684
Sequence56.csv_1: True Class: B, Predicted: A, Probability: 0.9574872709928295
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9999888058173145
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9924040235012049
Sequence562.csv_1: True Class: A, Predicted: B, Probability: 0.9664795099557216
Sequence563.csv_1: True Class: A, Predicted: B, Probability: 0.9992307612812539
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999999993531848
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9999992160496641
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999166350550351
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.6678815858910798
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9351599080840127
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9999999720751059
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9999968867621863
Sequence570.csv_1: True Class: A, Predicted: B, Probability: 0.9999779079713129
Sequence571.csv_1: True Class: A, Predicted: B, Probability: 0.9991815018132063
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9989824222793874
Sequence573.csv_1: True Class: A, Predicted: B, Probability: 0.9998298175916696
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9119586890756343
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9998332317075777
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.99994789980635
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9999991009849678
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.9789824671655186
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999997385
Sequence58.csv_1: True Class: A, Predicted: B, Probability: 0.9999999950738954
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9993441656716071
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9999991965621099
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.7517319421818106
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.8747341191674439
Sequence585.csv_1: True Class: A, Predicted: B, Probability: 0.5620280798634977
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.6678772900180947
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9996482617489149
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.929608229724312
Sequence589.csv_1: True Class: A, Predicted: B, Probability: 0.9994375358388999
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9999999971818218
Sequence590.csv_1: True Class: A, Predicted: B, Probability: 0.9999984891936297
Sequence591.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999956103
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9999999977505178
Sequence593.csv_1: True Class: A, Predicted: B, Probability: 0.9999935273781718
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9991789493216892
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.9999999907628943
Sequence596.csv_1: True Class: B, Predicted: A, Probability: 0.9998978454051335
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999959591
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9993067156029652
Sequence599.csv_1: True Class: A, Predicted: B, Probability: 0.9999216463433126
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.7804265757873793
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.9993842392954781
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999785
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.9978596582313657
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9915479971864599
Sequence603.csv_1: True Class: A, Predicted: B, Probability: 0.9999315027758623
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.9981571931558519
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.9999868239543289
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.9999999034910284
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 0.9933833198727405
Sequence608.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999737383
Sequence609.csv_1: True Class: B, Predicted: B, Probability: 0.9708095812941285
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.9984290681260503
Sequence610.csv_1: True Class: A, Predicted: A, Probability: 0.6506988290226132
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 0.9999947127012976
Sequence612.csv_1: True Class: A, Predicted: B, Probability: 0.8431427775685016
Sequence613.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999999973
Sequence614.csv_1: True Class: A, Predicted: A, Probability: 0.9999997286185036
Sequence615.csv_1: True Class: A, Predicted: A, Probability: 0.9999999377712534
Sequence616.csv_1: True Class: A, Predicted: B, Probability: 0.9824661518958714
