Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.9999754177594636
Sequence55.csv_1: True Class: B, Predicted: B, Probability: 0.9986246253918168
Sequence550.csv_1: True Class: B, Predicted: A, Probability: 0.6274035939867495
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.6715365379848437
Sequence552.csv_1: True Class: B, Predicted: A, Probability: 0.9994686955068106
Sequence553.csv_1: True Class: A, Predicted: B, Probability: 0.5154968485825755
Sequence554.csv_1: True Class: A, Predicted: A, Probability: 0.9998793930727862
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9506300584664329
Sequence556.csv_1: True Class: B, Predicted: A, Probability: 0.942848787058122
Sequence557.csv_1: True Class: B, Predicted: A, Probability: 0.9996707892566117
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.7163958467180163
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 0.7816070881167055
Sequence56.csv_1: True Class: B, Predicted: A, Probability: 0.8867228138530957
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.9987303616171461
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.9999956920307598
Sequence562.csv_1: True Class: B, Predicted: A, Probability: 0.9786629031923184
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.9996592094316632
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.9643569247828644
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9998722465505805
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.6117231948378702
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9999956146377389
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9999989718362795
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.9530064008098492
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 0.7445488418204056
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9915454549276336
Sequence571.csv_1: True Class: B, Predicted: B, Probability: 0.8652077364077619
Sequence572.csv_1: True Class: B, Predicted: B, Probability: 0.9972839608874262
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.9861832997193446
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9999488274514348
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9942347174941389
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 0.9999999070946096
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.6497411509820648
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.6612153962065165
Sequence579.csv_1: True Class: B, Predicted: A, Probability: 0.9999940105634771
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.9909000291882777
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.9383054042334574
Sequence581.csv_1: True Class: A, Predicted: B, Probability: 0.999392182263107
Sequence582.csv_1: True Class: B, Predicted: B, Probability: 0.7339538087750067
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9997412038753192
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9639798818416746
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.8771358838660064
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.9822913163550344
Sequence587.csv_1: True Class: B, Predicted: B, Probability: 0.9999977323664897
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 0.9994956742799175
Sequence589.csv_1: True Class: A, Predicted: B, Probability: 0.6648805838646642
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9483607876111938
Sequence590.csv_1: True Class: B, Predicted: B, Probability: 0.9999999991716327
Sequence591.csv_1: True Class: B, Predicted: A, Probability: 0.9998208608292611
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.9998179619182247
Sequence593.csv_1: True Class: B, Predicted: B, Probability: 0.9970889607227892
Sequence594.csv_1: True Class: A, Predicted: B, Probability: 0.9850887382473622
Sequence595.csv_1: True Class: B, Predicted: B, Probability: 0.9994405334160702
Sequence596.csv_1: True Class: A, Predicted: B, Probability: 0.7754209095577024
Sequence597.csv_1: True Class: B, Predicted: B, Probability: 0.9668682567330492
Sequence598.csv_1: True Class: B, Predicted: A, Probability: 0.9999857742965049
Sequence599.csv_1: True Class: A, Predicted: B, Probability: 0.9998707068403376
Sequence6.csv_1: True Class: B, Predicted: A, Probability: 0.9622039368387907
Sequence60.csv_1: True Class: B, Predicted: B, Probability: 0.9999999991237082
Sequence600.csv_1: True Class: B, Predicted: B, Probability: 0.9949943909402995
Sequence601.csv_1: True Class: A, Predicted: B, Probability: 0.9982343519772308
Sequence602.csv_1: True Class: A, Predicted: B, Probability: 0.9982280300077627
Sequence603.csv_1: True Class: A, Predicted: A, Probability: 0.9991458130331425
Sequence604.csv_1: True Class: B, Predicted: B, Probability: 0.7701110126055655
Sequence605.csv_1: True Class: B, Predicted: B, Probability: 0.9996808055950432
Sequence606.csv_1: True Class: B, Predicted: B, Probability: 0.9667611075701635
