Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998818
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999380818
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.9993174285316598
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999999897788702
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9999999928946778
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9997823750407976
Sequence554.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9999997668549235
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997731066
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9999999979455704
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.999999999996322
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9999999072257061
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9999994529965136
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999983
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.999999999972943
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999996
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9994412256321058
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999263172
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.9999999982261534
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.9999993858487227
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998515847
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9998056748092771
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999399
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999963648925193
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999975
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.999999563858425
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.999999999982509
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9999991555729387
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.999999436876393
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999179326
