Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999953576
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.8855874909405635
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999998172176205
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9918601909107538
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999876056
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.999999999999589
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9976370008039854
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999997906
Sequence557.csv_1: True Class: B, Predicted: A, Probability: 0.9999999408319993
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9999999993100486
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9999940932546456
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9999999990092672
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999559427
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9999982900641238
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999816908
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999659018
Sequence565.csv_1: True Class: B, Predicted: A, Probability: 0.9970482021210036
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.9992359767863215
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9999162750904536
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999724
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999615939
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9987879476446637
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999975454705443
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999877182
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9999412263628408
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.9999999990329899
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.999977751858359
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9970360884662561
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.999999999750614
Sequence580.csv_1: True Class: A, Predicted: B, Probability: 0.9999999956094601
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.8838256638113853
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9999999980813328
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.998926439227407
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9999999996330521
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9999990777406904
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999881001
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999987569
Sequence59.csv_1: True Class: B, Predicted: B, Probability: 0.9999999970507347
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence591.csv_1: True Class: A, Predicted: B, Probability: 0.8587067163384597
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999611414
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999875469
Sequence595.csv_1: True Class: B, Predicted: A, Probability: 0.9999999973265565
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.9999999834237427
Sequence597.csv_1: True Class: B, Predicted: B, Probability: 0.9997923662882585
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9999999991913893
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence6.csv_1: True Class: A, Predicted: B, Probability: 0.9692600599592905
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.9999999996516912
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.99999999999998
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9994536213817721
Sequence603.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.9990470987024206
Sequence607.csv_1: True Class: B, Predicted: B, Probability: 1.0
