Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9945431028969003
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.7913355902504912
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.999911985523799
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999977923056176
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.8207493050029808
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999917393
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.9991083737770275
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.9985673544238799
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.939110514024575
Sequence557.csv_1: True Class: B, Predicted: A, Probability: 0.9990587439611326
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.8965763411230149
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9415396492484898
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9695359442095183
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.7732719835252299
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.9099811345762964
Sequence562.csv_1: True Class: B, Predicted: A, Probability: 0.5207874356236268
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.993268829943371
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.8318199352809075
Sequence565.csv_1: True Class: A, Predicted: B, Probability: 0.7335108051617085
Sequence566.csv_1: True Class: B, Predicted: A, Probability: 0.9998208131351757
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9996792520138291
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9964717821429364
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9989915506078196
Sequence57.csv_1: True Class: A, Predicted: B, Probability: 0.999958660252032
Sequence570.csv_1: True Class: A, Predicted: B, Probability: 0.9998346231763109
Sequence571.csv_1: True Class: A, Predicted: B, Probability: 0.9734549205445091
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999488585665499
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.613425288086354
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.6554303772553803
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.6545938125764751
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9997295652812869
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9999999998305814
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9999478103278906
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.5221288484397976
Sequence58.csv_1: True Class: B, Predicted: A, Probability: 0.9782279761859243
