Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9852689657099013
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.7031607430294085
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.9797890832580518
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.9864496006359007
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9353254514789171
Sequence553.csv_1: True Class: B, Predicted: A, Probability: 0.9977624554514558
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.9857062379702085
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.7611372067672454
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.9270425280589253
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.9441569844280598
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.9693281901377231
Sequence559.csv_1: True Class: B, Predicted: A, Probability: 0.8658325778379892
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.8540358825522841
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9925009163672431
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.6469066857282284
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9313450816501223
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.7941174900859115
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.8129918726324088
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9995851817081004
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.6000614012773899
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9999179433409003
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.525952718031806
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.7924285116419988
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.5350322834152231
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.953003454163638
Sequence571.csv_1: True Class: B, Predicted: A, Probability: 0.998866129978345
Sequence572.csv_1: True Class: B, Predicted: B, Probability: 0.9914602073056168
Sequence573.csv_1: True Class: B, Predicted: A, Probability: 0.9585088713137625
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9381429754756513
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 0.5341655246945799
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.993899774183648
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.6763964794748609
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.865045479936359
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9990077991138737
Sequence58.csv_1: True Class: A, Predicted: B, Probability: 0.9059224019432216
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.9101202478888846
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.9967119721184633
Sequence582.csv_1: True Class: B, Predicted: B, Probability: 0.8516725781871898
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.6980405216804246
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9958073031533323
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.9999957981949119
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.9995028107523831
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.974835390210266
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.7071615648552824
Sequence589.csv_1: True Class: A, Predicted: B, Probability: 0.8523891327504498
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9995990736109841
Sequence590.csv_1: True Class: B, Predicted: B, Probability: 0.938175867172215
Sequence591.csv_1: True Class: B, Predicted: A, Probability: 0.8883334809705532
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.6517015365257127
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9953760654298504
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9982855508561814
Sequence595.csv_1: True Class: B, Predicted: A, Probability: 0.802803505457533
Sequence596.csv_1: True Class: A, Predicted: B, Probability: 0.8029176615446143
Sequence597.csv_1: True Class: A, Predicted: B, Probability: 0.7975582584998698
Sequence598.csv_1: True Class: B, Predicted: A, Probability: 0.8164781508955864
Sequence599.csv_1: True Class: B, Predicted: B, Probability: 0.8297754088645993
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.9994150434009583
Sequence60.csv_1: True Class: A, Predicted: B, Probability: 0.9968251609361696
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.9940764943157211
Sequence601.csv_1: True Class: A, Predicted: B, Probability: 0.9637898097040606
Sequence602.csv_1: True Class: B, Predicted: B, Probability: 0.9732057979046859
Sequence603.csv_1: True Class: A, Predicted: A, Probability: 0.8499410962446738
Sequence604.csv_1: True Class: A, Predicted: B, Probability: 0.982195359726142
Sequence605.csv_1: True Class: A, Predicted: B, Probability: 0.9999040228660703
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.9988736471941927
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 0.9987866419107002
Sequence608.csv_1: True Class: B, Predicted: B, Probability: 0.8184729160588499
Sequence609.csv_1: True Class: B, Predicted: B, Probability: 0.9869610010262931
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.9999212187934114
Sequence610.csv_1: True Class: A, Predicted: B, Probability: 0.9982368428798098
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 0.6575972161546324
Sequence612.csv_1: True Class: A, Predicted: A, Probability: 0.9730683897665088
Sequence613.csv_1: True Class: B, Predicted: A, Probability: 0.7440296980735648
Sequence614.csv_1: True Class: A, Predicted: A, Probability: 0.7985646828191814
Sequence615.csv_1: True Class: B, Predicted: B, Probability: 0.656720736019267
