Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.99871825719064
Sequence55.csv_1: True Class: C, Predicted: A, Probability: 0.9611554142220543
Sequence550.csv_1: True Class: B, Predicted: A, Probability: 0.8915917209272114
Sequence551.csv_1: True Class: A, Predicted: C, Probability: 0.9880622395846308
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9880426264591964
Sequence553.csv_1: True Class: C, Predicted: C, Probability: 0.9496616127917253
Sequence554.csv_1: True Class: C, Predicted: A, Probability: 0.9999929620177879
Sequence555.csv_1: True Class: B, Predicted: A, Probability: 0.9999996063369524
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9929213492815929
Sequence557.csv_1: True Class: C, Predicted: C, Probability: 0.9999999230224577
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.9999576233895067
Sequence559.csv_1: True Class: A, Predicted: B, Probability: 0.9999999159968987
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.9999999210828233
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.9350017111384179
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.9948129256883363
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.9993535671842482
Sequence563.csv_1: True Class: C, Predicted: C, Probability: 0.6684932944023162
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.999999861874639
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9984137717977264
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9956116073741491
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.8431555540636919
Sequence568.csv_1: True Class: B, Predicted: A, Probability: 0.9999808478095359
Sequence569.csv_1: True Class: C, Predicted: B, Probability: 0.6700681601059794
Sequence57.csv_1: True Class: C, Predicted: C, Probability: 0.9677825702155815
Sequence570.csv_1: True Class: B, Predicted: C, Probability: 0.9999727231232716
Sequence571.csv_1: True Class: B, Predicted: C, Probability: 0.9999892006325047
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.9987441543992669
Sequence573.csv_1: True Class: B, Predicted: C, Probability: 0.9061022439852023
Sequence574.csv_1: True Class: C, Predicted: C, Probability: 0.9904875254032796
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.7691662687819134
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 0.9996893845635968
Sequence577.csv_1: True Class: B, Predicted: A, Probability: 0.867048813397272
Sequence578.csv_1: True Class: B, Predicted: A, Probability: 0.9649059222652152
Sequence579.csv_1: True Class: B, Predicted: A, Probability: 0.9967750094949952
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9999999984991259
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.999999994675117
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.950708425589672
Sequence582.csv_1: True Class: A, Predicted: B, Probability: 0.9999168160485634
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9999999916469117
Sequence584.csv_1: True Class: B, Predicted: A, Probability: 0.9999956293788334
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.9998588101346398
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.9422574907649267
Sequence587.csv_1: True Class: A, Predicted: C, Probability: 0.9993473628901652
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 0.9985686384253628
Sequence589.csv_1: True Class: B, Predicted: A, Probability: 0.8315805545719522
Sequence59.csv_1: True Class: B, Predicted: B, Probability: 0.49876511188452577
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9999955929457977
Sequence591.csv_1: True Class: B, Predicted: A, Probability: 0.9918428164333477
Sequence592.csv_1: True Class: A, Predicted: C, Probability: 0.9725365115766099
Sequence593.csv_1: True Class: B, Predicted: C, Probability: 0.9876976973931358
Sequence594.csv_1: True Class: A, Predicted: B, Probability: 0.666728079884354
Sequence595.csv_1: True Class: C, Predicted: C, Probability: 0.9981522149412937
Sequence596.csv_1: True Class: B, Predicted: B, Probability: 0.9999730554727864
Sequence597.csv_1: True Class: C, Predicted: B, Probability: 0.8973990456448809
Sequence598.csv_1: True Class: C, Predicted: A, Probability: 0.9989711727013394
Sequence599.csv_1: True Class: A, Predicted: B, Probability: 0.999759322991619
Sequence6.csv_1: True Class: C, Predicted: C, Probability: 0.9999985431314017
