Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9854590321865312
Sequence55.csv_1: True Class: B, Predicted: B, Probability: 0.9793192267701899
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.9987714147785233
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.998596587283535
Sequence552.csv_1: True Class: B, Predicted: A, Probability: 0.962848278319741
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9406553448731663
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.9971150275312958
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9998490302398781
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9915193370276011
Sequence557.csv_1: True Class: B, Predicted: A, Probability: 0.961273795669642
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.884006948080406
Sequence559.csv_1: True Class: A, Predicted: B, Probability: 0.9988677768555106
Sequence56.csv_1: True Class: A, Predicted: B, Probability: 0.9999998038756048
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.8936707048436378
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9498447784536875
Sequence562.csv_1: True Class: B, Predicted: A, Probability: 0.9999832220539866
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.8028742453516913
Sequence564.csv_1: True Class: B, Predicted: A, Probability: 0.9964492879671224
Sequence565.csv_1: True Class: A, Predicted: B, Probability: 0.5830054087096653
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.9999932967220678
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.9443089236511463
Sequence568.csv_1: True Class: B, Predicted: A, Probability: 0.9999064251197047
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.9929801223646582
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 0.7886953746897543
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.921665141807882
Sequence571.csv_1: True Class: A, Predicted: B, Probability: 0.9373309433544372
Sequence572.csv_1: True Class: B, Predicted: A, Probability: 0.8335708570513796
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.999999200354655
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.8472504350989496
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.999952511576295
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9989985516826017
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9990439741397844
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9236040702379484
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.5073633369986872
Sequence58.csv_1: True Class: B, Predicted: A, Probability: 0.9916686780008463
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.9951596292811716
Sequence581.csv_1: True Class: A, Predicted: B, Probability: 0.9496497994988061
Sequence582.csv_1: True Class: B, Predicted: B, Probability: 0.8207937117463013
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9999356102132021
Sequence584.csv_1: True Class: B, Predicted: A, Probability: 0.9999842402365662
Sequence585.csv_1: True Class: B, Predicted: B, Probability: 0.9796095771813459
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.9998761108234641
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9731548603548625
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.8744514239229347
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.6214411843863933
Sequence59.csv_1: True Class: B, Predicted: A, Probability: 0.799477379166928
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.8329434915207649
Sequence591.csv_1: True Class: A, Predicted: B, Probability: 0.7720824113132421
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9999625980742616
Sequence593.csv_1: True Class: A, Predicted: B, Probability: 0.9945300255759755
Sequence594.csv_1: True Class: B, Predicted: A, Probability: 0.5746166827045909
Sequence595.csv_1: True Class: B, Predicted: B, Probability: 0.9999010115294628
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.999647495972986
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9913213233161934
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.693242986852657
Sequence599.csv_1: True Class: A, Predicted: B, Probability: 0.9269321712287495
Sequence6.csv_1: True Class: B, Predicted: A, Probability: 0.9586504237275806
Sequence60.csv_1: True Class: A, Predicted: B, Probability: 0.9999553747073229
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.7613271915440023
Sequence601.csv_1: True Class: A, Predicted: B, Probability: 0.9995031720844125
Sequence602.csv_1: True Class: B, Predicted: A, Probability: 0.7604480936019989
Sequence603.csv_1: True Class: A, Predicted: B, Probability: 0.9998650559778413
Sequence604.csv_1: True Class: A, Predicted: B, Probability: 0.9974683329973273
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.9933271432278061
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.9987851977909128
