Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9269266322229464
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.9651156838246762
Sequence550.csv_1: True Class: B, Predicted: A, Probability: 0.9999418387472934
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.9638101442146062
Sequence552.csv_1: True Class: B, Predicted: A, Probability: 0.8423658913495566
Sequence553.csv_1: True Class: A, Predicted: B, Probability: 0.9997637783538463
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9536689349107836
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.7875028411391932
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.9999712678041255
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.995823814837295
Sequence558.csv_1: True Class: A, Predicted: B, Probability: 0.8101035749819944
Sequence559.csv_1: True Class: A, Predicted: B, Probability: 0.7349723549221071
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.997976949872053
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.9985780510319745
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.9988136003045622
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.9563697880156031
Sequence563.csv_1: True Class: B, Predicted: A, Probability: 0.9999916935489377
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.991962322527419
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.6506743430743502
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9981343350502667
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.9886899368575597
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9995357429708999
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 0.9999569944091166
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.7698545996717733
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.526040840527773
Sequence571.csv_1: True Class: B, Predicted: B, Probability: 0.9999600256537913
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9998790100860897
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9996908121029605
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.8570574534023401
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9903542806168605
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.7265915430515862
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9299986310348667
Sequence578.csv_1: True Class: B, Predicted: A, Probability: 0.9831712219616267
Sequence579.csv_1: True Class: B, Predicted: B, Probability: 0.8391027288763787
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.869525707262013
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.9521067434823667
Sequence581.csv_1: True Class: A, Predicted: B, Probability: 0.9999993128025936
Sequence582.csv_1: True Class: B, Predicted: A, Probability: 0.9998402186892886
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.9883516010133299
Sequence584.csv_1: True Class: B, Predicted: B, Probability: 0.9347702916260535
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.966633699426211
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.7435122803455342
Sequence587.csv_1: True Class: B, Predicted: B, Probability: 0.9999604217182125
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.998836547718658
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.8261602248501387
Sequence59.csv_1: True Class: B, Predicted: B, Probability: 0.9949317111264252
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9971588282105968
Sequence591.csv_1: True Class: B, Predicted: A, Probability: 0.9999018437572369
Sequence592.csv_1: True Class: A, Predicted: B, Probability: 0.999239166843342
Sequence593.csv_1: True Class: B, Predicted: A, Probability: 0.9999406531036568
Sequence594.csv_1: True Class: B, Predicted: A, Probability: 0.9999166138944263
Sequence595.csv_1: True Class: B, Predicted: B, Probability: 0.8591326344007212
Sequence596.csv_1: True Class: A, Predicted: B, Probability: 0.9984101205510568
Sequence597.csv_1: True Class: B, Predicted: A, Probability: 0.9962719111439519
Sequence598.csv_1: True Class: B, Predicted: B, Probability: 0.9987174706263956
Sequence599.csv_1: True Class: A, Predicted: B, Probability: 0.6200175418177816
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.9729771783929954
Sequence60.csv_1: True Class: B, Predicted: B, Probability: 0.8368635924571413
Sequence600.csv_1: True Class: A, Predicted: B, Probability: 0.9953919680442155
Sequence601.csv_1: True Class: B, Predicted: B, Probability: 0.5467171538803081
Sequence602.csv_1: True Class: B, Predicted: B, Probability: 0.9997370383020981
Sequence603.csv_1: True Class: A, Predicted: A, Probability: 0.9833531338431918
Sequence604.csv_1: True Class: B, Predicted: B, Probability: 0.9962698695080957
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.9406787546291915
Sequence606.csv_1: True Class: A, Predicted: B, Probability: 0.9995001610526433
Sequence607.csv_1: True Class: B, Predicted: B, Probability: 0.999976403111574
Sequence608.csv_1: True Class: B, Predicted: B, Probability: 0.9844450380489393
Sequence609.csv_1: True Class: B, Predicted: B, Probability: 0.9997770992522378
Sequence61.csv_1: True Class: A, Predicted: B, Probability: 0.9271238244045392
Sequence610.csv_1: True Class: B, Predicted: B, Probability: 0.7811040327852714
Sequence611.csv_1: True Class: B, Predicted: B, Probability: 0.9992403912156126
Sequence612.csv_1: True Class: B, Predicted: B, Probability: 0.7430672953679373
Sequence613.csv_1: True Class: A, Predicted: B, Probability: 0.9999996783044423
Sequence614.csv_1: True Class: B, Predicted: B, Probability: 0.984456124554469
Sequence615.csv_1: True Class: B, Predicted: A, Probability: 0.9974076052305011
Sequence616.csv_1: True Class: A, Predicted: A, Probability: 0.9999588758348501
Sequence617.csv_1: True Class: A, Predicted: B, Probability: 0.9402905536300191
Sequence618.csv_1: True Class: B, Predicted: B, Probability: 0.8671626455670168
Sequence619.csv_1: True Class: A, Predicted: A, Probability: 0.7311596668675752
Sequence62.csv_1: True Class: A, Predicted: B, Probability: 0.7798078729934791
Sequence620.csv_1: True Class: A, Predicted: A, Probability: 0.9837819956004058
Sequence621.csv_1: True Class: B, Predicted: A, Probability: 0.9918764071728768
Sequence622.csv_1: True Class: A, Predicted: B, Probability: 0.9999980147762334
Sequence623.csv_1: True Class: A, Predicted: A, Probability: 0.909493290327537
Sequence624.csv_1: True Class: B, Predicted: A, Probability: 0.5917797735486093
Sequence625.csv_1: True Class: B, Predicted: B, Probability: 0.9995929296541243
Sequence626.csv_1: True Class: A, Predicted: B, Probability: 0.98280020270438
Sequence627.csv_1: True Class: A, Predicted: B, Probability: 0.5515031328854124
Sequence628.csv_1: True Class: A, Predicted: B, Probability: 0.9999913600311998
Sequence629.csv_1: True Class: A, Predicted: A, Probability: 0.9564646678281339
Sequence63.csv_1: True Class: B, Predicted: B, Probability: 0.6589886507207866
Sequence630.csv_1: True Class: A, Predicted: A, Probability: 0.9966455083914502
Sequence631.csv_1: True Class: B, Predicted: A, Probability: 0.9999998243949729
Sequence632.csv_1: True Class: A, Predicted: B, Probability: 0.9996758130335898
Sequence633.csv_1: True Class: A, Predicted: A, Probability: 0.7925328492518092
Sequence634.csv_1: True Class: A, Predicted: A, Probability: 0.9998493982401491
Sequence635.csv_1: True Class: B, Predicted: B, Probability: 0.9988627593665923
Sequence636.csv_1: True Class: B, Predicted: B, Probability: 0.9996631274313201
Sequence637.csv_1: True Class: B, Predicted: B, Probability: 0.9783437231640455
Sequence638.csv_1: True Class: B, Predicted: A, Probability: 0.9990772372257994
Sequence639.csv_1: True Class: A, Predicted: A, Probability: 0.6447180803702125
Sequence64.csv_1: True Class: B, Predicted: A, Probability: 0.9768742486937695
Sequence640.csv_1: True Class: B, Predicted: B, Probability: 0.9869606990357203
Sequence641.csv_1: True Class: A, Predicted: A, Probability: 0.9999186430447573
Sequence642.csv_1: True Class: B, Predicted: B, Probability: 0.6332558873017529
Sequence643.csv_1: True Class: B, Predicted: A, Probability: 0.8874332995933317
Sequence644.csv_1: True Class: A, Predicted: A, Probability: 0.9768208268541606
Sequence645.csv_1: True Class: A, Predicted: B, Probability: 0.9996379728005754
Sequence646.csv_1: True Class: B, Predicted: A, Probability: 0.9953338083158978
Sequence647.csv_1: True Class: A, Predicted: B, Probability: 0.992156603874339
Sequence648.csv_1: True Class: A, Predicted: A, Probability: 0.9466473311233407
Sequence649.csv_1: True Class: B, Predicted: B, Probability: 0.7421180049955889
Sequence65.csv_1: True Class: A, Predicted: A, Probability: 0.9994679699126234
Sequence650.csv_1: True Class: B, Predicted: A, Probability: 0.9911072777452589
Sequence651.csv_1: True Class: B, Predicted: B, Probability: 0.9997323200529615
Sequence652.csv_1: True Class: A, Predicted: A, Probability: 0.9884585819492085
Sequence653.csv_1: True Class: B, Predicted: B, Probability: 0.6492586856637897
Sequence654.csv_1: True Class: A, Predicted: B, Probability: 0.7750440021465536
Sequence655.csv_1: True Class: B, Predicted: A, Probability: 0.9999997367589898
Sequence656.csv_1: True Class: B, Predicted: A, Probability: 0.9999330283411683
Sequence657.csv_1: True Class: B, Predicted: A, Probability: 0.9808908408753302
Sequence658.csv_1: True Class: A, Predicted: A, Probability: 0.9808236012120238
Sequence659.csv_1: True Class: B, Predicted: B, Probability: 0.9448418873394918
Sequence66.csv_1: True Class: B, Predicted: A, Probability: 0.9980584693692969
Sequence660.csv_1: True Class: B, Predicted: B, Probability: 0.9117629185551441
Sequence661.csv_1: True Class: B, Predicted: B, Probability: 0.901388893183264
Sequence662.csv_1: True Class: A, Predicted: B, Probability: 0.9827867989104571
Sequence663.csv_1: True Class: B, Predicted: A, Probability: 0.9996487599380125
Sequence664.csv_1: True Class: B, Predicted: A, Probability: 0.9955352863660686
Sequence665.csv_1: True Class: A, Predicted: A, Probability: 0.9955020890485927
Sequence666.csv_1: True Class: B, Predicted: A, Probability: 0.9587361457353129
Sequence667.csv_1: True Class: A, Predicted: A, Probability: 0.9999982268169667
Sequence668.csv_1: True Class: B, Predicted: B, Probability: 0.7428357872645874
Sequence669.csv_1: True Class: B, Predicted: A, Probability: 0.9877142357937143
Sequence67.csv_1: True Class: B, Predicted: A, Probability: 0.7959667276489604
Sequence670.csv_1: True Class: A, Predicted: A, Probability: 0.9418986452388675
Sequence671.csv_1: True Class: B, Predicted: B, Probability: 0.9778627303583297
Sequence672.csv_1: True Class: B, Predicted: A, Probability: 0.9999998995050292
Sequence673.csv_1: True Class: B, Predicted: A, Probability: 0.9999071229117735
Sequence674.csv_1: True Class: A, Predicted: A, Probability: 0.99117455266261
Sequence675.csv_1: True Class: B, Predicted: B, Probability: 0.9925904010030858
Sequence676.csv_1: True Class: B, Predicted: B, Probability: 0.9999444827617423
Sequence677.csv_1: True Class: A, Predicted: A, Probability: 0.961644822626176
Sequence678.csv_1: True Class: B, Predicted: B, Probability: 0.9998988828175339
Sequence679.csv_1: True Class: A, Predicted: B, Probability: 0.6262317580921372
Sequence68.csv_1: True Class: A, Predicted: A, Probability: 0.9910219413215747
Sequence680.csv_1: True Class: B, Predicted: A, Probability: 0.9968293734375746
Sequence681.csv_1: True Class: B, Predicted: A, Probability: 0.8973680109838481
Sequence682.csv_1: True Class: A, Predicted: B, Probability: 0.9999969392745568
Sequence683.csv_1: True Class: B, Predicted: A, Probability: 0.7681544977562704
Sequence684.csv_1: True Class: A, Predicted: B, Probability: 0.9879902076339054
Sequence685.csv_1: True Class: A, Predicted: A, Probability: 0.8454939996270401
Sequence686.csv_1: True Class: B, Predicted: B, Probability: 0.8028387147266404
Sequence687.csv_1: True Class: A, Predicted: A, Probability: 0.9999994346307528
Sequence688.csv_1: True Class: B, Predicted: B, Probability: 0.5053104136950431
Sequence689.csv_1: True Class: B, Predicted: B, Probability: 0.9993090609541122
Sequence69.csv_1: True Class: B, Predicted: B, Probability: 0.9995065850726296
Sequence690.csv_1: True Class: A, Predicted: A, Probability: 0.9969482923758888
Sequence691.csv_1: True Class: A, Predicted: A, Probability: 0.9989913649468068
Sequence692.csv_1: True Class: B, Predicted: B, Probability: 0.881896176167035
Sequence693.csv_1: True Class: B, Predicted: A, Probability: 0.9591292253874805
Sequence694.csv_1: True Class: B, Predicted: B, Probability: 0.9942531538966649
Sequence695.csv_1: True Class: A, Predicted: A, Probability: 0.9475885885437719
Sequence696.csv_1: True Class: B, Predicted: A, Probability: 0.9685741345517122
Sequence697.csv_1: True Class: A, Predicted: B, Probability: 0.9726670121641703
Sequence698.csv_1: True Class: B, Predicted: B, Probability: 0.9078565927085294
Sequence699.csv_1: True Class: A, Predicted: A, Probability: 0.9999706511314547
