Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9999999773314011
Sequence55.csv_1: True Class: B, Predicted: A, Probability: 0.9902407841413448
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.9999965367285949
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.9999999996478749
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.9999999984818037
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999923354
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9654658662032802
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.9999991929606856
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.9999999971693979
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9999999986995982
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.9999999995087004
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9999998704549548
Sequence56.csv_1: True Class: B, Predicted: A, Probability: 0.999825452122454
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9999844563349999
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9999988044820345
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9980295785780046
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.999999999578916
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9991641594978922
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9876096198412607
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.9937048479733146
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9990515139304464
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9974656988996763
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 0.9991244077785176
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 0.999999991484523
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9999545940017235
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999858487973933
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999999925484512
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.9999998899756161
Sequence574.csv_1: True Class: B, Predicted: A, Probability: 0.9999999992314332
Sequence575.csv_1: True Class: B, Predicted: A, Probability: 0.6567534745134932
Sequence576.csv_1: True Class: B, Predicted: A, Probability: 0.9022190390212469
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9999848379466755
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.8172876920778172
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9999999995019271
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.9962548848073227
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.9999999455251392
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.7166189889430669
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.999999999972637
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9999997235293747
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.8588154176690698
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9999835038539769
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.9999973783699728
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9998903988324814
Sequence588.csv_1: True Class: B, Predicted: B, Probability: 0.9998975279473772
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.9999999998753478
Sequence59.csv_1: True Class: B, Predicted: A, Probability: 0.9764623186467807
Sequence590.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999733196
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.999616221454969
Sequence592.csv_1: True Class: B, Predicted: A, Probability: 0.9856551662406533
Sequence593.csv_1: True Class: B, Predicted: B, Probability: 0.9977466572401207
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999654017586437
Sequence595.csv_1: True Class: B, Predicted: A, Probability: 0.9812907551358944
Sequence596.csv_1: True Class: A, Predicted: B, Probability: 0.9995305140585955
Sequence597.csv_1: True Class: A, Predicted: B, Probability: 0.9983677265695351
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9999999658462286
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.9999677527363746
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.9981933638073984
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.9999112501210005
Sequence600.csv_1: True Class: B, Predicted: A, Probability: 0.9988091932824197
Sequence601.csv_1: True Class: A, Predicted: B, Probability: 0.9976442560505164
Sequence602.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999919864
Sequence603.csv_1: True Class: A, Predicted: B, Probability: 0.9972306725177952
Sequence604.csv_1: True Class: B, Predicted: A, Probability: 0.8347025500978612
Sequence605.csv_1: True Class: B, Predicted: B, Probability: 0.997602937749185
Sequence606.csv_1: True Class: B, Predicted: A, Probability: 0.9597645749673294
Sequence607.csv_1: True Class: B, Predicted: A, Probability: 0.9999948730500811
Sequence608.csv_1: True Class: B, Predicted: B, Probability: 0.98025976477667
Sequence609.csv_1: True Class: A, Predicted: A, Probability: 0.9999999982061669
Sequence61.csv_1: True Class: A, Predicted: B, Probability: 0.9999999632050968
Sequence610.csv_1: True Class: B, Predicted: B, Probability: 0.9996042307466546
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 0.9999997718670276
Sequence612.csv_1: True Class: A, Predicted: B, Probability: 0.9508887847475164
Sequence613.csv_1: True Class: B, Predicted: A, Probability: 0.9999998489377032
Sequence614.csv_1: True Class: B, Predicted: A, Probability: 0.9831019266068198
Sequence615.csv_1: True Class: B, Predicted: B, Probability: 0.9995064147987341
Sequence616.csv_1: True Class: B, Predicted: A, Probability: 0.9719816197546284
Sequence617.csv_1: True Class: A, Predicted: A, Probability: 0.9994559541272979
Sequence618.csv_1: True Class: A, Predicted: B, Probability: 0.9999507682950125
Sequence619.csv_1: True Class: B, Predicted: B, Probability: 0.9999091554753229
Sequence62.csv_1: True Class: B, Predicted: B, Probability: 0.9999999879953713
Sequence620.csv_1: True Class: B, Predicted: B, Probability: 0.98035694335186
Sequence621.csv_1: True Class: B, Predicted: A, Probability: 0.9996382450503414
Sequence622.csv_1: True Class: A, Predicted: B, Probability: 0.6974941356530089
Sequence623.csv_1: True Class: A, Predicted: B, Probability: 0.9821221330273974
Sequence624.csv_1: True Class: A, Predicted: A, Probability: 0.9999960788483254
Sequence625.csv_1: True Class: A, Predicted: A, Probability: 0.9994420168731727
Sequence626.csv_1: True Class: A, Predicted: B, Probability: 0.9846448833155292
Sequence627.csv_1: True Class: B, Predicted: A, Probability: 0.9773869888320132
Sequence628.csv_1: True Class: A, Predicted: B, Probability: 0.9994294841327436
Sequence629.csv_1: True Class: A, Predicted: B, Probability: 0.9995089160412777
Sequence63.csv_1: True Class: A, Predicted: A, Probability: 0.9869576339596011
Sequence630.csv_1: True Class: B, Predicted: B, Probability: 0.9999999978216608
Sequence631.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999430935
Sequence632.csv_1: True Class: B, Predicted: A, Probability: 0.9885947672031806
Sequence633.csv_1: True Class: B, Predicted: B, Probability: 0.9999837693110237
Sequence634.csv_1: True Class: B, Predicted: B, Probability: 0.9995822795667285
Sequence635.csv_1: True Class: B, Predicted: B, Probability: 0.9999583105846671
Sequence636.csv_1: True Class: A, Predicted: A, Probability: 0.9238880327093071
Sequence637.csv_1: True Class: A, Predicted: A, Probability: 0.9999999940007547
Sequence638.csv_1: True Class: B, Predicted: A, Probability: 0.99457091174121
Sequence639.csv_1: True Class: A, Predicted: B, Probability: 0.9772818850892432
Sequence64.csv_1: True Class: A, Predicted: B, Probability: 0.9999999975824012
Sequence640.csv_1: True Class: A, Predicted: A, Probability: 0.9986231957953756
Sequence641.csv_1: True Class: B, Predicted: A, Probability: 0.9957851477072047
Sequence642.csv_1: True Class: A, Predicted: A, Probability: 0.9999999942981447
Sequence643.csv_1: True Class: B, Predicted: A, Probability: 0.9217788874928665
Sequence644.csv_1: True Class: A, Predicted: B, Probability: 0.9786558203988905
Sequence645.csv_1: True Class: B, Predicted: B, Probability: 0.9999999988309911
Sequence646.csv_1: True Class: B, Predicted: A, Probability: 0.9863650343742733
Sequence647.csv_1: True Class: A, Predicted: A, Probability: 0.9741441902146628
Sequence648.csv_1: True Class: B, Predicted: B, Probability: 0.9978670713509358
Sequence649.csv_1: True Class: A, Predicted: A, Probability: 0.9999377464462352
Sequence65.csv_1: True Class: B, Predicted: A, Probability: 0.9999999928073735
Sequence650.csv_1: True Class: A, Predicted: A, Probability: 0.9443877219595437
Sequence651.csv_1: True Class: B, Predicted: B, Probability: 0.9999999954637478
Sequence652.csv_1: True Class: B, Predicted: B, Probability: 0.851976950516062
Sequence653.csv_1: True Class: B, Predicted: B, Probability: 0.8932051784142945
Sequence654.csv_1: True Class: A, Predicted: B, Probability: 0.5848134952111688
Sequence655.csv_1: True Class: B, Predicted: A, Probability: 0.9945685572863179
Sequence656.csv_1: True Class: A, Predicted: A, Probability: 0.9999725848485738
Sequence657.csv_1: True Class: B, Predicted: A, Probability: 0.9803490863256102
Sequence658.csv_1: True Class: A, Predicted: B, Probability: 0.9999999861564709
Sequence659.csv_1: True Class: B, Predicted: A, Probability: 0.9164314183190382
Sequence66.csv_1: True Class: B, Predicted: A, Probability: 0.9999998243664735
Sequence660.csv_1: True Class: A, Predicted: B, Probability: 0.9397161532372326
Sequence661.csv_1: True Class: A, Predicted: A, Probability: 0.7500849665838444
Sequence662.csv_1: True Class: A, Predicted: A, Probability: 0.9999136113836866
Sequence663.csv_1: True Class: B, Predicted: B, Probability: 0.9935249430805291
Sequence664.csv_1: True Class: A, Predicted: A, Probability: 0.5209691621097076
Sequence665.csv_1: True Class: B, Predicted: A, Probability: 0.999994441319652
Sequence666.csv_1: True Class: A, Predicted: A, Probability: 0.9999984408917775
Sequence667.csv_1: True Class: A, Predicted: B, Probability: 0.9950158412571796
Sequence668.csv_1: True Class: B, Predicted: A, Probability: 0.9999976804893221
Sequence669.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999507
Sequence67.csv_1: True Class: B, Predicted: B, Probability: 0.9985379697503359
Sequence670.csv_1: True Class: A, Predicted: A, Probability: 0.9999999809859039
Sequence671.csv_1: True Class: B, Predicted: A, Probability: 0.6823099156681129
Sequence672.csv_1: True Class: B, Predicted: A, Probability: 0.9974969046608186
Sequence673.csv_1: True Class: A, Predicted: A, Probability: 0.5610200467627037
Sequence674.csv_1: True Class: A, Predicted: B, Probability: 0.9986020807127852
Sequence675.csv_1: True Class: B, Predicted: B, Probability: 0.9969544498046343
Sequence676.csv_1: True Class: B, Predicted: A, Probability: 0.934001884203524
Sequence677.csv_1: True Class: B, Predicted: A, Probability: 0.9994082685834598
Sequence678.csv_1: True Class: B, Predicted: A, Probability: 0.9978658867521129
Sequence679.csv_1: True Class: B, Predicted: B, Probability: 0.9981063119348886
Sequence68.csv_1: True Class: A, Predicted: A, Probability: 0.9999836739670523
Sequence680.csv_1: True Class: A, Predicted: B, Probability: 0.9999380495859889
Sequence681.csv_1: True Class: A, Predicted: B, Probability: 0.9999999730586666
Sequence682.csv_1: True Class: B, Predicted: B, Probability: 0.9999917769137344
Sequence683.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999899045
Sequence684.csv_1: True Class: A, Predicted: B, Probability: 0.9999968925826322
Sequence685.csv_1: True Class: A, Predicted: B, Probability: 0.874901007683013
Sequence686.csv_1: True Class: A, Predicted: A, Probability: 0.9589726871032818
Sequence687.csv_1: True Class: B, Predicted: B, Probability: 0.9421747825524587
Sequence688.csv_1: True Class: A, Predicted: A, Probability: 0.6747926460021222
Sequence689.csv_1: True Class: B, Predicted: B, Probability: 0.7589430867383895
Sequence69.csv_1: True Class: B, Predicted: A, Probability: 0.9999757215158268
Sequence690.csv_1: True Class: A, Predicted: A, Probability: 0.9673375114570376
Sequence691.csv_1: True Class: A, Predicted: A, Probability: 0.9130526625094304
Sequence692.csv_1: True Class: B, Predicted: A, Probability: 0.9999998876249663
Sequence693.csv_1: True Class: A, Predicted: B, Probability: 0.9999934129043289
Sequence694.csv_1: True Class: B, Predicted: A, Probability: 0.9997122260718795
Sequence695.csv_1: True Class: A, Predicted: A, Probability: 0.8766292181759021
Sequence696.csv_1: True Class: B, Predicted: A, Probability: 0.999385607222837
Sequence697.csv_1: True Class: B, Predicted: A, Probability: 0.9724436481376125
Sequence698.csv_1: True Class: B, Predicted: A, Probability: 0.8277056722861146
Sequence699.csv_1: True Class: A, Predicted: A, Probability: 0.9982045500106168
Sequence7.csv_1: True Class: B, Predicted: B, Probability: 0.9671003915542055
Sequence70.csv_1: True Class: A, Predicted: B, Probability: 0.8242551184375887
Sequence700.csv_1: True Class: A, Predicted: A, Probability: 0.9999997371949473
Sequence701.csv_1: True Class: B, Predicted: B, Probability: 0.9999938608387589
Sequence702.csv_1: True Class: A, Predicted: A, Probability: 0.9998707394477776
Sequence703.csv_1: True Class: B, Predicted: A, Probability: 0.9999999854652964
Sequence704.csv_1: True Class: B, Predicted: A, Probability: 0.9877558845778316
Sequence705.csv_1: True Class: A, Predicted: A, Probability: 0.9220979729453878
Sequence706.csv_1: True Class: A, Predicted: A, Probability: 0.999898818080999
Sequence707.csv_1: True Class: A, Predicted: A, Probability: 0.9912783306770515
Sequence708.csv_1: True Class: B, Predicted: B, Probability: 0.99999999984329
Sequence709.csv_1: True Class: A, Predicted: A, Probability: 0.9999999891361302
Sequence71.csv_1: True Class: B, Predicted: B, Probability: 0.9998492386290991
Sequence710.csv_1: True Class: A, Predicted: A, Probability: 0.9967891768381009
Sequence711.csv_1: True Class: A, Predicted: B, Probability: 0.9999995832374996
Sequence712.csv_1: True Class: B, Predicted: A, Probability: 0.9999999574324435
Sequence713.csv_1: True Class: B, Predicted: B, Probability: 0.9992474571136645
Sequence714.csv_1: True Class: A, Predicted: A, Probability: 0.9999990312546291
Sequence715.csv_1: True Class: A, Predicted: B, Probability: 0.6593079328152888
Sequence716.csv_1: True Class: B, Predicted: B, Probability: 0.6524144345568081
Sequence717.csv_1: True Class: B, Predicted: A, Probability: 0.999975307844851
Sequence718.csv_1: True Class: B, Predicted: A, Probability: 0.9920656859343617
Sequence719.csv_1: True Class: B, Predicted: A, Probability: 0.9669315219802898
Sequence72.csv_1: True Class: A, Predicted: B, Probability: 0.9984001735737026
Sequence720.csv_1: True Class: A, Predicted: B, Probability: 0.9977493470432975
Sequence721.csv_1: True Class: B, Predicted: B, Probability: 0.9900033785659171
Sequence722.csv_1: True Class: A, Predicted: B, Probability: 0.9985739037430506
Sequence723.csv_1: True Class: A, Predicted: A, Probability: 0.9999999586926956
Sequence724.csv_1: True Class: B, Predicted: A, Probability: 0.995075915320234
Sequence725.csv_1: True Class: B, Predicted: B, Probability: 0.9996639624353523
Sequence726.csv_1: True Class: A, Predicted: B, Probability: 0.9999963424974357
Sequence727.csv_1: True Class: B, Predicted: A, Probability: 0.9999999824542104
Sequence728.csv_1: True Class: A, Predicted: B, Probability: 0.9999996694937323
Sequence729.csv_1: True Class: A, Predicted: B, Probability: 0.5987245461622406
Sequence73.csv_1: True Class: B, Predicted: A, Probability: 0.9999344767571686
Sequence730.csv_1: True Class: A, Predicted: A, Probability: 0.9617598223408045
Sequence731.csv_1: True Class: B, Predicted: A, Probability: 0.9970811112277407
Sequence732.csv_1: True Class: A, Predicted: A, Probability: 0.9559853731300905
Sequence733.csv_1: True Class: A, Predicted: B, Probability: 0.9999995642952328
Sequence734.csv_1: True Class: A, Predicted: A, Probability: 0.999975633762592
Sequence735.csv_1: True Class: B, Predicted: A, Probability: 0.9880165278546953
Sequence736.csv_1: True Class: A, Predicted: B, Probability: 0.9999987844061146
Sequence737.csv_1: True Class: A, Predicted: B, Probability: 0.9999980471119252
Sequence738.csv_1: True Class: A, Predicted: A, Probability: 0.9998064473379203
Sequence739.csv_1: True Class: B, Predicted: B, Probability: 0.999605365340577
Sequence74.csv_1: True Class: B, Predicted: B, Probability: 0.9401228715163517
Sequence740.csv_1: True Class: A, Predicted: A, Probability: 0.7924590046567864
Sequence741.csv_1: True Class: A, Predicted: A, Probability: 0.9796253551159596
Sequence742.csv_1: True Class: A, Predicted: A, Probability: 0.9999483411325836
Sequence743.csv_1: True Class: A, Predicted: A, Probability: 0.9999711028737558
Sequence744.csv_1: True Class: A, Predicted: B, Probability: 0.7526954698748071
Sequence745.csv_1: True Class: A, Predicted: A, Probability: 0.9999999958522133
Sequence746.csv_1: True Class: A, Predicted: A, Probability: 0.9844248859253717
Sequence747.csv_1: True Class: B, Predicted: B, Probability: 0.9999999997966293
Sequence748.csv_1: True Class: A, Predicted: A, Probability: 0.9729349737003652
Sequence749.csv_1: True Class: B, Predicted: B, Probability: 0.9999910345891199
Sequence75.csv_1: True Class: A, Predicted: A, Probability: 0.8418220364350306
Sequence750.csv_1: True Class: B, Predicted: B, Probability: 0.9990223566041497
Sequence751.csv_1: True Class: B, Predicted: A, Probability: 0.9361684362154407
Sequence752.csv_1: True Class: A, Predicted: A, Probability: 0.9390870543781619
Sequence753.csv_1: True Class: B, Predicted: B, Probability: 0.9174265432958635
Sequence754.csv_1: True Class: B, Predicted: B, Probability: 0.9752063253601887
Sequence755.csv_1: True Class: B, Predicted: B, Probability: 0.9998799663981877
Sequence756.csv_1: True Class: A, Predicted: A, Probability: 0.9967808681534586
Sequence757.csv_1: True Class: B, Predicted: A, Probability: 0.900050710758787
Sequence758.csv_1: True Class: B, Predicted: B, Probability: 0.9999999831984507
Sequence759.csv_1: True Class: B, Predicted: A, Probability: 0.9391107316468409
Sequence76.csv_1: True Class: B, Predicted: A, Probability: 0.9999848972649752
Sequence760.csv_1: True Class: A, Predicted: B, Probability: 0.8620104640955635
Sequence761.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999983393
Sequence762.csv_1: True Class: B, Predicted: B, Probability: 0.9998838212751853
Sequence763.csv_1: True Class: A, Predicted: B, Probability: 0.975601136948186
Sequence764.csv_1: True Class: B, Predicted: A, Probability: 0.7359541145062745
Sequence765.csv_1: True Class: B, Predicted: B, Probability: 0.9972908563704046
Sequence766.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999933549
Sequence767.csv_1: True Class: A, Predicted: A, Probability: 0.9997709282995543
Sequence768.csv_1: True Class: B, Predicted: B, Probability: 0.9999999831049364
Sequence769.csv_1: True Class: B, Predicted: B, Probability: 0.999999137549059
Sequence77.csv_1: True Class: A, Predicted: A, Probability: 0.9938749917782291
Sequence770.csv_1: True Class: A, Predicted: B, Probability: 0.8611710001864524
Sequence771.csv_1: True Class: A, Predicted: A, Probability: 0.8485436922155114
Sequence772.csv_1: True Class: B, Predicted: B, Probability: 0.999981791314433
Sequence773.csv_1: True Class: B, Predicted: B, Probability: 0.9999998944725677
Sequence774.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999834127
Sequence775.csv_1: True Class: A, Predicted: A, Probability: 0.998605009783545
Sequence776.csv_1: True Class: B, Predicted: B, Probability: 0.9995075799219383
Sequence777.csv_1: True Class: B, Predicted: B, Probability: 0.9997634958724204
Sequence778.csv_1: True Class: A, Predicted: A, Probability: 0.9897184583717108
Sequence779.csv_1: True Class: A, Predicted: B, Probability: 0.9999178266456915
Sequence78.csv_1: True Class: A, Predicted: B, Probability: 0.9999984164028312
Sequence780.csv_1: True Class: A, Predicted: B, Probability: 0.9760323910848993
Sequence781.csv_1: True Class: B, Predicted: B, Probability: 0.9999856591380643
Sequence782.csv_1: True Class: B, Predicted: B, Probability: 0.9808101223158511
Sequence783.csv_1: True Class: B, Predicted: B, Probability: 0.9999999653830292
Sequence784.csv_1: True Class: A, Predicted: A, Probability: 0.5424188326176462
Sequence785.csv_1: True Class: A, Predicted: B, Probability: 0.805599795044763
Sequence786.csv_1: True Class: A, Predicted: B, Probability: 0.9999999226902915
Sequence787.csv_1: True Class: B, Predicted: B, Probability: 0.7894802288559937
Sequence788.csv_1: True Class: B, Predicted: B, Probability: 0.5088867388275835
Sequence789.csv_1: True Class: B, Predicted: A, Probability: 0.999739088126477
Sequence79.csv_1: True Class: B, Predicted: B, Probability: 0.9966420102368876
Sequence790.csv_1: True Class: B, Predicted: B, Probability: 0.9999999995629492
Sequence791.csv_1: True Class: B, Predicted: B, Probability: 0.9999999752907086
Sequence792.csv_1: True Class: B, Predicted: B, Probability: 0.8840224403060698
Sequence793.csv_1: True Class: A, Predicted: A, Probability: 0.9999998307471177
Sequence794.csv_1: True Class: A, Predicted: A, Probability: 0.9996978089489137
Sequence795.csv_1: True Class: A, Predicted: A, Probability: 0.9999995790381174
Sequence796.csv_1: True Class: A, Predicted: A, Probability: 0.9999999703068576
Sequence797.csv_1: True Class: A, Predicted: A, Probability: 0.9999998592053303
Sequence798.csv_1: True Class: B, Predicted: B, Probability: 0.9813068397889363
Sequence799.csv_1: True Class: A, Predicted: A, Probability: 0.9986763227799337
Sequence8.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999991671
Sequence80.csv_1: True Class: A, Predicted: A, Probability: 0.9989384118563921
Sequence800.csv_1: True Class: B, Predicted: A, Probability: 0.9957387648897323
Sequence801.csv_1: True Class: A, Predicted: A, Probability: 0.9999999982887438
Sequence802.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999556187
Sequence803.csv_1: True Class: A, Predicted: A, Probability: 0.9999999271700724
Sequence804.csv_1: True Class: B, Predicted: B, Probability: 0.9999725445174845
Sequence805.csv_1: True Class: A, Predicted: B, Probability: 0.9600308979862642
Sequence806.csv_1: True Class: B, Predicted: B, Probability: 0.9999709361381296
Sequence807.csv_1: True Class: A, Predicted: B, Probability: 0.9999992676084555
Sequence808.csv_1: True Class: A, Predicted: B, Probability: 0.9999715487253078
Sequence809.csv_1: True Class: A, Predicted: B, Probability: 0.6755308500306164
Sequence81.csv_1: True Class: A, Predicted: A, Probability: 0.9679703294250493
Sequence810.csv_1: True Class: A, Predicted: A, Probability: 0.9999768492446481
Sequence811.csv_1: True Class: B, Predicted: B, Probability: 0.9999999997040018
Sequence812.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999984
Sequence813.csv_1: True Class: B, Predicted: B, Probability: 0.7044885240003277
Sequence814.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999798
Sequence815.csv_1: True Class: B, Predicted: B, Probability: 0.9999987354576639
Sequence816.csv_1: True Class: A, Predicted: B, Probability: 0.9999943373741447
Sequence817.csv_1: True Class: B, Predicted: A, Probability: 0.9987621828674076
Sequence818.csv_1: True Class: A, Predicted: B, Probability: 0.7894722049905473
Sequence819.csv_1: True Class: A, Predicted: B, Probability: 0.9996547713741809
Sequence82.csv_1: True Class: A, Predicted: A, Probability: 0.6062583909105063
Sequence820.csv_1: True Class: A, Predicted: B, Probability: 0.9999860492342811
