Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999318
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9999999070651694
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.5681046210813748
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.7596944870904295
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9701475170336791
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.99834933669267
Sequence554.csv_1: True Class: A, Predicted: B, Probability: 0.997573974557026
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.986000336827784
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9977250861268051
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.999999350905157
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9987080463405967
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9833665567905625
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9970751858146998
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.8475152511303053
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998967
Sequence562.csv_1: True Class: A, Predicted: B, Probability: 0.6392414796996301
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998690758
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9988112219543986
Sequence565.csv_1: True Class: A, Predicted: B, Probability: 0.9870390796825529
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9843432516947813
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.999930923734975
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9999879144773809
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.999538718047923
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9997512206408823
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9999987628995695
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9949735971960243
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999965843973784
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9999876762878129
Sequence574.csv_1: True Class: B, Predicted: A, Probability: 0.9609041966408198
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9953418103920099
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999996
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9354042591045579
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.9375489506663435
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9606437271151425
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9999621412118797
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9989695386680698
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.999999997734701
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9857595422657791
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9837190970491857
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.7371211036865252
Sequence585.csv_1: True Class: A, Predicted: B, Probability: 0.8870197447569566
Sequence586.csv_1: True Class: A, Predicted: B, Probability: 0.9941375075272426
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999909
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.8656067785580729
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9456833052957894
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9943767092007005
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence591.csv_1: True Class: A, Predicted: B, Probability: 0.9999585879631461
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9999999983541725
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9246134013433279
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9997901854335188
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.9999999479064571
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.9970369196920743
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9873073294954705
Sequence598.csv_1: True Class: A, Predicted: B, Probability: 0.9998847873848911
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999953199
Sequence6.csv_1: True Class: A, Predicted: B, Probability: 0.8936772457808918
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.9999998925979441
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.9999997290485537
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9999997343226346
Sequence603.csv_1: True Class: A, Predicted: B, Probability: 0.9999504554237219
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.9950976524314733
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.9999999979468039
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.9767107182141503
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 0.9999999690179288
Sequence608.csv_1: True Class: A, Predicted: A, Probability: 0.992642499028724
Sequence609.csv_1: True Class: A, Predicted: A, Probability: 0.9999963925626838
Sequence61.csv_1: True Class: A, Predicted: B, Probability: 0.9999759153086133
Sequence610.csv_1: True Class: B, Predicted: B, Probability: 0.8727908776607591
Sequence611.csv_1: True Class: A, Predicted: B, Probability: 0.9998074959903994
Sequence612.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999011
Sequence613.csv_1: True Class: A, Predicted: B, Probability: 0.5302612574797342
Sequence614.csv_1: True Class: A, Predicted: A, Probability: 0.9380504214270123
Sequence615.csv_1: True Class: A, Predicted: A, Probability: 1.0
