Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9999999981444462
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9999020629263845
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9114535028086641
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.7719789312622146
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9283401917033943
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.997037652888474
Sequence554.csv_1: True Class: A, Predicted: B, Probability: 0.9805496629713744
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.7830385188906906
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9722428973450078
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.9998232185786272
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9934192457511963
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9994960587220388
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.983763037146911
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.9996410269904235
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9999999942053347
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9075309800737446
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999997530489091
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9991745935882667
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9999993404442075
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.863931632165012
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.9979952770900135
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9991276440452708
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9999167711544689
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9989949701067263
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9999958323431027
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9989591975790009
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999906195644299
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9997734111789917
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 0.9862813851341125
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9870432467081122
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998737317
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9986699240633119
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.9987835936166568
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.9968423437195616
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9999556083768496
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9996508108523716
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9999989798406863
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.8929335607322169
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.9997128790778326
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.9747953566176216
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9322182886124487
Sequence586.csv_1: True Class: A, Predicted: B, Probability: 0.9610612066431973
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9999999985248342
Sequence588.csv_1: True Class: B, Predicted: B, Probability: 0.9958679273859308
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9987019828439819
Sequence59.csv_1: True Class: A, Predicted: B, Probability: 0.7854842174729244
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999847
Sequence591.csv_1: True Class: A, Predicted: B, Probability: 0.9972353604015978
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9999999074797559
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9999743332122694
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9994077093928869
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.9999996571089955
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.9925877067033091
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9998696429130365
Sequence598.csv_1: True Class: A, Predicted: B, Probability: 0.9976490043224844
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.9999999862405015
Sequence6.csv_1: True Class: A, Predicted: B, Probability: 0.6862337813650153
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999981374
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.9992691778769588
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.999995014428375
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9999782265550698
Sequence603.csv_1: True Class: A, Predicted: B, Probability: 0.997760624635589
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.997397967158334
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.9999994123665285
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.9995863749866547
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 0.9999700462150045
Sequence608.csv_1: True Class: A, Predicted: A, Probability: 0.9996441352383628
Sequence609.csv_1: True Class: A, Predicted: A, Probability: 0.9999542482512795
Sequence61.csv_1: True Class: A, Predicted: B, Probability: 0.9995033771023477
Sequence610.csv_1: True Class: B, Predicted: B, Probability: 0.5644946003945236
Sequence611.csv_1: True Class: A, Predicted: B, Probability: 0.9937849786423882
Sequence612.csv_1: True Class: A, Predicted: A, Probability: 0.9999999246943622
Sequence613.csv_1: True Class: A, Predicted: B, Probability: 0.9134014633766965
Sequence614.csv_1: True Class: A, Predicted: A, Probability: 0.9988656498608919
Sequence615.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999988539
Sequence616.csv_1: True Class: B, Predicted: B, Probability: 0.9954243667184555
Sequence617.csv_1: True Class: A, Predicted: B, Probability: 0.9934334607326268
Sequence618.csv_1: True Class: A, Predicted: A, Probability: 0.7516713233138975
Sequence619.csv_1: True Class: A, Predicted: A, Probability: 0.9999941369000556
Sequence62.csv_1: True Class: A, Predicted: A, Probability: 0.9999999988032651
Sequence620.csv_1: True Class: A, Predicted: A, Probability: 0.9996133426961011
Sequence621.csv_1: True Class: A, Predicted: A, Probability: 0.5207651541530831
Sequence622.csv_1: True Class: A, Predicted: B, Probability: 0.9448024558788475
Sequence623.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999588584
Sequence624.csv_1: True Class: A, Predicted: A, Probability: 0.9527084546763795
Sequence625.csv_1: True Class: A, Predicted: A, Probability: 0.9999999961461002
Sequence626.csv_1: True Class: A, Predicted: A, Probability: 0.9999876691376823
Sequence627.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997174627
Sequence628.csv_1: True Class: A, Predicted: A, Probability: 0.9990120247783222
Sequence629.csv_1: True Class: A, Predicted: A, Probability: 0.9998817175618656
Sequence63.csv_1: True Class: B, Predicted: A, Probability: 0.7298469287638283
Sequence630.csv_1: True Class: A, Predicted: B, Probability: 0.9489328234439476
Sequence631.csv_1: True Class: A, Predicted: A, Probability: 0.9977482197332108
Sequence632.csv_1: True Class: A, Predicted: A, Probability: 0.9992079307405951
Sequence633.csv_1: True Class: A, Predicted: A, Probability: 0.9987705619368115
Sequence634.csv_1: True Class: A, Predicted: A, Probability: 0.9992204751222657
Sequence635.csv_1: True Class: A, Predicted: B, Probability: 0.9991370124074035
Sequence636.csv_1: True Class: A, Predicted: B, Probability: 0.6955151820901339
Sequence637.csv_1: True Class: A, Predicted: B, Probability: 0.7705977890087846
Sequence638.csv_1: True Class: A, Predicted: B, Probability: 0.7782410024871603
Sequence639.csv_1: True Class: A, Predicted: A, Probability: 0.9997995748656503
Sequence64.csv_1: True Class: A, Predicted: A, Probability: 0.9998621998335001
Sequence640.csv_1: True Class: A, Predicted: B, Probability: 0.6225654708127313
Sequence641.csv_1: True Class: A, Predicted: B, Probability: 0.8616082300344075
Sequence642.csv_1: True Class: A, Predicted: A, Probability: 0.9995900632978838
Sequence643.csv_1: True Class: A, Predicted: A, Probability: 0.9999994958024828
Sequence644.csv_1: True Class: A, Predicted: B, Probability: 0.9496351603613231
Sequence645.csv_1: True Class: A, Predicted: A, Probability: 0.9888717410152116
Sequence646.csv_1: True Class: A, Predicted: B, Probability: 0.9995181773114072
Sequence647.csv_1: True Class: A, Predicted: A, Probability: 0.9989682150842727
Sequence648.csv_1: True Class: A, Predicted: A, Probability: 0.6280561422511927
Sequence649.csv_1: True Class: A, Predicted: A, Probability: 0.9999899134180988
Sequence65.csv_1: True Class: B, Predicted: B, Probability: 0.8857918415755309
Sequence650.csv_1: True Class: B, Predicted: A, Probability: 0.9998440369153103
Sequence651.csv_1: True Class: A, Predicted: A, Probability: 0.9999504375655334
Sequence652.csv_1: True Class: A, Predicted: A, Probability: 0.9998230357191893
