Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9999997367956025
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9869815198989915
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9999999556646014
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999801591538321
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9999015024785085
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9987524160407971
Sequence554.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999970122
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.8950106847598343
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.9997649299281589
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.999999722722879
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.999930246445585
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9999839608304202
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9969478800678014
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.7832168282978835
Sequence561.csv_1: True Class: A, Predicted: B, Probability: 0.999999907060805
Sequence562.csv_1: True Class: A, Predicted: B, Probability: 0.8915942091765608
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999752800145159
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.999999999625035
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.8178200193344212
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9972391888083402
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.999838696488528
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.989361377621051
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998814612
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9999999985176835
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9999944704265913
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.636425545229665
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.9993576319895704
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9999871315523281
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9999975217933372
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.9496460069740253
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9999999759327902
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.9999999857814977
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999678215
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9994550153779667
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9999987594255837
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9999656607989219
Sequence582.csv_1: True Class: B, Predicted: A, Probability: 0.9999999496500263
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9999985273854104
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.9999783050160543
Sequence585.csv_1: True Class: A, Predicted: B, Probability: 0.7104098136132971
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.999955341210169
Sequence587.csv_1: True Class: B, Predicted: A, Probability: 0.9789048497590762
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.997921099076101
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.999998153786814
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9999998486535202
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.999785623414771
Sequence591.csv_1: True Class: A, Predicted: A, Probability: 0.5354207650862632
Sequence592.csv_1: True Class: A, Predicted: B, Probability: 0.8516903418450092
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999364819
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999921115103103
Sequence595.csv_1: True Class: A, Predicted: B, Probability: 0.991771108368913
Sequence596.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999999396
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9938359050137464
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9999948369026009
Sequence599.csv_1: True Class: A, Predicted: B, Probability: 0.9999999992163109
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.9965169978586762
Sequence600.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999971126
Sequence601.csv_1: True Class: B, Predicted: B, Probability: 0.9999983297550749
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9999927557575016
Sequence603.csv_1: True Class: A, Predicted: A, Probability: 0.692558233091532
Sequence604.csv_1: True Class: A, Predicted: B, Probability: 0.9999794573190646
Sequence605.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999966499
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999952
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 0.9711170986919121
Sequence608.csv_1: True Class: A, Predicted: A, Probability: 0.9999994011453254
Sequence609.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999995958
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.9999998001695872
Sequence610.csv_1: True Class: A, Predicted: A, Probability: 0.999999999946568
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999945121
Sequence612.csv_1: True Class: A, Predicted: A, Probability: 0.9997641020580373
Sequence613.csv_1: True Class: A, Predicted: B, Probability: 0.999834696849729
Sequence614.csv_1: True Class: B, Predicted: B, Probability: 0.9999999967002827
Sequence615.csv_1: True Class: A, Predicted: B, Probability: 0.821876453037517
Sequence616.csv_1: True Class: A, Predicted: A, Probability: 0.999999999997797
Sequence617.csv_1: True Class: A, Predicted: B, Probability: 0.9941497252919766
Sequence618.csv_1: True Class: A, Predicted: B, Probability: 0.9701000086473995
Sequence619.csv_1: True Class: B, Predicted: B, Probability: 0.994244872518847
Sequence62.csv_1: True Class: A, Predicted: A, Probability: 0.9999993697285576
Sequence620.csv_1: True Class: A, Predicted: B, Probability: 0.9986208702978884
Sequence621.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999395922
Sequence622.csv_1: True Class: A, Predicted: A, Probability: 0.9600998589612333
Sequence623.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999885
Sequence624.csv_1: True Class: B, Predicted: B, Probability: 0.9996296104418289
Sequence625.csv_1: True Class: A, Predicted: A, Probability: 0.9736719786460017
Sequence626.csv_1: True Class: A, Predicted: A, Probability: 0.9999996256672324
Sequence627.csv_1: True Class: B, Predicted: A, Probability: 0.996728614225281
Sequence628.csv_1: True Class: A, Predicted: A, Probability: 0.9999995180811846
Sequence629.csv_1: True Class: A, Predicted: A, Probability: 0.980712479201987
Sequence63.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998333307
Sequence630.csv_1: True Class: A, Predicted: A, Probability: 0.999999993294014
Sequence631.csv_1: True Class: A, Predicted: A, Probability: 0.9999991062365874
Sequence632.csv_1: True Class: A, Predicted: A, Probability: 0.9661624386265362
Sequence633.csv_1: True Class: B, Predicted: A, Probability: 0.999999686759696
Sequence634.csv_1: True Class: B, Predicted: B, Probability: 0.7488260304084714
Sequence635.csv_1: True Class: A, Predicted: A, Probability: 0.9999999609944811
Sequence636.csv_1: True Class: A, Predicted: A, Probability: 0.9999772917966973
Sequence637.csv_1: True Class: A, Predicted: A, Probability: 0.5027907575717259
Sequence638.csv_1: True Class: B, Predicted: A, Probability: 0.9667038409716989
Sequence639.csv_1: True Class: A, Predicted: A, Probability: 0.9859407262551975
Sequence64.csv_1: True Class: A, Predicted: A, Probability: 0.9999999973876474
Sequence640.csv_1: True Class: A, Predicted: A, Probability: 0.9999999408695995
Sequence641.csv_1: True Class: B, Predicted: B, Probability: 0.9617246510667676
Sequence642.csv_1: True Class: A, Predicted: A, Probability: 0.9827234301690546
Sequence643.csv_1: True Class: B, Predicted: B, Probability: 0.5650987559887917
