Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9998307368040846
Sequence55.csv_1: True Class: B, Predicted: B, Probability: 0.981644362122776
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9953061841919467
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9997529774113431
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.9991035589069179
Sequence553.csv_1: True Class: A, Predicted: B, Probability: 0.9999743484529113
Sequence554.csv_1: True Class: A, Predicted: A, Probability: 0.9978811945089412
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9936949962828694
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9793779319613293
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9999771088926338
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.9999957351019074
Sequence559.csv_1: True Class: A, Predicted: B, Probability: 0.9988757077150274
Sequence56.csv_1: True Class: B, Predicted: A, Probability: 0.9999319977065675
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.99990772599342
Sequence561.csv_1: True Class: A, Predicted: B, Probability: 0.999773940853338
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.8770960921600861
Sequence563.csv_1: True Class: A, Predicted: B, Probability: 0.9999203851676915
Sequence564.csv_1: True Class: A, Predicted: B, Probability: 0.999922530116083
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9999985810654267
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9873605541734997
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.9999917171705237
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9998888663793194
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.6505330978903804
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997986058
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9999996600446157
Sequence571.csv_1: True Class: B, Predicted: B, Probability: 0.99955932714418
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999403
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9925803819853167
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.8154986805302907
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9983197296298606
