Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9999961372931788
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9957124470304837
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.9907189178182149
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.9988853055587977
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.9989327845733239
Sequence553.csv_1: True Class: A, Predicted: B, Probability: 0.9995340018977115
Sequence554.csv_1: True Class: A, Predicted: B, Probability: 0.837558297989242
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.9998509444640266
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.998910145646746
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9876510115498226
Sequence558.csv_1: True Class: A, Predicted: B, Probability: 0.9994749123153422
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9567536845917135
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.912077124637147
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.9976074331536968
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.6654409542126749
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.999392478893015
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.8696866521875343
Sequence564.csv_1: True Class: B, Predicted: A, Probability: 0.9991998665074323
Sequence565.csv_1: True Class: A, Predicted: B, Probability: 0.8229370885949827
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.9996956897185205
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.9987751114502513
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.999569979391676
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9034667610424291
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9978094483309596
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9979095555571026
Sequence571.csv_1: True Class: B, Predicted: A, Probability: 0.9697336308466771
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9937845134386049
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.9836698657934155
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 0.919868801842428
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 0.9725056284791184
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9329614773608128
Sequence577.csv_1: True Class: B, Predicted: A, Probability: 0.9943177225407052
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9610151943291642
Sequence579.csv_1: True Class: B, Predicted: B, Probability: 0.9961365554113668
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9418838985049397
Sequence580.csv_1: True Class: A, Predicted: B, Probability: 0.9982763703099627
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9997903665388082
Sequence582.csv_1: True Class: B, Predicted: A, Probability: 0.814471414004232
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9975967711443375
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.5863995361067865
Sequence585.csv_1: True Class: A, Predicted: B, Probability: 0.6419984199753748
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.9873780512278829
Sequence587.csv_1: True Class: B, Predicted: B, Probability: 0.6642567629888654
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.9864124748678252
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.9233578583250464
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9969166610643817
Sequence590.csv_1: True Class: B, Predicted: A, Probability: 0.8595358449380787
Sequence591.csv_1: True Class: A, Predicted: B, Probability: 0.9252049824152875
Sequence592.csv_1: True Class: B, Predicted: A, Probability: 0.9335991905731651
Sequence593.csv_1: True Class: B, Predicted: B, Probability: 0.884460256485848
Sequence594.csv_1: True Class: B, Predicted: A, Probability: 0.6166098946149996
Sequence595.csv_1: True Class: A, Predicted: B, Probability: 0.763725993773621
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.6784110597936864
Sequence597.csv_1: True Class: B, Predicted: B, Probability: 0.9992397627281322
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9999987280091196
Sequence599.csv_1: True Class: A, Predicted: B, Probability: 0.9326837215781244
Sequence6.csv_1: True Class: B, Predicted: A, Probability: 0.8238200982058774
Sequence60.csv_1: True Class: A, Predicted: B, Probability: 0.9994544206326238
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.9908535485949604
Sequence601.csv_1: True Class: B, Predicted: B, Probability: 0.999794191334853
Sequence602.csv_1: True Class: A, Predicted: B, Probability: 0.9574075093154203
Sequence603.csv_1: True Class: B, Predicted: B, Probability: 0.5486739896898687
Sequence604.csv_1: True Class: B, Predicted: B, Probability: 0.6753768049032176
Sequence605.csv_1: True Class: B, Predicted: B, Probability: 0.9994990446005387
Sequence606.csv_1: True Class: B, Predicted: B, Probability: 0.999450913098135
Sequence607.csv_1: True Class: B, Predicted: B, Probability: 0.9393687377983081
Sequence608.csv_1: True Class: A, Predicted: A, Probability: 0.9978301497305653
Sequence609.csv_1: True Class: A, Predicted: B, Probability: 0.8035190838135042
Sequence61.csv_1: True Class: B, Predicted: B, Probability: 0.7929223405127206
Sequence610.csv_1: True Class: A, Predicted: B, Probability: 0.8501431946541127
Sequence611.csv_1: True Class: B, Predicted: A, Probability: 0.997698333761231
Sequence612.csv_1: True Class: B, Predicted: A, Probability: 0.9999132144764776
Sequence613.csv_1: True Class: A, Predicted: B, Probability: 0.972124782303609
Sequence614.csv_1: True Class: B, Predicted: B, Probability: 0.9999342485551547
Sequence615.csv_1: True Class: B, Predicted: A, Probability: 0.9997281615048014
Sequence616.csv_1: True Class: B, Predicted: A, Probability: 0.9896841468067975
Sequence617.csv_1: True Class: A, Predicted: B, Probability: 0.999995649576126
Sequence618.csv_1: True Class: B, Predicted: A, Probability: 0.9994557549775606
Sequence619.csv_1: True Class: A, Predicted: B, Probability: 0.9999253261978353
Sequence62.csv_1: True Class: A, Predicted: A, Probability: 0.9988438050579534
Sequence620.csv_1: True Class: A, Predicted: B, Probability: 0.8699950460790288
Sequence621.csv_1: True Class: A, Predicted: A, Probability: 0.8999019377591766
Sequence622.csv_1: True Class: B, Predicted: A, Probability: 0.9875378683062663
Sequence623.csv_1: True Class: B, Predicted: B, Probability: 0.993703253677931
Sequence624.csv_1: True Class: B, Predicted: B, Probability: 0.9991895077203958
Sequence625.csv_1: True Class: A, Predicted: A, Probability: 0.9945804089089598
Sequence626.csv_1: True Class: A, Predicted: B, Probability: 0.706954199422191
Sequence627.csv_1: True Class: A, Predicted: A, Probability: 0.9883569297493031
Sequence628.csv_1: True Class: A, Predicted: A, Probability: 0.9880728804479783
Sequence629.csv_1: True Class: B, Predicted: A, Probability: 0.9999987300794788
Sequence63.csv_1: True Class: A, Predicted: B, Probability: 0.9703499864822348
Sequence630.csv_1: True Class: A, Predicted: B, Probability: 0.9999945196023403
Sequence631.csv_1: True Class: B, Predicted: B, Probability: 0.999959023133923
Sequence632.csv_1: True Class: B, Predicted: A, Probability: 0.9722291092385436
Sequence633.csv_1: True Class: B, Predicted: A, Probability: 0.997116617248966
Sequence634.csv_1: True Class: B, Predicted: A, Probability: 0.9526134334935499
Sequence635.csv_1: True Class: A, Predicted: A, Probability: 0.9998448584228508
Sequence636.csv_1: True Class: B, Predicted: A, Probability: 0.9985227187768445
Sequence637.csv_1: True Class: A, Predicted: A, Probability: 0.6064066316857132
Sequence638.csv_1: True Class: B, Predicted: B, Probability: 0.9999965543813402
Sequence639.csv_1: True Class: B, Predicted: A, Probability: 0.994388024990138
Sequence64.csv_1: True Class: B, Predicted: A, Probability: 0.9998706879220618
Sequence640.csv_1: True Class: A, Predicted: B, Probability: 0.5338851736004907
Sequence641.csv_1: True Class: A, Predicted: A, Probability: 0.9469904816055734
Sequence642.csv_1: True Class: A, Predicted: A, Probability: 0.9797291775634197
Sequence643.csv_1: True Class: B, Predicted: A, Probability: 0.9996013902094735
Sequence644.csv_1: True Class: B, Predicted: B, Probability: 0.9875952303454338
Sequence645.csv_1: True Class: B, Predicted: B, Probability: 0.9969612334008622
Sequence646.csv_1: True Class: A, Predicted: B, Probability: 0.9984694471853893
Sequence647.csv_1: True Class: A, Predicted: A, Probability: 0.9420095516395911
Sequence648.csv_1: True Class: B, Predicted: B, Probability: 0.999386920213991
Sequence649.csv_1: True Class: B, Predicted: A, Probability: 0.9999988037794381
Sequence65.csv_1: True Class: B, Predicted: B, Probability: 0.9109104766069214
Sequence650.csv_1: True Class: B, Predicted: B, Probability: 0.9776651913987373
Sequence651.csv_1: True Class: A, Predicted: B, Probability: 0.9442135282348035
Sequence652.csv_1: True Class: B, Predicted: B, Probability: 0.9191477596692393
Sequence653.csv_1: True Class: B, Predicted: A, Probability: 0.9998953210795243
Sequence654.csv_1: True Class: B, Predicted: B, Probability: 0.9905171067220734
Sequence655.csv_1: True Class: B, Predicted: B, Probability: 0.997500179689319
Sequence656.csv_1: True Class: B, Predicted: B, Probability: 0.9995275288711052
Sequence657.csv_1: True Class: B, Predicted: A, Probability: 0.982446972349077
Sequence658.csv_1: True Class: A, Predicted: A, Probability: 0.6126562719367158
Sequence659.csv_1: True Class: B, Predicted: B, Probability: 0.8761078743515011
Sequence66.csv_1: True Class: A, Predicted: B, Probability: 0.9997181016803491
