Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.9860479911165317
Sequence55.csv_1: True Class: B, Predicted: B, Probability: 0.9999999881183768
Sequence550.csv_1: True Class: B, Predicted: A, Probability: 0.8300067486197847
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.9975666313084659
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.999977642728914
Sequence553.csv_1: True Class: A, Predicted: B, Probability: 0.7744165341498691
Sequence554.csv_1: True Class: A, Predicted: A, Probability: 0.9871618155843654
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9999999976984794
Sequence556.csv_1: True Class: B, Predicted: A, Probability: 0.9997797077598312
Sequence557.csv_1: True Class: B, Predicted: A, Probability: 0.9996935707724953
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.7434122546738177
Sequence559.csv_1: True Class: B, Predicted: A, Probability: 0.999999929738952
Sequence56.csv_1: True Class: B, Predicted: A, Probability: 0.5444300417882908
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.999999999023466
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.9997931387085754
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.9998389854276397
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.9999871726685214
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.9624510172968621
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9997104514802054
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.9988440339827152
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9999957286103603
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9998226310015972
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.9999999065930236
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 0.9999999987494904
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9450737517897487
Sequence571.csv_1: True Class: B, Predicted: B, Probability: 0.999936812818075
Sequence572.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999877
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.926994915688036
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.999999982097516
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9839022969516353
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 0.9999999998811173
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.9993516514019886
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.9549631156094356
Sequence579.csv_1: True Class: B, Predicted: A, Probability: 0.8041463094158559
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.99926348395013
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.9995439125080469
Sequence581.csv_1: True Class: A, Predicted: B, Probability: 0.9999992736523606
Sequence582.csv_1: True Class: B, Predicted: B, Probability: 0.9963593699123694
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9707408874166605
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9999999994519746
Sequence585.csv_1: True Class: A, Predicted: B, Probability: 0.9997976945192768
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.999999829318863
Sequence587.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999132532
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 0.9503943797637955
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9962827882970235
Sequence59.csv_1: True Class: A, Predicted: B, Probability: 0.9999703029173648
Sequence590.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999966649
Sequence591.csv_1: True Class: B, Predicted: A, Probability: 0.999998457004425
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.9999999987378906
Sequence593.csv_1: True Class: B, Predicted: B, Probability: 0.9999956050452641
Sequence594.csv_1: True Class: A, Predicted: B, Probability: 0.9418694059312905
Sequence595.csv_1: True Class: B, Predicted: B, Probability: 0.9999999743418374
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.8496863324086743
Sequence597.csv_1: True Class: B, Predicted: B, Probability: 0.9985691126459675
Sequence598.csv_1: True Class: B, Predicted: A, Probability: 0.99999956665133
Sequence599.csv_1: True Class: A, Predicted: B, Probability: 0.999999993097839
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.8789121813056521
Sequence60.csv_1: True Class: B, Predicted: B, Probability: 0.9999999212348255
Sequence600.csv_1: True Class: B, Predicted: B, Probability: 0.9755159324587598
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.8118608045833987
Sequence602.csv_1: True Class: A, Predicted: B, Probability: 0.9999997259487123
Sequence603.csv_1: True Class: A, Predicted: A, Probability: 0.9999999995796882
Sequence604.csv_1: True Class: B, Predicted: B, Probability: 0.9977778761608165
Sequence605.csv_1: True Class: B, Predicted: B, Probability: 0.9999999990629308
Sequence606.csv_1: True Class: B, Predicted: A, Probability: 0.9999116323929661
Sequence607.csv_1: True Class: B, Predicted: B, Probability: 0.999996152509005
Sequence608.csv_1: True Class: B, Predicted: A, Probability: 0.8776011252660066
Sequence609.csv_1: True Class: A, Predicted: B, Probability: 0.9347579720623796
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.9769607896206858
Sequence610.csv_1: True Class: B, Predicted: B, Probability: 0.9282203761335899
Sequence611.csv_1: True Class: B, Predicted: B, Probability: 0.8188688551199436
Sequence612.csv_1: True Class: B, Predicted: B, Probability: 0.9421165781471293
Sequence613.csv_1: True Class: A, Predicted: A, Probability: 0.9886028211796263
Sequence614.csv_1: True Class: B, Predicted: B, Probability: 0.8735863663271372
Sequence615.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999648614
Sequence616.csv_1: True Class: A, Predicted: A, Probability: 0.9999999986742287
Sequence617.csv_1: True Class: A, Predicted: A, Probability: 0.9999999152400625
Sequence618.csv_1: True Class: B, Predicted: A, Probability: 0.978812185282555
Sequence619.csv_1: True Class: B, Predicted: B, Probability: 0.9888631319764577
Sequence62.csv_1: True Class: B, Predicted: B, Probability: 0.9999999988473206
Sequence620.csv_1: True Class: A, Predicted: B, Probability: 0.9997347634170674
Sequence621.csv_1: True Class: A, Predicted: A, Probability: 0.9879126092343106
Sequence622.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999999821
Sequence623.csv_1: True Class: B, Predicted: B, Probability: 0.999998897257569
Sequence624.csv_1: True Class: B, Predicted: B, Probability: 0.7486014721438317
Sequence625.csv_1: True Class: B, Predicted: B, Probability: 0.9999999997546282
Sequence626.csv_1: True Class: A, Predicted: B, Probability: 0.9999929748634125
Sequence627.csv_1: True Class: A, Predicted: B, Probability: 0.9999999989690016
Sequence628.csv_1: True Class: A, Predicted: B, Probability: 0.9999648204908602
Sequence629.csv_1: True Class: A, Predicted: B, Probability: 0.9999490309098105
Sequence63.csv_1: True Class: B, Predicted: B, Probability: 0.988449202952189
Sequence630.csv_1: True Class: B, Predicted: B, Probability: 0.999981042567024
Sequence631.csv_1: True Class: A, Predicted: B, Probability: 0.7283864469022217
Sequence632.csv_1: True Class: B, Predicted: A, Probability: 0.6831850189788319
Sequence633.csv_1: True Class: A, Predicted: B, Probability: 0.9913180912326123
Sequence634.csv_1: True Class: B, Predicted: B, Probability: 0.9999954341022683
Sequence635.csv_1: True Class: A, Predicted: A, Probability: 0.999999997223275
Sequence636.csv_1: True Class: B, Predicted: A, Probability: 0.9999627649082832
Sequence637.csv_1: True Class: A, Predicted: A, Probability: 0.9998328573718102
Sequence638.csv_1: True Class: B, Predicted: A, Probability: 0.7297507825627019
Sequence639.csv_1: True Class: A, Predicted: B, Probability: 0.9867455501175514
Sequence64.csv_1: True Class: B, Predicted: B, Probability: 0.9999982078283839
Sequence640.csv_1: True Class: B, Predicted: A, Probability: 0.9999998517421284
Sequence641.csv_1: True Class: A, Predicted: A, Probability: 0.88071882516635
Sequence642.csv_1: True Class: A, Predicted: B, Probability: 0.9999615650640298
Sequence643.csv_1: True Class: B, Predicted: B, Probability: 0.9999999970639168
Sequence644.csv_1: True Class: A, Predicted: A, Probability: 0.9996050362307493
Sequence645.csv_1: True Class: B, Predicted: B, Probability: 0.9999939511025648
Sequence646.csv_1: True Class: B, Predicted: A, Probability: 0.9999999537902751
Sequence647.csv_1: True Class: B, Predicted: B, Probability: 0.9883521068123651
Sequence648.csv_1: True Class: B, Predicted: A, Probability: 0.9991089936388367
Sequence649.csv_1: True Class: A, Predicted: B, Probability: 0.729130158081402
Sequence65.csv_1: True Class: A, Predicted: A, Probability: 0.9713603207826088
Sequence650.csv_1: True Class: B, Predicted: B, Probability: 0.5960544911164101
Sequence651.csv_1: True Class: A, Predicted: B, Probability: 0.8885185561556267
Sequence652.csv_1: True Class: A, Predicted: B, Probability: 0.9999718726287626
Sequence653.csv_1: True Class: A, Predicted: A, Probability: 0.9982639371937232
Sequence654.csv_1: True Class: A, Predicted: A, Probability: 0.9999804912454701
Sequence655.csv_1: True Class: B, Predicted: B, Probability: 0.9999999873477753
Sequence656.csv_1: True Class: B, Predicted: B, Probability: 0.9998479691805218
Sequence657.csv_1: True Class: B, Predicted: B, Probability: 0.9999992628426959
Sequence658.csv_1: True Class: B, Predicted: A, Probability: 0.916223442681202
Sequence659.csv_1: True Class: B, Predicted: A, Probability: 0.9594728483252809
Sequence66.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999837073
Sequence660.csv_1: True Class: B, Predicted: A, Probability: 0.7915753990341896
Sequence661.csv_1: True Class: B, Predicted: A, Probability: 0.9999999992256559
Sequence662.csv_1: True Class: B, Predicted: B, Probability: 0.9999980071062652
Sequence663.csv_1: True Class: B, Predicted: A, Probability: 0.9998822876940168
Sequence664.csv_1: True Class: A, Predicted: A, Probability: 0.9999956739511067
Sequence665.csv_1: True Class: A, Predicted: A, Probability: 0.9999999883584192
