Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9918062244613699
Sequence55.csv_1: True Class: B, Predicted: A, Probability: 0.8549949121715927
Sequence550.csv_1: True Class: C, Predicted: B, Probability: 0.9737230872201891
Sequence551.csv_1: True Class: C, Predicted: B, Probability: 0.9974813942964196
Sequence552.csv_1: True Class: B, Predicted: A, Probability: 0.7496179523933846
Sequence553.csv_1: True Class: B, Predicted: A, Probability: 0.904321637506175
Sequence554.csv_1: True Class: A, Predicted: B, Probability: 0.9059339818244508
Sequence555.csv_1: True Class: A, Predicted: C, Probability: 0.999112373197421
Sequence556.csv_1: True Class: B, Predicted: A, Probability: 0.9963189216140709
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.954066080427944
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.62407765274746
Sequence559.csv_1: True Class: C, Predicted: C, Probability: 0.9999999964910615
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9716550707700472
Sequence560.csv_1: True Class: A, Predicted: C, Probability: 0.9479568960454205
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9995519254225403
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9633821496521918
Sequence563.csv_1: True Class: A, Predicted: B, Probability: 0.9978676016124972
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9679223027193852
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9998459278933686
Sequence566.csv_1: True Class: C, Predicted: B, Probability: 0.9999995028020451
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.9941371921251094
Sequence568.csv_1: True Class: B, Predicted: B, Probability: 0.999963353084972
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.8483430765468489
Sequence57.csv_1: True Class: C, Predicted: C, Probability: 0.9983655912932661
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9999217249929493
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.999999990920741
Sequence572.csv_1: True Class: B, Predicted: C, Probability: 0.9731795893342744
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.9984047145948253
Sequence574.csv_1: True Class: A, Predicted: C, Probability: 0.9881489270977759
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 0.9999896239836237
Sequence576.csv_1: True Class: C, Predicted: C, Probability: 0.9956463734933777
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9903382423006739
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9999569768777918
Sequence579.csv_1: True Class: A, Predicted: C, Probability: 0.9999999596269875
Sequence58.csv_1: True Class: A, Predicted: B, Probability: 0.8337366848539572
Sequence580.csv_1: True Class: A, Predicted: B, Probability: 0.9986458538756493
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.999944767600837
Sequence582.csv_1: True Class: C, Predicted: C, Probability: 0.9994582229870845
Sequence583.csv_1: True Class: B, Predicted: B, Probability: 0.9200387797047762
Sequence584.csv_1: True Class: C, Predicted: B, Probability: 0.9994064633653497
Sequence585.csv_1: True Class: B, Predicted: C, Probability: 0.5237489699788425
Sequence586.csv_1: True Class: A, Predicted: B, Probability: 0.6137908290264941
Sequence587.csv_1: True Class: B, Predicted: B, Probability: 0.9985343034181838
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.9830992917630398
Sequence589.csv_1: True Class: A, Predicted: B, Probability: 0.9992436799850967
Sequence59.csv_1: True Class: A, Predicted: B, Probability: 0.995217936989885
Sequence590.csv_1: True Class: C, Predicted: C, Probability: 0.9999977734486539
Sequence591.csv_1: True Class: A, Predicted: A, Probability: 0.882543704383026
Sequence592.csv_1: True Class: C, Predicted: C, Probability: 0.8095821642502252
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9999929945774024
Sequence594.csv_1: True Class: C, Predicted: C, Probability: 0.9999979912010657
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.9920852481405474
Sequence596.csv_1: True Class: A, Predicted: C, Probability: 0.9998498112886297
Sequence597.csv_1: True Class: C, Predicted: A, Probability: 0.8805499502248931
Sequence598.csv_1: True Class: B, Predicted: C, Probability: 0.9999950391668202
Sequence599.csv_1: True Class: C, Predicted: B, Probability: 0.5501052322091345
Sequence6.csv_1: True Class: A, Predicted: C, Probability: 0.9999998729488413
Sequence60.csv_1: True Class: A, Predicted: B, Probability: 0.9996485725879881
Sequence600.csv_1: True Class: B, Predicted: B, Probability: 0.9910930654181029
Sequence601.csv_1: True Class: C, Predicted: B, Probability: 0.7366174565223984
Sequence602.csv_1: True Class: B, Predicted: C, Probability: 0.9998191509655661
Sequence603.csv_1: True Class: C, Predicted: C, Probability: 0.9085124379324205
Sequence604.csv_1: True Class: B, Predicted: A, Probability: 0.9747841168750859
Sequence605.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999621142
Sequence606.csv_1: True Class: B, Predicted: C, Probability: 0.9999999999642176
Sequence607.csv_1: True Class: B, Predicted: A, Probability: 0.6574569255877224
Sequence608.csv_1: True Class: B, Predicted: A, Probability: 0.9935057603978811
Sequence609.csv_1: True Class: A, Predicted: C, Probability: 0.9401194635929275
Sequence61.csv_1: True Class: C, Predicted: A, Probability: 0.7668352130287822
Sequence610.csv_1: True Class: C, Predicted: B, Probability: 0.9872443262639161
Sequence611.csv_1: True Class: B, Predicted: B, Probability: 0.9446477689677902
Sequence612.csv_1: True Class: A, Predicted: A, Probability: 0.9679376113394836
Sequence613.csv_1: True Class: C, Predicted: B, Probability: 0.9998809153092681
Sequence614.csv_1: True Class: C, Predicted: B, Probability: 0.9985398408418497
Sequence615.csv_1: True Class: C, Predicted: A, Probability: 0.7695478668541288
Sequence616.csv_1: True Class: C, Predicted: A, Probability: 0.5264646812895228
Sequence617.csv_1: True Class: B, Predicted: B, Probability: 0.9999970966384131
Sequence618.csv_1: True Class: A, Predicted: A, Probability: 0.9999428673437012
Sequence619.csv_1: True Class: C, Predicted: A, Probability: 0.7440894259011437
Sequence62.csv_1: True Class: C, Predicted: B, Probability: 0.999813647893004
Sequence620.csv_1: True Class: B, Predicted: B, Probability: 0.8672053348881752
Sequence621.csv_1: True Class: B, Predicted: B, Probability: 0.9349095451568796
Sequence622.csv_1: True Class: C, Predicted: C, Probability: 0.9570035682702533
Sequence623.csv_1: True Class: A, Predicted: A, Probability: 0.6603487748270008
Sequence624.csv_1: True Class: C, Predicted: A, Probability: 0.8654294820251015
Sequence625.csv_1: True Class: B, Predicted: A, Probability: 0.986864610909329
Sequence626.csv_1: True Class: A, Predicted: B, Probability: 0.8388503865794013
Sequence627.csv_1: True Class: B, Predicted: A, Probability: 0.6795148942622261
Sequence628.csv_1: True Class: B, Predicted: B, Probability: 0.9775948434931535
Sequence629.csv_1: True Class: A, Predicted: A, Probability: 0.9995256880016167
Sequence63.csv_1: True Class: A, Predicted: A, Probability: 0.6804441228952649
Sequence630.csv_1: True Class: B, Predicted: B, Probability: 0.9495953543904712
Sequence631.csv_1: True Class: B, Predicted: B, Probability: 0.9999975568212203
Sequence632.csv_1: True Class: A, Predicted: C, Probability: 0.979257640169026
Sequence633.csv_1: True Class: C, Predicted: C, Probability: 0.8993469101610421
Sequence634.csv_1: True Class: A, Predicted: A, Probability: 0.9460613743341294
Sequence635.csv_1: True Class: B, Predicted: C, Probability: 0.9417660481237257
Sequence636.csv_1: True Class: A, Predicted: C, Probability: 0.9997606351175499
Sequence637.csv_1: True Class: A, Predicted: A, Probability: 0.9999971972683248
Sequence638.csv_1: True Class: A, Predicted: A, Probability: 0.9992015048097603
Sequence639.csv_1: True Class: B, Predicted: C, Probability: 0.9773296185453366
Sequence64.csv_1: True Class: B, Predicted: B, Probability: 0.878043552055224
Sequence640.csv_1: True Class: A, Predicted: B, Probability: 0.970664811163887
Sequence641.csv_1: True Class: A, Predicted: A, Probability: 0.7918929961129622
Sequence642.csv_1: True Class: A, Predicted: C, Probability: 0.9993941728984723
Sequence643.csv_1: True Class: A, Predicted: B, Probability: 0.7987482569816882
Sequence644.csv_1: True Class: C, Predicted: A, Probability: 0.9923818853478975
Sequence645.csv_1: True Class: A, Predicted: A, Probability: 0.9997417718181912
Sequence646.csv_1: True Class: A, Predicted: B, Probability: 0.8156675260638453
Sequence647.csv_1: True Class: C, Predicted: A, Probability: 0.8188119158121837
Sequence648.csv_1: True Class: B, Predicted: C, Probability: 0.9999979522610775
Sequence649.csv_1: True Class: A, Predicted: B, Probability: 0.5294311760232755
Sequence65.csv_1: True Class: B, Predicted: B, Probability: 0.9929841218743732
Sequence650.csv_1: True Class: B, Predicted: A, Probability: 0.9996529524223092
Sequence651.csv_1: True Class: A, Predicted: C, Probability: 0.8913756627571238
Sequence652.csv_1: True Class: B, Predicted: C, Probability: 0.9869452365357
Sequence653.csv_1: True Class: A, Predicted: A, Probability: 0.7376470158518293
Sequence654.csv_1: True Class: C, Predicted: A, Probability: 0.9861020363714867
Sequence655.csv_1: True Class: A, Predicted: A, Probability: 0.9979623525527951
Sequence656.csv_1: True Class: B, Predicted: B, Probability: 0.8944702035291701
Sequence657.csv_1: True Class: B, Predicted: A, Probability: 0.9979767848413189
Sequence658.csv_1: True Class: B, Predicted: B, Probability: 0.9981149132867049
Sequence659.csv_1: True Class: C, Predicted: A, Probability: 0.8916400668630154
Sequence66.csv_1: True Class: C, Predicted: B, Probability: 0.999505363141412
Sequence660.csv_1: True Class: B, Predicted: B, Probability: 0.95349168020084
Sequence661.csv_1: True Class: B, Predicted: C, Probability: 0.9999312141999768
Sequence662.csv_1: True Class: B, Predicted: C, Probability: 0.9957535698173684
Sequence663.csv_1: True Class: C, Predicted: C, Probability: 0.9999999999999225
Sequence664.csv_1: True Class: C, Predicted: C, Probability: 0.9999999997688762
Sequence665.csv_1: True Class: B, Predicted: C, Probability: 0.9999968881422939
Sequence666.csv_1: True Class: C, Predicted: A, Probability: 0.9420421860658581
Sequence667.csv_1: True Class: A, Predicted: A, Probability: 0.9999760162620929
Sequence668.csv_1: True Class: C, Predicted: B, Probability: 0.9980527240245363
Sequence669.csv_1: True Class: A, Predicted: A, Probability: 0.9998894078106089
Sequence67.csv_1: True Class: C, Predicted: A, Probability: 0.9999531869030405
Sequence670.csv_1: True Class: B, Predicted: B, Probability: 0.7606128305220007
Sequence671.csv_1: True Class: A, Predicted: C, Probability: 0.9978445470289162
Sequence672.csv_1: True Class: C, Predicted: C, Probability: 0.999910432667965
Sequence673.csv_1: True Class: A, Predicted: A, Probability: 0.7475454870214262
Sequence674.csv_1: True Class: A, Predicted: A, Probability: 0.9797143763303623
Sequence675.csv_1: True Class: A, Predicted: A, Probability: 0.8394736072563764
Sequence676.csv_1: True Class: C, Predicted: C, Probability: 0.999996841543899
Sequence677.csv_1: True Class: B, Predicted: B, Probability: 0.9997970006979926
Sequence678.csv_1: True Class: B, Predicted: B, Probability: 0.718087083544299
Sequence679.csv_1: True Class: B, Predicted: C, Probability: 0.9997564167223117
Sequence68.csv_1: True Class: A, Predicted: A, Probability: 0.5859156299122088
Sequence680.csv_1: True Class: C, Predicted: C, Probability: 0.9999999999976545
Sequence681.csv_1: True Class: C, Predicted: B, Probability: 0.9478434310196524
Sequence682.csv_1: True Class: C, Predicted: A, Probability: 0.8174420475774758
