Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.9999943830122959
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9990130545241211
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.9944599776314309
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.999999991808033
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9999998536938984
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999453
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9999996457076881
Sequence555.csv_1: True Class: B, Predicted: A, Probability: 0.9611483126634002
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999943838
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9999999970195441
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9226805469487828
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 0.9999821626320761
Sequence56.csv_1: True Class: B, Predicted: A, Probability: 0.9002738305483282
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999959805
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9999155188466633
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9935743015197098
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.9999999175025605
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.9998695010659101
Sequence565.csv_1: True Class: A, Predicted: B, Probability: 0.9991510540405037
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999963297182289
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.9999999988533598
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9992464740616125
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.99980672236134
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9997011359231296
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998684
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999832592490305
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9904746473523758
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9999630980855221
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 0.9999999991900813
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9999999956599407
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9714701256752492
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.6964755525203913
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9999999735137766
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.9999990939062545
Sequence58.csv_1: True Class: A, Predicted: B, Probability: 0.9999614476986185
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9999998486271708
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9995734571253408
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9093675839477081
Sequence583.csv_1: True Class: B, Predicted: B, Probability: 0.9999869089667618
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.704553602339312
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.9998823458453941
Sequence586.csv_1: True Class: A, Predicted: B, Probability: 0.9999999916240262
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9999999647229711
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.9923882915679543
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.9999999216259619
Sequence59.csv_1: True Class: B, Predicted: A, Probability: 0.980200074119823
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9992961296378031
Sequence591.csv_1: True Class: A, Predicted: B, Probability: 0.9999331547942129
Sequence592.csv_1: True Class: B, Predicted: A, Probability: 0.9999999988413516
Sequence593.csv_1: True Class: A, Predicted: B, Probability: 0.9944422891111985
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999893947
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999757085
Sequence596.csv_1: True Class: B, Predicted: B, Probability: 0.999999999997239
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.5314967857258032
Sequence598.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999317
Sequence599.csv_1: True Class: B, Predicted: B, Probability: 0.9999958461998141
Sequence6.csv_1: True Class: B, Predicted: A, Probability: 0.9994625030136929
Sequence60.csv_1: True Class: B, Predicted: A, Probability: 0.9999997067694447
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.9470785280973107
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.5887768646461077
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9999980282660713
Sequence603.csv_1: True Class: A, Predicted: A, Probability: 0.9995627933504327
Sequence604.csv_1: True Class: B, Predicted: B, Probability: 0.999998323131986
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.9999604681637019
Sequence606.csv_1: True Class: B, Predicted: B, Probability: 0.9869991462367811
Sequence607.csv_1: True Class: B, Predicted: B, Probability: 0.5080008324971679
Sequence608.csv_1: True Class: A, Predicted: A, Probability: 0.9999995394710433
Sequence609.csv_1: True Class: B, Predicted: A, Probability: 0.9801267251450825
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.99999999730721
Sequence610.csv_1: True Class: A, Predicted: A, Probability: 0.9988673772459515
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 0.9999821774577596
Sequence612.csv_1: True Class: B, Predicted: B, Probability: 0.999999994673996
Sequence613.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999639
Sequence614.csv_1: True Class: B, Predicted: B, Probability: 0.9739576223350953
Sequence615.csv_1: True Class: A, Predicted: A, Probability: 0.9999673590918606
Sequence616.csv_1: True Class: B, Predicted: A, Probability: 0.9933680649395544
Sequence617.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998904775
Sequence618.csv_1: True Class: A, Predicted: B, Probability: 0.8181418407064763
Sequence619.csv_1: True Class: B, Predicted: B, Probability: 0.9999999605574775
Sequence62.csv_1: True Class: B, Predicted: B, Probability: 0.9997500573849563
Sequence620.csv_1: True Class: A, Predicted: A, Probability: 0.9999106314065873
Sequence621.csv_1: True Class: B, Predicted: A, Probability: 0.9996258022530246
Sequence622.csv_1: True Class: A, Predicted: A, Probability: 0.9997830394360558
Sequence623.csv_1: True Class: A, Predicted: B, Probability: 0.9993201169345293
Sequence624.csv_1: True Class: B, Predicted: B, Probability: 0.7820659523301393
Sequence625.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999898412
Sequence626.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999036
Sequence627.csv_1: True Class: B, Predicted: B, Probability: 0.9996137037382136
Sequence628.csv_1: True Class: B, Predicted: B, Probability: 0.9999942067038121
Sequence629.csv_1: True Class: A, Predicted: A, Probability: 0.98583043730058
Sequence63.csv_1: True Class: B, Predicted: A, Probability: 0.9962480299138823
Sequence630.csv_1: True Class: A, Predicted: A, Probability: 0.998263106413476
Sequence631.csv_1: True Class: A, Predicted: A, Probability: 0.9999998060578611
Sequence632.csv_1: True Class: B, Predicted: A, Probability: 0.999701904289021
Sequence633.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999943302
Sequence634.csv_1: True Class: B, Predicted: B, Probability: 0.9999980445195022
Sequence635.csv_1: True Class: B, Predicted: B, Probability: 0.991879703174274
Sequence636.csv_1: True Class: B, Predicted: B, Probability: 0.9998249033615676
Sequence637.csv_1: True Class: A, Predicted: A, Probability: 0.9993759938514645
Sequence638.csv_1: True Class: A, Predicted: A, Probability: 0.9991892661794235
Sequence639.csv_1: True Class: A, Predicted: A, Probability: 0.6406981845242052
Sequence64.csv_1: True Class: B, Predicted: B, Probability: 0.9995430529317589
Sequence640.csv_1: True Class: A, Predicted: B, Probability: 0.7082260942541542
Sequence641.csv_1: True Class: A, Predicted: A, Probability: 0.9965324580894198
Sequence642.csv_1: True Class: B, Predicted: B, Probability: 0.9935370566417744
Sequence643.csv_1: True Class: B, Predicted: B, Probability: 0.9993321892823922
Sequence644.csv_1: True Class: B, Predicted: A, Probability: 0.999958001385868
Sequence645.csv_1: True Class: A, Predicted: B, Probability: 0.999999995304729
Sequence646.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999976403
Sequence647.csv_1: True Class: B, Predicted: A, Probability: 0.9002660494620892
Sequence648.csv_1: True Class: B, Predicted: B, Probability: 0.9999819536010875
Sequence649.csv_1: True Class: B, Predicted: B, Probability: 0.999998068321987
Sequence65.csv_1: True Class: B, Predicted: A, Probability: 0.999655254190146
Sequence650.csv_1: True Class: B, Predicted: A, Probability: 0.9999998499196876
Sequence651.csv_1: True Class: B, Predicted: A, Probability: 0.9996264103715586
Sequence652.csv_1: True Class: B, Predicted: A, Probability: 0.9999999997277907
Sequence653.csv_1: True Class: B, Predicted: A, Probability: 0.9999999929417274
Sequence654.csv_1: True Class: A, Predicted: B, Probability: 0.9392327916111678
Sequence655.csv_1: True Class: A, Predicted: A, Probability: 0.9753782585332434
Sequence656.csv_1: True Class: B, Predicted: B, Probability: 0.9999997947014772
Sequence657.csv_1: True Class: A, Predicted: A, Probability: 0.9925150692945311
Sequence658.csv_1: True Class: A, Predicted: A, Probability: 0.9999998384544497
Sequence659.csv_1: True Class: A, Predicted: B, Probability: 0.999912515740558
Sequence66.csv_1: True Class: A, Predicted: A, Probability: 0.5971115671740528
Sequence660.csv_1: True Class: A, Predicted: A, Probability: 0.7820939961164819
Sequence661.csv_1: True Class: A, Predicted: A, Probability: 0.9041710914497327
Sequence662.csv_1: True Class: B, Predicted: A, Probability: 0.9707101569542576
Sequence663.csv_1: True Class: A, Predicted: A, Probability: 0.9935865613214929
Sequence664.csv_1: True Class: A, Predicted: B, Probability: 0.9999997245138482
Sequence665.csv_1: True Class: B, Predicted: B, Probability: 0.999955407126855
Sequence666.csv_1: True Class: A, Predicted: B, Probability: 0.9999856467835869
Sequence667.csv_1: True Class: A, Predicted: B, Probability: 0.7921001923136616
Sequence668.csv_1: True Class: B, Predicted: B, Probability: 0.9466557890232903
Sequence669.csv_1: True Class: A, Predicted: B, Probability: 0.9999738059246713
Sequence67.csv_1: True Class: A, Predicted: A, Probability: 0.8182389208420354
Sequence670.csv_1: True Class: A, Predicted: A, Probability: 0.9972969227630512
Sequence671.csv_1: True Class: A, Predicted: B, Probability: 0.999875582032675
Sequence672.csv_1: True Class: B, Predicted: B, Probability: 0.9986846863293144
Sequence673.csv_1: True Class: B, Predicted: B, Probability: 0.9997584115814112
Sequence674.csv_1: True Class: A, Predicted: A, Probability: 0.6126317101323864
Sequence675.csv_1: True Class: B, Predicted: B, Probability: 0.9987565461861695
Sequence676.csv_1: True Class: B, Predicted: A, Probability: 0.9926785136029124
Sequence677.csv_1: True Class: B, Predicted: B, Probability: 0.5184921118584757
Sequence678.csv_1: True Class: A, Predicted: A, Probability: 0.9996081197646239
Sequence679.csv_1: True Class: B, Predicted: A, Probability: 0.9999999927948329
Sequence68.csv_1: True Class: B, Predicted: A, Probability: 0.9999999689368556
Sequence680.csv_1: True Class: A, Predicted: A, Probability: 0.9999244867903352
Sequence681.csv_1: True Class: B, Predicted: B, Probability: 0.9441939194664587
Sequence682.csv_1: True Class: A, Predicted: B, Probability: 0.9628486439504755
Sequence683.csv_1: True Class: A, Predicted: A, Probability: 0.9999832126323018
Sequence684.csv_1: True Class: A, Predicted: B, Probability: 0.595126444081199
Sequence685.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999970366
Sequence686.csv_1: True Class: B, Predicted: B, Probability: 0.9999999893744039
Sequence687.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999649003
Sequence688.csv_1: True Class: A, Predicted: B, Probability: 0.6766587276016806
Sequence689.csv_1: True Class: A, Predicted: A, Probability: 0.9999999156072269
Sequence69.csv_1: True Class: A, Predicted: A, Probability: 0.9999994993653012
Sequence690.csv_1: True Class: B, Predicted: A, Probability: 0.9941273034275495
Sequence691.csv_1: True Class: B, Predicted: A, Probability: 0.9786500750137374
Sequence692.csv_1: True Class: B, Predicted: A, Probability: 0.9992438601573869
Sequence693.csv_1: True Class: A, Predicted: B, Probability: 0.9639559235823238
Sequence694.csv_1: True Class: A, Predicted: A, Probability: 0.9232129189247112
Sequence695.csv_1: True Class: B, Predicted: B, Probability: 0.9999999886633286
Sequence696.csv_1: True Class: A, Predicted: B, Probability: 0.9999575593931631
Sequence697.csv_1: True Class: B, Predicted: B, Probability: 0.9849075694805239
Sequence698.csv_1: True Class: A, Predicted: A, Probability: 0.9999974168446634
