Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.998409283548515
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.7513853098187887
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9627125756297757
Sequence551.csv_1: True Class: A, Predicted: B, Probability: 0.9999996741041758
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.9976044226280315
Sequence553.csv_1: True Class: B, Predicted: A, Probability: 0.9966040959814951
Sequence554.csv_1: True Class: A, Predicted: B, Probability: 0.9999658347772056
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.9907896318889192
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.8891928959527082
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.9999659415954094
Sequence558.csv_1: True Class: A, Predicted: B, Probability: 0.9937478502321337
Sequence559.csv_1: True Class: A, Predicted: B, Probability: 0.9199444439755438
Sequence56.csv_1: True Class: A, Predicted: B, Probability: 0.991082704137947
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9961365478576895
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.8827916982695941
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9999999315506157
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9940567053893008
Sequence564.csv_1: True Class: B, Predicted: A, Probability: 0.9999917844245484
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9925187241065062
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.9999992701380882
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.9989175986835831
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.8955655597665996
Sequence569.csv_1: True Class: B, Predicted: A, Probability: 0.9999656777263147
Sequence57.csv_1: True Class: A, Predicted: B, Probability: 0.999958207990877
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9996234742063492
Sequence571.csv_1: True Class: A, Predicted: B, Probability: 0.8186386238799993
Sequence572.csv_1: True Class: B, Predicted: A, Probability: 0.8127588237774367
Sequence573.csv_1: True Class: A, Predicted: B, Probability: 0.8916739314193066
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.941741522693198
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 0.9999995373909984
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9963731512148526
Sequence577.csv_1: True Class: B, Predicted: A, Probability: 0.9999997955943182
Sequence578.csv_1: True Class: B, Predicted: B, Probability: 0.8003243407987376
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.9997341530935447
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.7966815777476911
Sequence580.csv_1: True Class: B, Predicted: A, Probability: 0.8804058631327029
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9993044845247496
Sequence582.csv_1: True Class: B, Predicted: A, Probability: 0.5558772342405328
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9999984533210768
Sequence584.csv_1: True Class: B, Predicted: A, Probability: 0.9998388689660603
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.7921096521266199
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.7198201218849355
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.8255074926339138
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.9999986385563461
Sequence589.csv_1: True Class: B, Predicted: A, Probability: 0.99886422759997
Sequence59.csv_1: True Class: A, Predicted: B, Probability: 0.9998603276165215
Sequence590.csv_1: True Class: A, Predicted: B, Probability: 0.8959848850714152
Sequence591.csv_1: True Class: A, Predicted: A, Probability: 0.9949104545504712
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.5650188175763138
Sequence593.csv_1: True Class: A, Predicted: B, Probability: 0.9893860975315857
Sequence594.csv_1: True Class: B, Predicted: A, Probability: 0.9827370891983621
Sequence595.csv_1: True Class: A, Predicted: B, Probability: 0.9602394017507886
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.9993822763493971
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9982341018125616
Sequence598.csv_1: True Class: B, Predicted: A, Probability: 0.9949553562149868
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.9739404254336671
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.95211102282116
Sequence60.csv_1: True Class: A, Predicted: B, Probability: 0.9905045394047942
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.6046405267173413
Sequence601.csv_1: True Class: A, Predicted: B, Probability: 0.9631651070561974
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9978518916987115
Sequence603.csv_1: True Class: A, Predicted: A, Probability: 0.8046538955359999
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.9995875694708466
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.7561545538074348
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.9947293290738274
Sequence607.csv_1: True Class: A, Predicted: B, Probability: 0.9973138535602174
Sequence608.csv_1: True Class: B, Predicted: A, Probability: 0.9954340841501168
Sequence609.csv_1: True Class: A, Predicted: A, Probability: 0.9976831117415066
Sequence61.csv_1: True Class: A, Predicted: B, Probability: 0.9983488721382336
Sequence610.csv_1: True Class: A, Predicted: A, Probability: 0.999984757163602
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 0.9998938973578492
Sequence612.csv_1: True Class: A, Predicted: A, Probability: 0.9999541550531345
Sequence613.csv_1: True Class: A, Predicted: A, Probability: 0.9999993974566082
Sequence614.csv_1: True Class: B, Predicted: A, Probability: 0.9997590709204401
Sequence615.csv_1: True Class: A, Predicted: A, Probability: 0.9951672389388936
Sequence616.csv_1: True Class: A, Predicted: A, Probability: 0.9996173926700063
Sequence617.csv_1: True Class: B, Predicted: A, Probability: 0.9999974888332561
Sequence618.csv_1: True Class: B, Predicted: A, Probability: 0.9998980538736149
Sequence619.csv_1: True Class: A, Predicted: A, Probability: 0.999991075714712
Sequence62.csv_1: True Class: A, Predicted: B, Probability: 0.7454845731984353
Sequence620.csv_1: True Class: B, Predicted: B, Probability: 0.9808364912334169
Sequence621.csv_1: True Class: A, Predicted: B, Probability: 0.9858517267242806
Sequence622.csv_1: True Class: B, Predicted: B, Probability: 0.9959332564999543
Sequence623.csv_1: True Class: A, Predicted: B, Probability: 0.9940257643844393
Sequence624.csv_1: True Class: A, Predicted: B, Probability: 0.9865118666720416
Sequence625.csv_1: True Class: A, Predicted: A, Probability: 0.9985422197397535
Sequence626.csv_1: True Class: A, Predicted: A, Probability: 0.9999765492023436
Sequence627.csv_1: True Class: A, Predicted: A, Probability: 0.9951889134384513
Sequence628.csv_1: True Class: B, Predicted: A, Probability: 0.9836856720628442
Sequence629.csv_1: True Class: A, Predicted: A, Probability: 0.9999992238999206
Sequence63.csv_1: True Class: A, Predicted: B, Probability: 0.9662214141245056
Sequence630.csv_1: True Class: A, Predicted: B, Probability: 0.9980605039948708
Sequence631.csv_1: True Class: B, Predicted: B, Probability: 0.6929724577000106
Sequence632.csv_1: True Class: A, Predicted: A, Probability: 0.7769094822791504
Sequence633.csv_1: True Class: B, Predicted: A, Probability: 0.9999766259161981
Sequence634.csv_1: True Class: B, Predicted: B, Probability: 0.9888579475774671
